Accession,Significance,-10lgP,Intensity Young,Intensity Aged,Ratio Young,Ratio Aged,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
tr|B1AV75|B1AV75_MOUSE,1.06,89.7,304,309.231,1,1.02,4,2,1,TMT6plex,23935,RIKEN cDNA 2610301B20 gene OS=Mus musculus GN=2610301B20Rik PE=1 SV=1
Q8BK30|NDUV3_MOUSE,1.74,89.61,2.50E+03,2.07E+03,1,0.83,16,2,1,TMT6plex,11813,NADH dehydrogenase [ubiquinone] flavoprotein 3  mitochondrial OS=Mus musculus GN=Ndufv3 PE=1 SV=1
P61961|UFM1_MOUSE,2.26,89.45,382,283.562,1,0.74,8,1,1,TMT6plex,9118,Ubiquitin-fold modifier 1 OS=Mus musculus GN=Ufm1 PE=1 SV=1
tr|A0A1D5RLZ8|A0A1D5RLZ8_MOUSE,4.71,89.44,446,420.268,1,0.94,2,3,1,TMT6plex,82667,EF-hand calcium-binding domain-containing protein 4B OS=Mus musculus GN=Cracr2a PE=4 SV=1
tr|H7BX26|H7BX26_MOUSE,1.02,89.36,522,497.874,1,0.95,0,5,1,TMT6plex,173945,Centrosomal protein of 170 kDa OS=Mus musculus GN=Cep170 PE=1 SV=1
Q6A065|CE170_MOUSE,1.02,89.36,522,497.874,1,0.95,0,5,1,TMT6plex,175049,Centrosomal protein of 170 kDa OS=Mus musculus GN=Cep170 PE=1 SV=2
P97372|PSME2_MOUSE,1.8,89.19,671,654.878,1,0.98,8,3,2,TMT6plex,27057,Proteasome activator complex subunit 2 OS=Mus musculus GN=Psme2 PE=1 SV=4
tr|G3X9V0|G3X9V0_MOUSE,1.8,89.19,671,654.878,1,0.98,8,3,2,TMT6plex,26159,MCG22048  isoform CRA_a OS=Mus musculus GN=Psme2 PE=1 SV=1
Q78IK2|USMG5_MOUSE,1.25,89.01,3.91E+03,3.58E+03,1,0.92,43,2,2,TMT6plex,6382,Up-regulated during skeletal muscle growth protein 5 OS=Mus musculus GN=Usmg5 PE=1 SV=1
Q9CPT4|MYDGF_MOUSE,8.62,88.74,1.64E+03,1.14E+03,1,0.69,10,3,2,TMT6plex,17982,Myeloid-derived growth factor OS=Mus musculus GN=Mydgf PE=1 SV=1
Q80X73|PELO_MOUSE,1.46,88.59,367,310.425,1,0.85,2,2,1,TMT6plex,43349,Protein pelota homolog OS=Mus musculus GN=Pelo PE=1 SV=3
tr|Q3TYA4|Q3TYA4_MOUSE,1.68,88.57,304,352.213,1,1.16,4,1,1,TMT6plex,23685,Putative uncharacterized protein OS=Mus musculus GN=Stxbp6 PE=1 SV=1
tr|B1ARA3|B1ARA3_MOUSE,5.82,88.55,3.10E+03,2.30E+03,1,0.74,17,2,2,TMT6plex,12217,60S ribosomal protein L26 (Fragment) OS=Mus musculus GN=Rpl26 PE=1 SV=1
tr|B1ARA5|B1ARA5_MOUSE,5.82,88.55,3.10E+03,2.30E+03,1,0.74,12,2,2,TMT6plex,17031,60S ribosomal protein L26 OS=Mus musculus GN=Rpl26 PE=1 SV=1
P61255|RL26_MOUSE,5.82,88.55,3.10E+03,2.30E+03,1,0.74,12,2,2,TMT6plex,17258,60S ribosomal protein L26 OS=Mus musculus GN=Rpl26 PE=1 SV=1
tr|A0A0A6YVU8|A0A0A6YVU8_MOUSE,0.84,88.51,1.38E+03,1.25E+03,1,0.9,2,1,1,TMT6plex,42147,MCG119397 OS=Mus musculus GN=Gm9774 PE=4 SV=1
Q9JKV1|ADRM1_MOUSE,0.84,88.51,1.38E+03,1.25E+03,1,0.9,2,1,1,TMT6plex,42060,Proteasomal ubiquitin receptor ADRM1 OS=Mus musculus GN=Adrm1 PE=1 SV=2
Q5M8N4|D39U1_MOUSE,0.84,88.48,418,368.928,1,0.88,4,1,1,TMT6plex,32995,Epimerase family protein SDR39U1 OS=Mus musculus GN=Sdr39u1 PE=1 SV=1
Q9CR09|UFC1_MOUSE,0.77,88.42,832,742.633,1,0.89,5,1,1,TMT6plex,19481,Ubiquitin-fold modifier-conjugating enzyme 1 OS=Mus musculus GN=Ufc1 PE=1 SV=1
tr|H7BX05|H7BX05_MOUSE,1.17,88.32,836,988.585,1,1.18,0,9,1,TMT6plex,874552,Obscurin OS=Mus musculus GN=Obscn PE=1 SV=2
Q03958|PFD6_MOUSE,4.41,88.21,2.68E+03,2.49E+03,1,0.93,20,3,3,TMT6plex; Oxidation (M),14455,Prefoldin subunit 6 OS=Mus musculus GN=Pfdn6 PE=1 SV=1
tr|A2AGS6|A2AGS6_MOUSE,2.43,88.17,1.63E+03,1.48E+03,1,0.91,11,1,1,TMT6plex,9597,Tumor protein p53-inducible protein 11 (Fragment) OS=Mus musculus GN=Trp53i11 PE=1 SV=1
Q4QQM4|P5I11_MOUSE,2.43,88.17,1.63E+03,1.48E+03,1,0.91,5,1,1,TMT6plex,20911,Tumor protein p53-inducible protein 11 OS=Mus musculus GN=Trp53i11 PE=1 SV=1
O89084|PDE4A_MOUSE,7.28,87.91,562,271.025,1,0.48,2,2,1,TMT6plex,93558,cAMP-specific 3' 5'-cyclic phosphodiesterase 4A OS=Mus musculus GN=Pde4a PE=1 SV=2
Q61771|KIF3B_MOUSE,2.82,87.48,1.44E+03,1.58E+03,1,1.09,4,4,3,TMT6plex,85288,Kinesin-like protein KIF3B OS=Mus musculus GN=Kif3b PE=1 SV=1
Q9CQM5|TXD17_MOUSE,4.27,87.45,1.98E+03,1.42E+03,1,0.72,15,2,2,TMT6plex,14015,Thioredoxin domain-containing protein 17 OS=Mus musculus GN=Txndc17 PE=1 SV=1
tr|G3X8Y3|G3X8Y3_MOUSE,3.91,87.31,1.88E+03,1.39E+03,1,0.74,4,5,4,TMT6plex,101095,N-alpha-acetyltransferase 15  NatA auxiliary subunit OS=Mus musculus GN=Naa15 PE=1 SV=1
P09813|APOA2_MOUSE,3.06,86.97,1.26E+03,1.23E+03,1,0.98,10,1,1,TMT6plex,11309,Apolipoprotein A-II OS=Mus musculus GN=Apoa2 PE=1 SV=2
P84228|H32_MOUSE,28.01,86.78,2.11E+04,1.69E+04,1,0.8,10,5,3,TMT6plex; Oxidation (M),15388,Histone H3.2 OS=Mus musculus GN=Hist1h3b PE=1 SV=2
P47746|CNR1_MOUSE,3.19,86.73,1.48E+03,1.13E+03,1,0.77,4,3,2,TMT6plex,52831,Cannabinoid receptor 1 OS=Mus musculus GN=Cnr1 PE=1 SV=1
O35598|ADA10_MOUSE,0.88,86.59,1.39E+03,1.30E+03,1,0.93,3,3,2,Carbamidomethylation; TMT6plex,83968,Disintegrin and metalloproteinase domain-containing protein 10 OS=Mus musculus GN=Adam10 PE=1 SV=2
tr|A0A0U1RNF2|A0A0U1RNF2_MOUSE,2.52,86.4,1.70E+03,1.60E+03,1,0.94,8,4,3,Carbamidomethylation; TMT6plex,38161,Leucine carboxyl methyltransferase 1 OS=Mus musculus GN=Lcmt1 PE=1 SV=1
tr|A2RTH5|A2RTH5_MOUSE,2.52,86.4,1.70E+03,1.60E+03,1,0.94,8,4,3,Carbamidomethylation; TMT6plex,38192,Leucine carboxyl methyltransferase 1 OS=Mus musculus GN=Lcmt1 PE=1 SV=1
Q8VE88|F1142_MOUSE,2.01,86.16,317,253.116,1,0.8,1,1,1,TMT6plex,54045,Protein FAM114A2 OS=Mus musculus GN=Fam114a2 PE=1 SV=2
Q8VHE6|DYH5_MOUSE,2.52,85.96,241,272.219,1,1.13,0,16,1,TMT6plex,527563,Dynein heavy chain 5  axonemal OS=Mus musculus GN=Dnah5 PE=1 SV=2
Q9EQ06|DHB11_MOUSE,0.71,85.62,5.84E+03,5.88E+03,1,1.01,5,3,2,TMT6plex,32881,Estradiol 17-beta-dehydrogenase 11 OS=Mus musculus GN=Hsd17b11 PE=1 SV=1
tr|E9Q6U4|E9Q6U4_MOUSE,3.67,84.82,317,314.007,1,0.99,8,2,1,TMT6plex,14732,Prefoldin subunit 4 OS=Mus musculus GN=Pfdn4 PE=1 SV=1
tr|Q3UWL8|Q3UWL8_MOUSE,3.67,84.82,317,314.007,1,0.99,8,2,1,TMT6plex,15238,Prefoldin subunit 4 OS=Mus musculus GN=Pfdn4 PE=1 SV=1
tr|A0A140T8K6|A0A140T8K6_MOUSE,0.7,84.7,671,723.53,1,1.08,20,2,2,TMT6plex,12256,60S ribosomal protein L36 OS=Mus musculus GN=Rpl36-ps3 PE=3 SV=1
tr|Q6ZWZ4|Q6ZWZ4_MOUSE,0.7,84.7,671,723.53,1,1.08,20,2,2,TMT6plex,12254,60S ribosomal protein L36 OS=Mus musculus GN=Rpl36 PE=1 SV=1
Q9CRB8|MTFP1_MOUSE,3.66,84.32,304,196.404,1,0.65,7,1,1,TMT6plex,18314,Mitochondrial fission process protein 1 OS=Mus musculus GN=Mtfp1 PE=1 SV=1
tr|Q8VCQ8|Q8VCQ8_MOUSE,1.82,84.09,1.98E+03,1.74E+03,1,0.88,7,3,3,TMT6plex; Deamidation (NQ),60453,Caldesmon 1 OS=Mus musculus GN=Cald1 PE=1 SV=1
tr|E9Q0M9|E9Q0M9_MOUSE,1.82,84.09,1.98E+03,1.74E+03,1,0.88,7,3,3,TMT6plex; Deamidation (NQ),61652,Caldesmon 1 OS=Mus musculus GN=Cald1 PE=1 SV=1
tr|E9QA16|E9QA16_MOUSE,1.82,84.09,1.98E+03,1.74E+03,1,0.88,7,3,3,TMT6plex; Deamidation (NQ),61837,Caldesmon 1 OS=Mus musculus GN=Cald1 PE=1 SV=1
tr|S4R1T7|S4R1T7_MOUSE,1.82,84.09,1.98E+03,1.74E+03,1,0.88,7,3,3,TMT6plex; Deamidation (NQ),60748,Caldesmon 1 OS=Mus musculus GN=Cald1 PE=1 SV=1
tr|D3Z6I7|D3Z6I7_MOUSE,1.82,84.09,1.98E+03,1.74E+03,1,0.88,7,3,3,TMT6plex; Deamidation (NQ),63335,Caldesmon 1 OS=Mus musculus GN=Cald1 PE=1 SV=1
tr|E9QA15|E9QA15_MOUSE,1.82,84.09,1.98E+03,1.74E+03,1,0.88,5,3,3,TMT6plex; Deamidation (NQ),89274,Caldesmon 1 OS=Mus musculus GN=Cald1 PE=1 SV=1
tr|A2AQA9|A2AQA9_MOUSE,12.91,84.04,3.55E+03,3.53E+03,1,0.99,0,8,2,TMT6plex; Deamidation (NQ),800586,Nebulin OS=Mus musculus GN=Neb PE=1 SV=1
tr|E9Q1W3|E9Q1W3_MOUSE,12.91,84.04,3.55E+03,3.53E+03,1,0.99,0,8,2,TMT6plex; Deamidation (NQ),828679,Nebulin OS=Mus musculus GN=Neb PE=1 SV=1
Q5SSM3|RHG44_MOUSE,3.41,83.86,659,435.192,1,0.66,1,2,1,TMT6plex,88994,Rho GTPase-activating protein 44 OS=Mus musculus GN=Arhgap44 PE=1 SV=1
Q923Z0|GPC5B_MOUSE,1.77,83.86,503,550.408,1,1.09,3,1,1,TMT6plex,45899,G-protein coupled receptor family C group 5 member B OS=Mus musculus GN=Gprc5b PE=1 SV=1
tr|D2DFA9|D2DFA9_MOUSE,1.77,83.86,503,550.408,1,1.09,3,1,1,TMT6plex,45983,G protein-coupled receptor family C group 5 member B variant 2 OS=Mus musculus GN=Gprc5b PE=1 SV=1
Q9CQR2|RS21_MOUSE,3.02,83.8,3.62E+03,3.23E+03,1,0.89,47,4,4,Carbamidomethylation; TMT6plex; Deamidation (NQ),9141,40S ribosomal protein S21 OS=Mus musculus GN=Rps21 PE=1 SV=1
P56382|ATP5E_MOUSE,2.09,83.55,1.26E+04,1.35E+04,1,1.07,44,4,3,Carbamidomethylation; TMT6plex,5838,ATP synthase subunit epsilon  mitochondrial OS=Mus musculus GN=Atp5e PE=1 SV=2
Q8BXV2|BRI3B_MOUSE,0.79,83.53,942,964.109,1,1.02,6,3,2,TMT6plex,28263,BRI3-binding protein OS=Mus musculus GN=Bri3bp PE=1 SV=1
tr|E9Q1K0|E9Q1K0_MOUSE,2.65,83.43,530,420.268,1,0.79,1,6,1,TMT6plex,112170,Sorting nexin-25 OS=Mus musculus GN=Snx25 PE=1 SV=1
tr|K3W4M2|K3W4M2_MOUSE,2.61,83,304,302.068,1,0.99,0,9,1,TMT6plex,564903,Ryanodine receptor 1 OS=Mus musculus GN=Ryr1 PE=1 SV=1
E9PZQ0|RYR1_MOUSE,2.61,83,304,302.068,1,0.99,0,9,1,TMT6plex,565047,Ryanodine receptor 1 OS=Mus musculus GN=Ryr1 PE=1 SV=1
tr|A0A1L1SQG7|A0A1L1SQG7_MOUSE,2.61,83,304,302.068,1,0.99,0,9,1,TMT6plex,568073,Ryanodine receptor 1 OS=Mus musculus GN=Ryr1 PE=1 SV=1
Q8R1T1|CHMP7_MOUSE,0.98,82.99,342,309.231,1,0.9,3,2,1,TMT6plex,50633,Charged multivesicular body protein 7 OS=Mus musculus GN=Chmp7 PE=1 SV=1
Q99KF1|TMED9_MOUSE,0.79,82.97,1.30E+03,1.21E+03,1,0.93,8,2,2,TMT6plex,27127,Transmembrane emp24 domain-containing protein 9 OS=Mus musculus GN=Tmed9 PE=1 SV=2
Q62422|OSTF1_MOUSE,1.6,82.96,633,694.875,1,1.1,6,2,1,TMT6plex,23783,Osteoclast-stimulating factor 1 OS=Mus musculus GN=Ostf1 PE=1 SV=2
tr|E9Q0G1|E9Q0G1_MOUSE,3.51,82.68,3.01E+03,2.36E+03,1,0.79,16,5,4,TMT6plex,20396,Density-regulated protein (Fragment) OS=Mus musculus GN=Denr PE=1 SV=8
Q9CQJ6|DENR_MOUSE,3.51,82.68,3.01E+03,2.36E+03,1,0.79,15,5,4,TMT6plex,22166,Density-regulated protein OS=Mus musculus GN=Denr PE=1 SV=1
Q922Q4|P5CR2_MOUSE,2.42,82.58,228,204.164,1,0.9,3,1,1,TMT6plex,33659,Pyrroline-5-carboxylate reductase 2 OS=Mus musculus GN=Pycr2 PE=1 SV=1
Q78JW9|UBFD1_MOUSE,6.54,82.57,203,206.552,1,1.02,2,1,1,TMT6plex,40143,Ubiquitin domain-containing protein UBFD1 OS=Mus musculus GN=Ubfd1 PE=1 SV=2
Q91V09|WDR13_MOUSE,0.81,81.91,357,355.795,1,1,2,1,1,TMT6plex,53664,WD repeat-containing protein 13 OS=Mus musculus GN=Wdr13 PE=1 SV=1
tr|A2AKW0|A2AKW0_MOUSE,1.8,81.57,342,267.443,1,0.78,2,2,1,TMT6plex,35489,Solute carrier family 25 member 51 OS=Mus musculus GN=Slc25a51 PE=1 SV=1
Q7TNG5|EMAL2_MOUSE,3.69,81.38,582,503.844,1,0.87,3,1,1,Carbamidomethylation; TMT6plex,70734,Echinoderm microtubule-associated protein-like 2 OS=Mus musculus GN=Eml2 PE=1 SV=1
Q9CXW3|CYBP_MOUSE,3.44,81.14,3.05E+03,2.44E+03,1,0.8,10,4,3,TMT6plex,26510,Calcyclin-binding protein OS=Mus musculus GN=Cacybp PE=1 SV=1
P97855|G3BP1_MOUSE,3.28,81.1,291,293.71,1,1.01,3,1,1,TMT6plex,51829,Ras GTPase-activating protein-binding protein 1 OS=Mus musculus GN=G3bp1 PE=1 SV=1
P27048|RSMB_MOUSE,0.14,81,2.72E+03,2.78E+03,1,1.02,3,3,1,TMT6plex,23656,Small nuclear ribonucleoprotein-associated protein B OS=Mus musculus GN=Snrpb PE=1 SV=1
P63163|RSMN_MOUSE,0.14,81,2.72E+03,2.78E+03,1,1.02,3,3,1,TMT6plex,24614,Small nuclear ribonucleoprotein-associated protein N OS=Mus musculus GN=Snrpn PE=1 SV=1
tr|A0A140LJ72|A0A140LJ72_MOUSE,0.88,80.96,266,268.637,1,1.01,0,6,1,TMT6plex; Deamidation (NQ),908759,Mucin 16 OS=Mus musculus GN=Muc16 PE=4 SV=1
tr|Q8CEB6|Q8CEB6_MOUSE,3.63,80.93,279,372.51,1,1.34,6,3,1,TMT6plex,28265,Aldo-keto reductase family 1  member E1 OS=Mus musculus GN=Akr1e1 PE=1 SV=1
Q9DCT1|AKCL2_MOUSE,3.63,80.93,279,372.51,1,1.34,5,3,1,TMT6plex,34461,1 5-anhydro-D-fructose reductase OS=Mus musculus GN=Akr1e2 PE=1 SV=1
Q8BLY2|SYTC2_MOUSE,4.06,80.82,1.07E+03,927.694,1,0.87,3,3,2,TMT6plex,91318,Probable threonine--tRNA ligase 2  cytoplasmic OS=Mus musculus GN=Tarsl2 PE=1 SV=1
Q8C0D5|EFL1_MOUSE,3.88,80.72,568,476.383,1,0.84,1,3,1,TMT6plex,125777,Elongation factor-like GTPase 1 OS=Mus musculus GN=Efl1 PE=1 SV=1
tr|E9Q855|E9Q855_MOUSE,3.74,80.68,1.77E+03,1.52E+03,1,0.86,4,2,2,TMT6plex,34516,Secretory carrier-associated membrane protein OS=Mus musculus GN=Scamp3 PE=1 SV=1
O35609|SCAM3_MOUSE,3.74,80.68,1.77E+03,1.52E+03,1,0.86,4,2,2,TMT6plex,38458,Secretory carrier-associated membrane protein 3 OS=Mus musculus GN=Scamp3 PE=1 SV=3
tr|Q3UXS0|Q3UXS0_MOUSE,3.74,80.68,1.77E+03,1.52E+03,1,0.86,4,2,2,TMT6plex,38586,Secretory carrier-associated membrane protein OS=Mus musculus GN=Scamp3 PE=1 SV=1
tr|A0A087WNP6|A0A087WNP6_MOUSE,3.36,80.6,4.45E+03,3.77E+03,1,0.85,10,3,3,TMT6plex,24196,Protein CDV3 OS=Mus musculus GN=Cdv3 PE=1 SV=1
Q4VAA2|CDV3_MOUSE,3.36,80.6,4.45E+03,3.77E+03,1,0.85,8,3,3,TMT6plex,29729,Protein CDV3 OS=Mus musculus GN=Cdv3 PE=1 SV=2
Q3UGS4|MCRI1_MOUSE,3.58,79.32,441,286.546,1,0.65,11,1,1,TMT6plex,11101,Mapk-regulated corepressor-interacting protein 1 OS=Mus musculus GN=Mcrip1 PE=1 SV=1
tr|A0A0G2JE27|A0A0G2JE27_MOUSE,1.1,78.95,254,295.501,1,1.16,10,3,1,TMT6plex; Deamidation (NQ),13099,F-actin-capping protein subunit alpha-1 (Fragment) OS=Mus musculus GN=Capza1 PE=1 SV=4
Q9CQZ6|NDUB3_MOUSE,1.61,78.82,3.90E+03,3.93E+03,1,1.01,17,2,2,TMT6plex,11692,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 OS=Mus musculus GN=Ndufb3 PE=1 SV=1
Q9Z239|PLM_MOUSE,2.46,78.61,684,576.078,1,0.84,13,2,1,TMT6plex,10323,Phospholemman OS=Mus musculus GN=Fxyd1 PE=1 SV=1
Q9R1Z7|PTPS_MOUSE,2.6,78.58,583,607.12,1,1.04,15,2,2,TMT6plex,16188,6-pyruvoyl tetrahydrobiopterin synthase OS=Mus musculus GN=Pts PE=1 SV=2
Q6ZWV7|RL35_MOUSE,0.5,78.58,672,725.917,1,1.08,6,2,1,TMT6plex,14553,60S ribosomal protein L35 OS=Mus musculus GN=Rpl35 PE=1 SV=1
Q3UHX2|HAP28_MOUSE,3.17,78.47,2.69E+03,2.17E+03,1,0.81,14,2,2,TMT6plex,20605,28 kDa heat- and acid-stable phosphoprotein OS=Mus musculus GN=Pdap1 PE=1 SV=1
P62071|RRAS2_MOUSE,1.71,78.34,633,537.275,1,0.85,5,2,1,TMT6plex,23400,Ras-related protein R-Ras2 OS=Mus musculus GN=Rras2 PE=1 SV=1
Q8R1S0|COQ6_MOUSE,5.11,78.33,519,549.214,1,1.06,2,2,1,TMT6plex,51393,Ubiquinone biosynthesis monooxygenase COQ6  mitochondrial OS=Mus musculus GN=Coq6 PE=1 SV=3
Q5SV85|SYNRG_MOUSE,5.27,78.32,317,204.164,1,0.64,1,2,1,TMT6plex,139616,Synergin gamma OS=Mus musculus GN=Synrg PE=1 SV=1
Q8R0H9|GGA1_MOUSE,1.19,78.05,1.36E+03,1.24E+03,1,0.92,2,3,2,TMT6plex,69972,ADP-ribosylation factor-binding protein GGA1 OS=Mus musculus GN=Gga1 PE=1 SV=1
A2ARZ3|FSIP2_MOUSE,8.78,77.6,1.19E+03,1.25E+03,1,1.05,0,12,2,TMT6plex,784873,Fibrous sheath-interacting protein 2 OS=Mus musculus GN=Fsip2 PE=1 SV=3
tr|Q3TET1|Q3TET1_MOUSE,4.94,77.57,558,669.802,1,1.2,3,3,2,TMT6plex,79445,Kinesin-like protein OS=Mus musculus GN=Kif3a PE=1 SV=1
tr|Q3UI47|Q3UI47_MOUSE,4.94,77.57,558,669.802,1,1.2,3,3,2,TMT6plex,79856,Kinesin-like protein OS=Mus musculus GN=Kif3a PE=1 SV=1
P28741|KIF3A_MOUSE,4.94,77.57,558,669.802,1,1.2,3,3,2,TMT6plex,80170,Kinesin-like protein KIF3A OS=Mus musculus GN=Kif3a PE=1 SV=2
tr|B1AQZ2|B1AQZ2_MOUSE,4.94,77.57,558,669.802,1,1.2,3,3,2,TMT6plex,82634,Kinesin-like protein OS=Mus musculus GN=Kif3a PE=1 SV=1
Q8R180|ERO1A_MOUSE,0.81,77.5,409,457.28,1,1.12,2,1,1,TMT6plex; Deamidation (NQ),54085,ERO1-like protein alpha OS=Mus musculus GN=Ero1a PE=1 SV=2
tr|D3Z2V6|D3Z2V6_MOUSE,2.75,76.69,1.28E+03,1.02E+03,1,0.8,28,3,3,TMT6plex,14735,Ras-related protein M-Ras (Fragment) OS=Mus musculus GN=Mras PE=1 SV=1
O08989|RASM_MOUSE,2.75,76.69,1.28E+03,1.02E+03,1,0.8,18,3,3,TMT6plex,23901,Ras-related protein M-Ras OS=Mus musculus GN=Mras PE=1 SV=1
P62320|SMD3_MOUSE,1.29,76.63,1.04E+03,939.633,1,0.9,7,1,1,TMT6plex,13916,Small nuclear ribonucleoprotein Sm D3 OS=Mus musculus GN=Snrpd3 PE=1 SV=1
Q9D8B7|JAM3_MOUSE,1.62,76.51,1.78E+03,1.92E+03,1,1.08,7,3,3,TMT6plex,34838,Junctional adhesion molecule C OS=Mus musculus GN=Jam3 PE=1 SV=2
tr|D3YXH0|D3YXH0_MOUSE,6.55,76.4,6.72E+03,4.67E+03,1,0.69,3,1,1,TMT6plex,32628,Immunoglobulin superfamily member 5 OS=Mus musculus GN=Igsf5 PE=4 SV=1
P63054|PCP4_MOUSE,6.55,76.4,6.72E+03,4.67E+03,1,0.69,16,1,1,TMT6plex,6807,Purkinje cell protein 4 OS=Mus musculus GN=Pcp4 PE=3 SV=2
tr|G3XA21|G3XA21_MOUSE,4.03,76.35,253,407.135,1,1.61,0,5,1,TMT6plex,180826,MCG134445  isoform CRA_a OS=Mus musculus GN=Mroh1 PE=1 SV=1
tr|E0CZ22|E0CZ22_MOUSE,4.03,76.35,253,407.135,1,1.61,0,5,1,TMT6plex,181794,Maestro heat-like repeat family member 1 OS=Mus musculus GN=Mroh1 PE=1 SV=1
Q6PAK3|ANM8_MOUSE,1.32,76.32,367,336.692,1,0.92,3,3,1,TMT6plex,45276,Protein arginine N-methyltransferase 8 OS=Mus musculus GN=Prmt8 PE=1 SV=2
tr|A0A0R4J2B7|A0A0R4J2B7_MOUSE,2.71,76.19,393,278.189,1,0.71,1,7,1,TMT6plex,207486,Dedicator of cytokinesis protein 10 (Fragment) OS=Mus musculus GN=Dock10 PE=1 SV=1
Q8BZN6|DOC10_MOUSE,2.71,76.19,393,278.189,1,0.71,0,7,1,TMT6plex,245756,Dedicator of cytokinesis protein 10 OS=Mus musculus GN=Dock10 PE=1 SV=3
tr|E9QM99|E9QM99_MOUSE,2.71,76.19,393,278.189,1,0.71,0,7,1,TMT6plex,249574,Dedicator of cytokinesis protein 10 OS=Mus musculus GN=Dock10 PE=1 SV=1
Q8BTI8|SRRM2_MOUSE,0.98,76.06,279,241.774,1,0.87,1,1,1,TMT6plex,294841,Serine/arginine repetitive matrix protein 2 OS=Mus musculus GN=Srrm2 PE=1 SV=3
P63280|UBC9_MOUSE,3.06,75.81,574,423.85,1,0.74,6,1,1,TMT6plex,18007,SUMO-conjugating enzyme UBC9 OS=Mus musculus GN=Ube2i PE=1 SV=1
P01837|IGKC_MOUSE,6.44,75.56,672,1.07E+03,1,1.6,21,2,2,TMT6plex; Deamidation (NQ),11778,Ig kappa chain C region OS=Mus musculus PE=1 SV=1
tr|A0A075B5P2|A0A075B5P2_MOUSE,6.44,75.56,672,1.07E+03,1,1.6,21,2,2,TMT6plex; Deamidation (NQ),11897,Immunoglobulin kappa constant (Fragment) OS=Mus musculus GN=Igkc PE=1 SV=1
tr|A0A0R4J063|A0A0R4J063_MOUSE,2.42,74.31,1.84E+03,1.66E+03,1,0.9,6,3,2,TMT6plex,27720,Fibroblast growth factor OS=Mus musculus GN=Fgf14 PE=3 SV=1
P70379|FGF14_MOUSE,2.42,74.31,1.84E+03,1.66E+03,1,0.9,6,3,2,TMT6plex,27764,Fibroblast growth factor 14 OS=Mus musculus GN=Fgf14 PE=2 SV=1
Q9R0M6|RAB9A_MOUSE,5.04,74.01,342,196.404,1,0.57,8,1,1,TMT6plex,22910,Ras-related protein Rab-9A OS=Mus musculus GN=Rab9a PE=1 SV=1
tr|A2AFP5|A2AFP5_MOUSE,5.04,74.01,342,196.404,1,0.57,8,1,1,TMT6plex,22946,RAB9  member RAS oncogene family (Fragment) OS=Mus musculus GN=Rab9 PE=1 SV=1
tr|A2AFP4|A2AFP4_MOUSE,5.04,74.01,342,196.404,1,0.57,27,1,1,TMT6plex,6536,RAB9  member RAS oncogene family (Fragment) OS=Mus musculus GN=Rab9 PE=1 SV=1
tr|A2AVR6|A2AVR6_MOUSE,2.21,73.53,279,333.11,1,1.19,2,1,1,Carbamidomethylation; TMT6plex,69378,Acyl-coenzyme A thioesterase 11 OS=Mus musculus GN=Acot11 PE=1 SV=1
Q6PGB8|SMCA1_MOUSE,2.75,73.52,407,286.546,1,0.7,1,6,1,TMT6plex,121715,Probable global transcription activator SNF2L1 OS=Mus musculus GN=Smarca1 PE=1 SV=1
Q8CJ27|ASPM_MOUSE,6.11,73.4,544,518.768,1,0.95,1,10,2,TMT6plex,364218,Abnormal spindle-like microcephaly-associated protein homolog OS=Mus musculus GN=Aspm PE=1 SV=2
tr|E9QKK1|E9QKK1_MOUSE,3.14,73.31,469,317.589,1,0.68,0,9,1,TMT6plex,286211,Centromere-associated protein E OS=Mus musculus GN=Cenpe PE=1 SV=1
Q6RT24|CENPE_MOUSE,3.14,73.31,469,317.589,1,0.68,0,9,1,TMT6plex,286523,Centromere-associated protein E OS=Mus musculus GN=Cenpe PE=1 SV=1
P17665|COX7C_MOUSE,0.56,73.23,1.24E+03,1.14E+03,1,0.92,14,1,1,TMT6plex,7333,Cytochrome c oxidase subunit 7C  mitochondrial OS=Mus musculus GN=Cox7c PE=1 SV=1
Q8BGU5|CCNY_MOUSE,2.71,73.01,456,587.42,1,1.29,6,3,2,TMT6plex,39395,Cyclin-Y OS=Mus musculus GN=Ccny PE=1 SV=1
Q8BH43|WASF2_MOUSE,3.5,72.6,266,407.135,1,1.53,3,2,1,TMT6plex; Deamidation (NQ),54074,Wiskott-Aldrich syndrome protein family member 2 OS=Mus musculus GN=Wasf2 PE=1 SV=1
tr|A0A1B0GS63|A0A1B0GS63_MOUSE,2.17,72.6,503,420.268,1,0.84,2,1,1,TMT6plex,37288,ADP-ribosylation factor interacting protein 2  isoform CRA_c OS=Mus musculus GN=Arfip2 PE=1 SV=1
Q8K221|ARFP2_MOUSE,2.17,72.6,503,420.268,1,0.84,2,1,1,TMT6plex,37773,Arfaptin-2 OS=Mus musculus GN=Arfip2 PE=1 SV=2
Q9JKX6|NUDT5_MOUSE,2.88,72.13,317,251.922,1,0.79,4,2,1,TMT6plex,23984,ADP-sugar pyrophosphatase OS=Mus musculus GN=Nudt5 PE=1 SV=1
