Supplemental Table 1 - List and annotation of quantified proteins,,,,,,,,,,,,,,,,,
Gene names,Majority protein IDs,Protein names,t-test Difference_14vs96 (=log2 foldchange LFQ[14w/96w]),-Log t-test p value_14vs96,Significance,LFQ intensity 141031_1_0138-141022FaBrS01TQ,LFQ intensity 141031_1_0138-141022FaBrS02TQ,LFQ intensity 141031_1_0138-141022FaBrS03TQ,LFQ intensity 141031_1_0138-141022FaBrS04TQ,LFQ intensity 141031_1_0138-141022FaBrS05TQ,LFQ intensity 141031_1_0138-141022FaBrS06TQ,LFQ intensity 141031_1_0138-141022FaBrS07TQ,LFQ intensity 141031_1_0138-141022FaBrS08TQ,LFQ intensity 141031_1_0138-141022FaBrS09TQ,LFQ intensity 141031_1_0138-141022FaBrS10TQ,LFQ intensity 141031_1_0138-141022FaBrS11TQ,LFQ intensity 141031_1_0138-141022FaBrS12TQ
Serbp1,Q9CY58,Plasminogen activator inhibitor 1 RNA-binding protein,0.167252,0.359724,nonsig,27.4682,28.0228,27.9809,27.4083,27.6464,27.405,27.7511,27.9421,27.638,27.3462,27.1661,27.9252
Blvra,Q9CY64,Biliverdin reductase A,-0.239203,0.847813,nonsig,28.439,28.2385,28.2973,28.4644,28.3059,28.2863,28.3368,28.2895,28.3532,28.9421,28.5456,28.3345
Uqcrc1,Q9CZ13,"Cytochrome b-c1 complex subunit 1, mitochondrial",0.0652833,0.173027,nonsig,30.6153,30.5617,30.209,30.2375,30.3472,30.4438,29.9736,30.6605,30.3352,30.2871,30.3335,30.2082
Nsfl1c,Q9CZ44;A2AT02,NSFL1 cofactor p47,-0.269291,0.634951,nonsig,27.4561,27.2162,27.2778,27.7992,27.8537,27.1637,27.6572,27.3851,27.8094,27.6771,27.5082,28.1422
Sdhc,Q9CZB0;D3Z1A8;F8WGB3,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",0.00464106,0.00513885,nonsig,25.7906,25.1536,25.0405,24.849,24.709,25.1328,24.9668,23.813,24.7727,24.7013,24.6759,24.4531
Shmt2,Q9CZN7,Serine hydroxymethyltransferase,0.185929,0.373386,nonsig,29.6,29.8844,29.7222,28.9991,29.613,29.8107,29.4115,29.1075,29.4006,29.6716,29.1889,28.9379
Tsfm,Q9CZR8;Q9CX33,"Elongation factor Ts, mitochondrial",0.144089,0.249987,nonsig,25.7049,25.4766,25.7338,25.8477,25.9227,25.5188,25.9054,25.9439,25.2776,25.6145,25.5464,26.2758
Cs,Q9CZU6,"Citrate synthase, mitochondrial",0.586658,3.11586,nonsig,31.4387,31.9141,31.4984,31.3856,31.8821,31.9373,31.652,31.638,31.1425,31.1131,31.3463,31.1609
Rsu1,Q9D031;A2AUR7;Q01730,Ras suppressor protein 1,-0.0388002,0.0533092,nonsig,25.9431,26.4128,26.7958,26.3201,26.8365,25.6539,26.2157,26.3397,26.3906,26.1693,26.4818,26.1593
Pdhb,Q9D051,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial",0.330474,2.17486,nonsig,30.9846,31.2361,30.4465,31.1334,31.1087,31.1263,30.9256,30.8657,30.6498,30.5872,30.6521,30.8153
Hnrnpm,Q9D0E1;B8JK33;B8JK32,Heterogeneous nuclear ribonucleoprotein M,-0.0530801,0.16436,nonsig,28.3382,28.2873,28.2815,28.7036,28.618,28.2547,28.3929,28.0686,28.3711,28.5153,28.297,28.3631
Pgm1;Pgm2,Q9D0F9;A2CEK3,Phosphoglucomutase-1,0.0143471,0.0753775,nonsig,29.5654,28.9606,29.5308,29.7071,29.7024,29.6511,29.7544,29.6193,29.5224,29.6545,29.6696,29.8233
Rars,Q9D0I9,"Arginine--tRNA ligase, cytoplasmic",1.07759,0.39443,nonsig,25.6777,27.2647,27.1233,26.0908,26.578,27.4788,26.6259,27.0239,26.6398,27.3253,22.3346,27.0965
Ptms,Q9D0J8,Parathymosin,-0.176302,0.247961,nonsig,28.8636,28.4267,28.3878,29.2451,28.3933,27.9355,28.4767,28.4116,28.1601,28.5233,28.0372,29.2017
Oxct1,Q9D0K2;Q3UJQ9,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial;Succinyl-CoA:3-ketoacid-coenzyme A transferase",0.127811,0.44718,nonsig,32.7915,32.6935,32.7239,32.6089,32.6564,32.9833,32.7923,33.1356,32.6925,32.7492,32.9729,32.6418
Cyc1,Q9D0M3,"Cytochrome c1, heme protein, mitochondrial",0.21986,0.350399,nonsig,29.5985,29.5256,28.9845,29.3621,29.5883,29.4482,28.9846,30.1059,29.7049,29.3179,29.1217,29.1029
Tars,Q9D0R2,"Threonine--tRNA ligase, cytoplasmic",0.499898,0.257759,nonsig,24.3225,26.4347,26.4196,25.5878,24.603,26.4829,25.3306,23.9632,23.0783,25.5653,24.2861,25.4504
Hint2,Q9D0S9,"Histidine triad nucleotide-binding protein 2, mitochondrial",0.0935254,0.178358,nonsig,29.7751,28.5003,29.6922,29.6144,29.6447,29.7849,29.4013,30.3042,29.5139,29.8378,29.6303,29.779
D10Jhu81e,Q9D172,"ES1 protein homolog, mitochondrial",-0.0359945,0.135774,nonsig,30.7016,30.5773,30.2202,30.423,30.7196,30.3982,30.2876,30.371,30.4064,30.4909,30.5609,30.4621
Cndp2,Q9D1A2,Cytosolic non-specific dipeptidase,-0.220275,0.871319,nonsig,30.9915,30.5828,31.1362,31.3775,31.6574,31.742,31.4954,31.9015,31.7134,32.03,32.1243,31.8098
Tmed10,Q9D1D4,Transmembrane emp24 domain-containing protein 10,0.0475001,0.0548995,nonsig,27.0828,27.2702,26.8305,27.3038,27.4792,26.6718,27.2892,27.2233,26.8276,27.2255,26.6442,27.7763
Rab1b,Q9D1G1,Ras-related protein Rab-1B,1.08431,0.518868,nonsig,26.4832,26.1738,23.1592,26.6909,26.6295,27.4533,26.9992,27.802,27.083,26.6782,23.3901,27.3955
Atp6v1f,Q9D1K2;F7B2B4,V-type proton ATPase subunit F,0.300991,0.892511,nonsig,26.7628,27.2161,27.4541,27.163,27.5787,27.7725,27.5464,27.9329,27.1627,27.1733,27.7543,27.5362
Sec13,Q9D1M0,Protein SEC13 homolog,-0.0422096,0.0454067,nonsig,27.1795,27.7998,26.7652,27.3112,26.9363,27.5947,26.8266,27.0394,27.3504,26.5473,26.864,27.8042
Erp44,Q9D1Q6,Endoplasmic reticulum resident protein 44,0.142296,0.278933,nonsig,27.3746,26.834,27.2842,27.0681,26.7042,26.826,26.8579,26.9938,26.8514,26.7519,26.1301,27.0794
Dlst,Q9D2G2,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",0.0826006,0.230472,nonsig,30.6005,30.7141,30.6767,30.4032,30.8572,30.5226,30.6345,30.4294,30.6004,30.2224,30.5397,30.7509
Aacs,Q9D2R0,Acetoacetyl-CoA synthetase,-0.249217,0.128935,nonsig,26.5088,25.5349,26.0361,26.9959,26.0206,23.3472,26.6141,25.803,25.5082,25.9274,25.6048,25.7414
Atp5d,Q9D3D9,"ATP synthase subunit delta, mitochondrial",0.263112,0.478903,nonsig,31.2366,31.1561,31.221,31.3203,31.5121,31.5873,31.5628,30.8845,30.7648,31.0611,31.6388,31.0295
Oxsm,Q9D404,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",-0.561929,0.73622,nonsig,23.4541,23.8673,24.6971,24.8296,24.1893,23.955,25.009,24.9588,25.7609,24.7985,24.5758,25.2247
Ndufb8,Q9D6J5;F6VCY0;E9Q9J5;Q3V406,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",0.0975423,0.0694693,nonsig,26.3901,24.8535,26.1066,25.6192,26.0439,24.9567,25.7342,26.8536,25.9068,25.2116,25.4496,26.6302
Ndufv2,Q9D6J6,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial",-0.401155,0.320521,nonsig,29.3324,29.6965,29.2451,29.6372,29.6367,27.9542,29.2431,30.3372,29.4996,29.329,29.8244,30.1229
Idh3a,Q9D6R2,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",0.0196428,0.0376031,nonsig,31.1867,31.6688,30.9913,31.0174,30.7792,31.1909,30.6484,30.5719,30.8162,30.9714,30.8842,30.4401
Msra,Q9D6Y7,Mitochondrial peptide methionine sulfoxide reductase,-0.091495,0.256371,nonsig,28.0956,27.0137,27.5818,27.5894,27.7713,27.4937,27.8197,27.4027,27.7462,27.4097,27.8388,27.8586
Armc1,Q9D7A8,Armadillo repeat-containing protein 1,0.443434,0.223491,nonsig,25.539,25.8848,25.762,25.6263,26.0045,23.8,24.6728,25.9219,23.9648,25.5405,25.7773,23.3429
Acad8,Q9D7B6;D3YTT4,"Isobutyryl-CoA dehydrogenase, mitochondrial",-0.080266,0.11722,nonsig,27.6656,27.4867,27.3197,27.4698,27.9535,27.0899,27.7773,27.401,28.0345,27.222,27.6611,27.6252
Echdc3,Q9D7J9,"Enoyl-CoA hydratase domain-containing protein 3, mitochondrial",0.605978,0.801558,nonsig,26.0942,25.2992,26.1051,26.1703,26.0205,25.9816,26.0042,26.3536,25.8248,25.9648,25.7499,24.3965
Chmp5,Q9D7S9,Charged multivesicular body protein 5,-0.685635,0.391169,nonsig,25.0476,24.0189,23.7949,24.2516,23.126,23.6943,24.3871,26.1323,25.1487,25.629,23.8422,25.4623
Ggct,Q9D7X8,Gamma-glutamylcyclotransferase,0.198848,0.528192,nonsig,26.6539,26.2777,26.7506,26.8142,27.2509,27.2698,27.1704,26.5825,26.7234,26.8884,26.8538,27.0125
Ppa1,Q9D819,Inorganic pyrophosphatase,1.25675,0.416688,nonsig,23.2313,27.5228,27.0284,26.9791,26.8008,23.8424,27.0308,27.5339,22.788,26.8829,23.7544,26.7557
Pipox,Q9D826,Peroxisomal sarcosine oxidase,0.495236,0.973168,nonsig,30.3004,30.4354,30.2206,29.7959,30.5065,31.2548,30.8554,30.1311,30.4747,30.1835,29.9985,30.1102
U2af1,Q9D883;G3UW94,Splicing factor U2AF 35 kDa subunit,0.352111,0.173523,nonsig,25.9215,25.4731,25.9526,25.4825,25.8541,25.3998,25.9862,23.8991,25.7745,25.6437,23.0886,25.224
Rpl4,Q9D8E6,60S ribosomal protein L4,0.51029,0.781591,nonsig,29.4243,29.1802,28.7712,28.4055,28.5785,29.2722,28.446,28.0311,27.718,28.6266,27.9467,27.9954
Glod5,Q9D8I3,Glyoxalase domain-containing protein 5,-0.010601,0.0164548,nonsig,26.5021,25.6896,25.9389,26.615,26.7347,26.493,26.1476,26.1226,26.3077,26.0927,26.2937,26.8461
Eef1g,Q9D8N0,Elongation factor 1-gamma,0.0254822,0.0280193,nonsig,29.1383,29.1605,28.8637,28.6476,28.6621,28.6778,28.8131,27.7129,28.7074,28.8001,28.1351,28.1214
Snx5,Q9D8U8,Sorting nexin-5,0.0581579,0.151467,nonsig,26.1248,26.8361,26.4209,26.4929,26.91,26.5963,26.4655,26.5074,26.3744,26.4312,26.5889,26.8521
Psmd12,Q9D8W5;Q3TRH2;B1AT36,26S proteasome non-ATPase regulatory subunit 12,0.35106,0.142299,nonsig,25.8401,25.4409,23.5818,23.0385,26.4232,26.2009,26.4083,23.9583,25.9834,25.846,23.2757,26.4813
Sult1c2,Q9D939,Sulfotransferase 1C2,-0.691313,2.58077,nonsig,28.5041,28.5868,28.724,27.9962,28.2543,28.0338,28.3264,28.0503,29.1266,28.9838,28.7088,28.6107
Gatm,Q9D964,"Glycine amidinotransferase, mitochondrial",0.339857,0.57015,nonsig,32.5567,32.3288,32.4108,32.0365,31.5963,31.913,31.0454,32.0473,31.4296,31.4433,31.5564,30.8134
Phpt1,Q9DAK9,14 kDa phosphohistidine phosphatase,-0.301503,0.23398,nonsig,25.2341,25.6759,25.3249,25.4068,24.1472,24.698,25.5565,24.7702,25.3702,25.7569,25.4273,23.8235
Gng12,Q9DAS9,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,0.109538,0.122467,nonsig,26.2455,25.9969,25.9405,25.8419,25.5283,25.6406,25.563,25.5564,25.8934,25.6877,24.4703,25.7987
Cnn3,Q9DAW9,Calponin-3,-0.814651,2.37818,nonsig,26.6919,26.5698,26.8822,26.7153,26.3369,26.5075,26.169,26.1437,26.7949,26.8757,27.275,27.4702
Mrpl12,Q9DB15,"39S ribosomal protein L12, mitochondrial",-0.0803614,0.129276,nonsig,29.2332,28.7054,28.6074,29.1861,29.1923,28.7995,28.899,29.5065,29.1878,29.5028,28.7052,29.323
Atp5o,Q9DB20,"ATP synthase subunit O, mitochondrial",0.27221,1.03147,nonsig,31.3175,31.8028,30.7251,31.3188,31.0171,31.2194,31.1522,30.8046,30.965,30.8549,30.7927,30.492
Iah1,Q9DB29,Isoamyl acetate-hydrolyzing esterase 1 homolog,-0.30252,0.313568,nonsig,29.0598,28.2909,29.4529,28.6452,28.1307,29.1985,27.8891,29.3667,28.7246,29.0183,29.3876,28.6645
Uqcrc2,Q9DB77,"Cytochrome b-c1 complex subunit 2, mitochondrial",0.284124,1.23449,nonsig,31.2496,31.057,30.6417,30.8005,31.0659,30.9143,30.7334,30.9173,30.7466,30.7101,30.3218,30.7159
Csad,Q9DBE0,Cysteine sulfinic acid decarboxylase,-0.264266,0.344016,nonsig,29.1121,27.6956,28.8155,29.0063,28.2955,28.4265,28.4168,29.5553,28.6103,28.9806,29.3087,28.8515
Aldh7a1,Q9DBF1;G3UYR8,Alpha-aminoadipic semialdehyde dehydrogenase,0.00960302,0.0372991,nonsig,30.5644,30.5907,30.3971,30.3724,30.5854,30.8,30.5103,30.7359,30.8098,30.5827,30.6594,30.5412
Ap2b1,Q9DBG3;H3BIY9;H3BKM0,AP-2 complex subunit beta,-0.346865,1.0251,nonsig,26.883,26.7872,27.0234,27.216,26.734,26.4798,26.8173,26.4323,26.5695,26.9608,27.0439,27.2767
Pgam1,Q9DBJ1,Phosphoglycerate mutase 1,0.264258,0.704989,nonsig,31.4777,31.4574,31.5375,31.2751,31.0871,31.7102,31.1216,31.0856,31.2179,30.9906,30.7357,31.0033
Acot12,Q9DBK0,Acyl-coenzyme A thioesterase 12,0.430485,1.98535,nonsig,26.5102,25.786,26.9741,26.9372,27.3918,27.7428,27.635,27.3229,26.9811,27.2157,26.9905,27.1833
Acadsb,Q9DBL1;E9Q5L3,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",0.297097,0.20951,nonsig,27.8606,27.1917,27.7206,28.2654,27.9525,28.3487,27.2232,29.554,27.7074,28.0445,28.7296,27.4086
Coasy,Q9DBL7,Bifunctional coenzyme A synthase;Phosphopantetheine adenylyltransferase;Dephospho-CoA kinase,-0.126999,0.201315,nonsig,28.7487,28.5453,28.4001,28.513,29.041,28.8651,29.2086,28.2736,29.1733,28.9787,28.5642,29.1801
Ehhadh,Q9DBM2,"Peroxisomal bifunctional enzyme;Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase;3-hydroxyacyl-CoA dehydrogenase",1.10086,2.51076,sig,32.5248,32.3947,32.6132,32.739,32.8092,33.9162,33.5065,33.3282,32.3021,32.2672,32.2385,32.3488
Cmpk1,Q9DBP5,UMP-CMP kinase,0.110601,0.949912,nonsig,29.4262,28.9975,29.2784,29.6877,29.3364,29.364,29.2799,29.1539,29.1095,29.119,29.1961,29.2672
Ppp1r12a,Q9DBR7,Protein phosphatase 1 regulatory subunit 12A,-0.139773,0.116541,nonsig,24.6622,24.5407,24.6964,24.7389,24.5337,24.2297,24.6265,24.2535,25.1498,25.0676,23.2785,24.7066
Dmgdh,Q9DBT9,"Dimethylglycine dehydrogenase, mitochondrial",-0.0133958,0.0550782,nonsig,28.6112,28.1248,28.4299,28.7962,29.5138,29.4245,29.305,29.2548,29.3748,29.2479,29.5526,29.3763
Susd2,Q9DBX3,Sushi domain-containing protein 2,-0.0228796,0.0190504,nonsig,27.2257,26.3625,25.3589,25.2183,25.6216,25.2399,25.3697,24.9422,25.5078,26.0413,25.4797,24.236
Eif3k,Q9DBZ5,Eukaryotic translation initiation factor 3 subunit K,-0.251927,0.285137,nonsig,25.0863,25.3736,26.3717,25.5707,25.9345,25.4822,25.7018,24.5717,26.1428,25.1067,25.7818,25.6666
Crot,Q9DC50,Peroxisomal carnitine O-octanoyltransferase,1.22649,2.86717,sig,30.1784,29.4206,29.8788,30.1321,30.058,30.9043,30.7313,30.8498,29.2298,29.2656,29.5171,29.625
Ndufa9,Q9DC69,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",0.1441,0.968129,nonsig,30.3111,30.1408,29.7419,30.0741,30.3297,30.0909,30.1563,30.2273,30.0048,29.987,30.226,30.0101
Ndufs7,Q9DC70,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial",0.370084,0.584423,nonsig,27.792,27.5639,28.0961,27.7932,27.4387,27.9044,27.212,28.1808,27.207,27.1195,27.9069,27.0221
Pycrl,Q9DCC4,Pyrroline-5-carboxylate reductase 3,-0.0693345,0.0799035,nonsig,26.3449,25.3377,25.9225,25.5395,25.9499,25.9081,26.0074,25.8319,26.8547,25.9872,25.7268,25.406
Pgd,Q9DCD0,"6-phosphogluconate dehydrogenase, decarboxylating",-0.0640731,0.098692,nonsig,28.8339,29.9156,29.5655,29.2219,29.4305,29.8905,29.4592,28.9657,29.4088,29.2418,29.9147,29.4369
Eif3f,Q9DCH4,Eukaryotic translation initiation factor 3 subunit F,0.280919,1.20463,nonsig,26.8784,27.2193,27.0857,27.2181,27.4972,27.1802,27.2402,27.6271,26.9625,27.1306,27.2625,27.0655
Ndufa8,Q9DCJ5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,0.11632,0.0502693,nonsig,28.5905,27.0122,28.0089,27.5706,27.1415,25.2127,27.4762,28.9927,26.863,26.7347,26.9857,27.7745
Npl,Q9DCJ9,N-acetylneuraminate lyase,0.231966,0.136383,nonsig,26.1115,23.6573,26.4481,25.5809,25.9863,26.0946,25.7395,25.4794,23.7555,25.8704,26.5459,26.2002
Paics,Q9DCL9,Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase,-0.116041,0.664583,nonsig,28.901,28.1061,29.0029,29.3362,28.7208,28.8114,28.8164,28.7054,28.8241,28.9965,28.6818,29.0158
Ethe1,Q9DCM0,"Protein ETHE1, mitochondrial",-0.40604,0.941521,nonsig,29.1375,29.6093,29.3268,29.2029,29.369,29.6871,29.1215,29.4897,30.132,30.1538,29.4655,29.5402
Gstk1,Q9DCM2,Glutathione S-transferase kappa 1,0.504512,1.47911,nonsig,27.6589,27.1932,27.9918,27.7652,28.5838,28.1788,27.8923,27.962,27.7771,27.3921,27.6113,27.8184
Nudt12,Q9DCN1,Peroxisomal NADH pyrophosphatase NUDT12,0.124365,0.311103,nonsig,25.714,24.8881,25.5462,26.0557,25.6926,26.0467,26.0634,26.1671,25.5427,25.7655,26.0337,26.1304
Cyb5r3,Q9DCN2;F2Z456;F2Z3V0,NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form,0.214443,0.477032,nonsig,26.6455,26.964,26.9605,26.9984,27.16,27.269,27.5757,28.0158,27.3823,27.1996,27.1464,27.4345
0610011F06Rik,Q9DCS2;E9Q5B2;G5E8X1;E9Q7K5;D3YZM4,UPF0585 protein C16orf13 homolog,0.333249,0.720521,nonsig,28.7798,28.049,29.029,28.492,28.4197,28.9536,29.112,28.832,28.1803,28.4329,28.3916,28.9795
Mecr,Q9DCS3;A2A845,"Trans-2-enoyl-CoA reductase, mitochondrial",0.162095,0.421853,nonsig,27.5712,27.8868,27.3147,27.5607,27.9676,28.2666,27.53,27.8494,27.5896,27.926,27.8052,27.6444
Ndufb10,Q9DCS9;D3YUK4,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10,0.207642,0.701556,nonsig,27.6684,27.2266,27.0443,27.6923,27.725,27.726,27.5148,27.943,27.5447,27.3223,27.3797,27.8315
Ndufs3,Q9DCT2,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial",0.0355763,0.0455936,nonsig,29.9242,29.8312,29.6543,29.4246,29.4477,28.5467,29.3056,29.6324,28.9864,28.9542,29.4005,29.4489
Crip2,Q9DCT8,Cysteine-rich protein 2,-0.842892,0.432903,nonsig,26.1604,25.1152,25.6193,26.3693,22.8486,24.9746,24.4461,26.2167,25.0167,24.4535,25.5178,26.8696
Rmdn1,Q9DCV4,Regulator of microtubule dynamics protein 1,0.658329,0.714828,nonsig,25.4182,25.2021,25.2508,24.4302,25.7171,25.4343,25.5235,25.2074,23.5113,25.2565,25.1246,25.3566
Etfb,Q9DCW4,Electron transfer flavoprotein subunit beta,0.0351806,0.135587,nonsig,31.6642,32.0175,31.6628,31.6641,31.7715,32.0237,31.726,31.8907,31.9541,31.6259,31.7961,31.8951
Keg1,Q9DCY0;D3Z4V9;D3Z1F5,Glycine N-acyltransferase-like protein Keg1,0.522544,1.24349,nonsig,32.5284,32.4112,32.3128,31.7224,32.4275,32.9683,32.3584,32.6716,32.5314,32.1807,31.7526,31.8709
Gmpr,Q9DCZ1;F6VY18,GMP reductase 1,-0.0539761,0.0692152,nonsig,25.9257,26.3552,26.6284,26.6763,26.2451,27.3151,26.5782,27.1293,26.6596,26.6882,27.2176,26.9181
Mettl7b,Q9DD20,Methyltransferase-like protein 7B,-0.112727,0.0869966,nonsig,24.9527,25.0588,24.3506,24.55,24.5401,24.9242,23.5865,24.1489,24.3334,23.5928,25.4053,24.3191
Sacm1l,Q9EP69,Phosphatidylinositide phosphatase SAC1,-0.15237,0.0895014,nonsig,25.4828,25.0152,24.3434,22.9656,25.169,24.1729,25.5157,23.6772,25.1388,24.9759,23.4905,25.5391
Lactb,Q9EP89,"Serine beta-lactamase-like protein LACTB, mitochondrial",-0.154033,0.097005,nonsig,25.133,25.5221,25.5657,25.2902,25.0866,23.9706,26.075,26.4368,25.6051,25.1419,25.4419,25.9963
Acox3,Q9EPL9;Q8C178;E9Q296,Peroxisomal acyl-coenzyme A oxidase 3;Acyl-coenzyme A oxidase,0.978037,2.39063,sig,28.9084,28.5504,29.1999,29.3684,29.8515,30.7138,30.5277,30.0066,29.1722,29.323,29.2121,29.4802
Hsd17b11,Q9EQ06,Estradiol 17-beta-dehydrogenase 11,-0.0144634,0.0057928,nonsig,24.6995,25.1287,26.3473,25.2162,23.9475,23.4318,26.4801,26.0825,25.7269,24.2209,24.6311,25.4208
Aldh6a1,Q9EQ20,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",0.147127,0.318436,nonsig,32.8841,32.663,32.4165,32.4887,33.091,33.0393,33.1021,32.9646,33.2636,32.9409,32.3593,33.0448
Vps35,Q9EQH3,Vacuolar protein sorting-associated protein 35,-0.0693831,0.174838,nonsig,28.0692,28.2362,28.5894,28.0565,28.1378,28.146,28.454,28.1958,28.3164,27.9553,28.325,28.6144
Ehd4,Q9EQP2,EH domain-containing protein 4,-0.142964,0.428708,nonsig,26.6486,26.8379,27.0721,27.3541,27.325,27.2576,27.2219,27.1473,27.2677,27.0589,27.4632,27.734
Lima1,Q9ERG0,LIM domain and actin-binding protein 1,-0.630502,0.774624,nonsig,24.3624,24.3036,23.4862,24.2742,24.7974,24.3422,24.2625,24.1913,25.1165,24.4335,26.0658,24.4995
Scamp2,Q9ERN0,Secretory carrier-associated membrane protein 2,0.74224,0.738853,nonsig,25.6344,24.9078,24.9852,25.2706,25.104,23.8772,25.1129,24.7684,24.9361,23.7116,24.1949,23.0509
Ndufa13,Q9ERS2,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13,-0.127818,0.0294632,nonsig,27.8124,28.0402,27.1129,27.8147,27.7398,23.1802,28.085,27.1942,27.5794,27.7849,23.799,27.5471
Ppp1r1a,Q9ERT9,Protein phosphatase 1 regulatory subunit 1A,-0.320556,0.401895,nonsig,26.9126,26.8203,26.6299,27.3567,26.4286,25.9507,26.405,27.2385,26.5654,26.3255,27.1413,27.2729
Tmem27,Q9ESG4,Collectrin,-0.992094,0.443124,nonsig,28.7417,28.3982,29.0207,26.5547,28.4224,24.6211,28.4285,28.8277,29.0331,28.4751,28.4734,28.2865
Anp32b,Q9EST5,Acidic leucine-rich nuclear phosphoprotein 32 family member B,-0.466295,0.217096,nonsig,24.1022,23.2156,26.2834,25.8704,25.2132,24.9203,23.7051,26.103,26.5617,23.4073,26.0803,25.7574
Pygl,Q9ET01;Q3UEJ6,"Glycogen phosphorylase, liver form;Phosphorylase",-0.128258,0.372342,nonsig,22.8487,25.0667,23.2662,24.6412,24.1462,24.0432,23.8227,24.4273,24.2411,24.4487,24.052,24.2107
Dpp7,Q9ET22,Dipeptidyl peptidase 2,0.403489,0.222421,nonsig,26.3477,26.0766,25.4889,23.6846,25.703,26.3341,25.5102,24.0085,25.5359,24.8749,23.5352,25.9957
Palld;Mypn,Q9ET54;Q5DTJ9,Palladin;Myopalladin,-0.077467,0.102659,nonsig,24.2867,23.6214,24.7156,24.5079,23.9698,24.0822,23.4012,24.3125,24.1777,24.4667,23.5367,23.8944
Ivd,Q9JHI5,"Isovaleryl-CoA dehydrogenase, mitochondrial",0.0249977,0.0864486,nonsig,31.4809,31.7327,31.5016,31.088,31.8451,32.0039,32.0003,31.8443,32.0138,31.9724,31.9914,31.6161
Tmod3,Q9JHJ0,Tropomodulin-3,-0.47011,1.2465,nonsig,26.8709,26.6925,26.3941,26.7535,26.4586,26.019,26.6398,26.348,26.4205,27.0857,27.0316,26.8081
Dync1h1,Q9JHU4,Cytoplasmic dynein 1 heavy chain 1,0.0302768,0.0685333,nonsig,29.7889,29.754,29.7666,30.0702,29.9183,29.7033,29.9043,29.8401,29.7844,29.7314,29.5065,30.2226
Nit2,Q9JHW2,Omega-amidase NIT2,-0.0841618,0.253626,nonsig,28.8945,28.714,28.6143,28.6628,28.6106,28.5468,28.3193,28.6282,28.657,28.5329,28.3509,28.9009
Copb1,Q9JIF7,Coatomer subunit beta,0.00435591,0.0112462,nonsig,27.8156,27.6652,28.052,28.0135,27.9318,27.912,27.7883,27.6477,27.7931,27.7603,27.5845,28.1246
Akr1a1,Q9JII6;B1AXW3,Alcohol dehydrogenase [NADP(+)],-0.12308,0.551528,nonsig,33.8846,33.7519,33.8349,33.6138,33.5789,33.8757,33.6693,33.668,33.9542,33.9153,33.8289,33.5859
Pdzk1,Q9JIL4,Na(+)/H(+) exchange regulatory cofactor NHE-RF3,0.352433,1.0352,nonsig,31.2308,30.1636,30.7189,30.4849,30.6581,30.8192,30.6669,30.6758,30.6104,30.2109,29.9331,30.6558
Rpl38,Q9JJI8,60S ribosomal protein L38,-0.0155988,0.0149542,nonsig,26.528,25.3839,26.3825,26.3796,26.2756,24.9833,25.9963,25.4272,25.7248,25.11,26.0276,25.8823
Uchl3;Uchl4,Q9JKB1;P58321,Ubiquitin carboxyl-terminal hydrolase isozyme L3;Ubiquitin carboxyl-terminal hydrolase isozyme L4,-0.163996,0.0602998,nonsig,26.6122,25.4553,26.0061,26.9786,23.2321,26.3933,26.2555,26.7526,26.3467,26.2496,24.2894,26.4039
Iqgap1,Q9JKF1,Ras GTPase-activating-like protein IQGAP1,-1.13534,1.04598,nonsig,22.7735,22.5784,25.4507,25.4017,25.2854,22.9258,24.4413,25.2806,25.5694,25.4931,25.5443,25.8677
Hyou1,Q9JKR6,Hypoxia up-regulated protein 1,0.461809,1.21594,nonsig,26.4159,27.27,27.4552,27.705,27.0631,27.5819,27.4149,27.7596,26.7003,26.8333,27.2677,27.171
