Protein IDs,Frontal Cortex Young 1,Frontal Cortex Young 2,Frontal Cortex Young 3,Frontal Cortex Young 4,Frontal Cortex Old 1,Frontal Cortex Old 2,Frontal Cortex Old 3,Frontal Cortex Old 4,T-test Significant,T-test p value (-log10),T-test Difference,Identified Peptides,Razor and Unique Peptides,Unique Peptides,Sequence Coverage [%],PEP,Mol. Weight [kDa],Chromosome,Strand,Position,Gene Names,Uniprot,Protein Names
IPI00229349;IPI00330864;IPI00130961;IPI00230466;IPI00649603,0.2,0.27,0.13,-0.23,0.02,-0.05,0.08,0.23,,0.06,-0.02,3,3,3,10.9,4.20E-13,59.146,7,-,137535040,Ate1;Ate1-4;Ate1-3,Q8CFP7;Q4FCQ6;Q80YP1;Q9Z2A5-1;Q9Z2A5;Q9Z2A5-2;Q3UUL7;Q4FCQ7;Q8BP95,Arginyltransferase 1;Putative uncharacterized protein;Arginine tRNA protein transferase;Ate1 protein;Arginyl-tRNA--protein transferase 1;Arginine-tRNA--protein transferase 1
IPI00331556,0.03,0.09,0.07,0.06,0.07,0.04,0.05,0.08,,0.06,0,48,48,46,65.8,0.00E+00,94.132,11,-,53075074,Hspa4;Apg2;Hsp110;RP23-337J7.3-001;mCG_113604;mKIAA4025,Q61316;Q3U2G2;Q571M2;Q8C6R3;Q99L75,"Heat shock 70 kDa protein 4;Heat shock 70-related protein APG-2;Heat shock protein 4;Putative uncharacterized protein;Heat shock protein 4, isoform CRA_a;MKIAA4025 protein"
IPI00321718;IPI00880977;IPI00651865;IPI00880826,0.03,-0.05,0.04,-0.03,0.02,0.01,-0.04,-0.02,,0.06,0,9,9,9,46.2,2.66E-211,33.296,6,+,124662340,Phb2;Bap;Bcap37;Rea,O35129;Q3V235,Prohibitin-2;B-cell receptor-associated protein BAP37;Repressor of estrogen receptor activity;Putative uncharacterized protein;Prohibitin 2
IPI00453924;IPI00849813,,-0.15,-0.13,-0.16,-0.41,-0.11,-0.24,0.1,,0.06,-0.02,2,2,2,16.5,3.14E-04,11.078,15,+,5066657,Rpl37,Q9D823,60S ribosomal protein L37
IPI00133270,-0.3,0.02,-0.12,-0.13,-0.12,-0.33,-0.25,0.09,,0.06,-0.02,3,3,3,15.1,4.25E-52,29.8,17,+,57129748,Clpp,O88696;Q3UGW4;Q8CF81,"Putative ATP-dependent Clp protease proteolytic subunit, mitochondrial;Endopeptidase Clp;ATP-dependent Clp protease proteolytic subunit"
IPI00406756,0.09,0.19,0.02,0.05,,0.2,0.11,-0.01,,0.06,0.01,4,4,4,8,1.95E-08,55.496,3,+,130320493,Agxt2l1,Q8BWU8,Alanine--glyoxylate aminotransferase 2-like 1
IPI00308324;IPI00271835,-0.01,,0.22,0.02,0.09,-0.09,,0.17,,0.06,-0.02,31,1,1,56.1,1.32E-249,68.6,9,+,51856376,Rdx,P26043;Q05CE6;Q7TSG6;Q8C2N4,Radixin;ESP10;Rdx protein;Putative uncharacterized protein
IPI00380355;IPI00380356;IPI00380357,-0.01,0.07,0.06,0.02,-0.02,0.21,0.03,-0.03,,0.06,0.01,8,7,7,12,1.51E-48,83.097,5,-,123237740,Anapc5;MNCb-2778,Q8BTZ4-1;Q8BTZ4;Q3TGH0;Q3THU3;Q3TWF7;Q3TXL9;Q3U981;Q8BTZ4-2;Q3U5Y4;Q3UFC2,Anaphase-promoting complex subunit 5;Cyclosome subunit 5;Putative uncharacterized protein
IPI00915517;IPI00831676;IPI00113271;IPI00808203;IPI00831354,0.06,-0.06,0.01,0.06,0.17,,0.02,-0.09,,0.06,0.01,20,20,19,13.9,9.01E-231,237.91,6,+,83958584,Dysf;Fer1l1,Q9ESD7-1;Q9ESD7;Q9ESD7-2;A0FLF1;Q9ESD7-3;Q7TQI2,Dysferlin;Dystrophy-associated fer-1-like protein;Fer-1-like protein 1;Dysferlin variant a;Dysf protein
IPI00758248;IPI00830728;IPI00830347,0.3,0.07,-0.08,0.11,0.02,0.25,0.14,-0.07,,0.06,-0.02,9,8,8,7.3,8.17E-83,162.83,X,+,148578815,Iqsec2;Kiaa0522;IQArfGEF,Q5DU25;A4GZ26,IQ motif and SEC7 domain-containing protein 2;ARF6 guanine nucleotide exchange factor IQArfGEF
IPI00849818;IPI00848693,0,-0.15,-0.25,-0.06,-0.14,-0.12,-0.04,-0.22,,0.06,-0.01,12,12,12,6.7,2.47E-26,413.98,6,+,40578830,Mgam,B5THE2;Q6XK23;Q6XK24,Maltase-glucoamylase;Soluble maltase-glucoamylase;Membrane-bound maltase-glucoamylase
IPI00227669;IPI00277549;IPI00416572,0.04,0.13,0.12,,,0.02,0.19,0.12,,0.06,0.01,7,7,7,5.9,3.15E-26,121.19,12,-,70412531,Sdccag1,Q8CCP0-1;Q8CCP0;Q3TAS9;Q3UF46;Q8CCP0-2,Serologically defined colon cancer antigen 1 homolog;Putative uncharacterized protein
IPI00378063;IPI00119689,0.08,-0.12,-0.16,-0.04,-0.02,0.02,0.04,-0.23,,0.06,0.01,36,36,19,46.3,0.00E+00,105.72,11,+,83116199,Ap2b1;Clapb1;RP23-381B19.6-001;RP23-381B19.6-002,Q9DBG3-2;Q9DBG3;Q5SWR1;Q9DBG3-1;Q5SWR0,"AP-2 complex subunit beta-1;Adapter-related protein complex 2 beta-1 subunit;Beta2-adaptin;Beta-adaptin;Plasma membrane adaptor HA2/AP2 adaptin beta subunit;Clathrin assembly protein complex 2 beta large chain;AP105B;Adaptor-related protein complex 2, beta 1 subunit;Putative uncharacterized protein"
IPI00312172,-0.17,0.12,-0.15,-0.24,-0.11,-0.14,-0.18,0.04,,0.06,0.02,5,5,3,9.4,2.97E-49,48.906,8,+,109555226,Vps4a,Q8VEJ9;Q3TDX2;Q9CTW3,Vacuolar protein sorting-associated protein 4A;Putative uncharacterized protein
IPI00108960,0.09,-0.3,-0.19,0,0,0.07,0.03,-0.41,,0.06,0.02,4,4,4,11.1,1.60E-57,51.878,17,+,25953360,Fbxl16;mCG_17674,A2RT62;B2RPY3,F-box/LRR-repeat protein 16;F-box and leucine-rich repeat protein 16;MCG17674
IPI00896672;IPI00320690;IPI00116381,-0.27,0.09,0.19,0.11,0.09,-0.18,-0.31,0.39,,0.06,-0.03,8,8,8,11.8,2.44E-47,116.97,13,+,34967398,Prpf4b;mCG_22253;Cbp143;Prp4h;Prp4k;Prp4m;Prpk,B2RUN6;C7G3P2;Q8BPG8;Q8C5G1;Q61136,"PRP4 pre-mRNA processing factor 4 homolog B (Yeast);PRP4 pre-mRNA processing factor 4 homolog B (Yeast), isoform CRA_b;Putative uncharacterized protein;Serine/threonine-protein kinase PRP4 homolog;PRP4 pre-mRNA-processing factor 4 homolog;Pre-mRNA protein kinase"
IPI00459442,0.14,-0.06,-0.09,0.02,-0.03,0.13,0.09,-0.25,,0.06,-0.02,5,2,2,31.7,9.09E-57,23.557,12,-,73313276,Rtn1;RP23-450G14.1-003,A3QM89;Q05CD8;Q7M6W1,Reticulon 1;Rtn1 protein;RTN1-C
IPI00751399;IPI00467362,-0.08,0.03,,-0.05,-0.21,-0.09,-0.14,0.23,,0.06,-0.02,5,5,5,16.8,4.30E-59,54.812,16,+,32332343,Ubxn7;AI196514;Ubxd7;Kiaa0794,Q3UGV7;Q6P5G6,Putative uncharacterized protein;UBX domain-containing protein 7
IPI00331064,0.06,-0.34,-0.28,-0.08,-0.15,-0.06,-0.12,-0.4,,0.06,-0.02,10,10,10,4.8,5.78E-102,257.2,1,-,156239649,Cacna1e;Cach6;Cacnl1a6;Cchra1,Q61290;B2RWX7,"Voltage-dependent R-type calcium channel subunit alpha-1E;Voltage-gated calcium channel subunit alpha Cav2.3;Calcium channel, L type, alpha-1 polypeptide, isoform 6;Brain calcium channel II;Calcium channel, voltage-dependent, R type, alpha 1E subunit"
IPI00118795;IPI00753421;IPI00274750,0.19,0.03,0.03,0.08,0.05,0.14,0.16,0,,0.06,0.01,8,8,8,31.7,9.52E-261,41.215,8,-,97971879,Csnk2a2,O54833;Q545V8;Q8BPF9;Q8CDH5;Q8CEL6,Casein kinase II subunit alpha';Putative uncharacterized protein
IPI00162781;IPI00880335;IPI00880903,-0.19,0.17,0.06,-0.02,-0.19,0.05,0.1,0.13,,0.06,0.02,23,23,14,46.2,8.92E-189,58.951,3,-,107467424,Ahcyl1;Irbit,Q80SW1,"Putative adenosylhomocysteinase 2;S-adenosyl-L-homocysteine hydrolase 2;S-adenosylhomocysteine hydrolase-like protein 1;IP3R-binding protein released with inositol 1,4,5-trisphosphate"
IPI00224210;IPI00648640,-0.09,0.01,0.08,0.14,0.02,0,0,0.16,,0.06,0.01,3,3,3,52.4,1.98E-11,9.7681,11,-,53241424,Uqcrq,Q9CQ69,Cytochrome b-c1 complex subunit 8;Ubiquinol-cytochrome c reductase complex ubiquinone-binding protein QP-C;Ubiquinol-cytochrome c reductase complex 9.5 kDa protein;Complex III subunit VIII;Complex III subunit 8
IPI00136703,-0.1,0.29,0.28,0.09,-0.09,0.14,0.1,0.33,,0.06,-0.02,16,15,15,84.3,0.00E+00,42.713,12,-,112907573,Ckb;Ckbb,Q04447,Creatine kinase B-type;Creatine kinase B chain;B-CK
IPI00884486;IPI00310914;IPI00115701,,0,-0.09,-0.21,,-0.15,-0.05,-0.06,,0.06,0.01,9,8,8,13.8,1.09E-156,108.34,9,+,108250199,Usp4;mKIAA4155;mCG_13020;Unp,Q3TEX8;Q5DTK8;Q6NXV6;Q8BTL9;Q3TPN5;Q3TQZ9;Q921M8;P35123,Ubiquitin carboxyl-terminal hydrolase;MKIAA4155 protein;Putative uncharacterized protein;Ubiquitin carboxyl-terminal hydrolase 4;Ubiquitin thioesterase 4;Ubiquitin-specific-processing protease 4;Deubiquitinating enzyme 4;Ubiquitous nuclear protein
IPI00169463,0.02,0.04,0.06,0.01,0.05,0.02,0.01,0.04,,0.06,0,12,12,1,61.8,0.00E+00,49.83,2,-,25077684,Tubb2c;Tubb2c1,P68372;Q9CVR0;Q9DCR1,Tubulin beta-2C chain;Putative uncharacterized protein
IPI00265467;IPI00653348;IPI00928394,0.37,-0.07,-0.16,0.08,-0.07,0.38,0.43,-0.36,,0.06,0.04,7,6,6,21.4,1.69E-81,54.53,12,+,83717912,Rgs6;RP23-143E1.1-001,Q9Z2H2;Q8BRK0;Q3UTM5;B1B1E4,Regulator of G-protein signaling 6;Putative uncharacterized protein
IPI00881776,-0.03,0.21,-0.01,,0.17,0.02,0.03,,,0.06,0.02,3,3,1,19.6,1.55E-96,22.028,,,,,,
IPI00330804;IPI00928057;IPI00830977,-0.06,0.08,0.05,-0.01,0.06,-0.05,-0.03,0.11,,0.06,0.01,38,38,25,61.9,0.00E+00,84.787,12,-,111929238,Hsp90aa1;Hsp86;Hsp86-1;Hspca;RP23-60K23.1-001;mCG_14932,P07901;A0PJ91;Q3TJU7;Q3TKA2;Q3TKB9;Q3TKG0;Q3UIF3;Q80Y52;Q8C2A9;Q8C5U3,"Heat shock protein HSP 90-alpha;HSP 86;Tumor-specific transplantation 86 kDa antigen;Hsp90aa1 protein;Putative uncharacterized protein;Heat shock protein 90, alpha (Cytosolic), class A member 1;Heat shock protein 90kDa alpha (Cytosolic), class A member 1;MCG14932, isoform CRA_b"
IPI00116896,-0.13,-0.09,-0.07,-0.06,-0.07,-0.12,-0.11,-0.07,,0.06,0,4,4,4,52.2,3.23E-28,7.7662,MT,+,7766,Mtatp8;Atp8;mt-Atp8;mt-Atp6;ATP8;ATPase 8;ATPase8,P03930;A3R404;Q7JCZ0,ATP synthase protein 8;F-ATPase subunit 8;A6L
IPI00225066;IPI00123164;IPI00474805;IPI00756640,0.02,0.11,0,-0.06,-0.01,0.03,0.01,0.01,,0.06,-0.01,5,5,5,35.8,9.30E-16,12.441,12,-,70283718,Rpl36a;Rpl44;RP23-26D22.2-001;mCG_115063;mCG_1423,P83882;Q5M9P1,"60S ribosomal protein L36a;60S ribosomal protein L44;Putative uncharacterized protein;Ribosomal protein L36A;Ribosomal protein L36a;MCG115063, isoform CRA_a;MCG1423"
IPI00460558;IPI00420931;IPI00460559;IPI00652983;IPI00228623;IPI00653947;IPI00875904;IPI00117183,0.14,-0.08,-0.14,0.05,0.06,0.06,0.05,-0.26,,0.06,-0.02,41,41,28,43.6,6.41E-231,110.64,14,+,28435614,Erc2;Cast1;D14Ertd171e;Kiaa0378,Q6PH08-1;Q6PH08;Q5J8K5;Q5J8K6;Q5J8K7;Q6PH08-3;Q3UHT7;Q5J8K8;Q6PH08-2,ERC protein 2;CAZ-associated structural protein 1;CAST1/ERC2 splicing variant-4;CAST1/ERC2 splicing variant-3;CAST1/ERC2 splicing variant-2;Putative uncharacterized protein;CAST1/ERC2 splicing variant-1
IPI00664176;IPI00457583;IPI00457597;IPI00890253;IPI00467708;REV__IPI00341282,0.12,-0.19,-0.27,-0.02,-0.04,-0.02,-0.01,-0.37,,0.06,-0.02,23,23,12,22.2,2.89E-123,139.02,10,+,90039802,Anks1b,Q8BIZ1-1;Q8BIZ1;Q8BZM2;Q8BIZ1-4;Q8BIZ1-2,Ankyrin repeat and sterile alpha motif domain-containing protein 1B;Amyloid-beta protein intracellular domain-associated protein 1;E2A-PBX1-associated protein;Putative uncharacterized protein
IPI00139994,0.1,0.07,0.18,0.1,,0.3,-0.1,0.08,,0.06,-0.02,2,2,2,5.1,4.68E-07,53.254,7,+,52071458,Nup62,Q63850;Q3TFE2;Q3THR9;Q3U2X1;Q3UDG5;Q3UGJ7;Q5FWJ9,Nuclear pore glycoprotein p62;62 kDa nucleoporin;Putative uncharacterized protein;Nucleoporin 62
IPI00223076;IPI00417150;IPI00417149,-0.18,0.13,0.11,,-0.11,0.05,-0.17,0.23,,0.06,-0.02,3,3,3,5.9,3.90E-31,91.651,2,-,28679719,Gtf3c4;RP23-338O4.3-001;mCG_21782,Q8BMQ2-1;Q8BMQ2;Q8BMQ2-3;Q148Y1;Q3UAY3;Q3UJL1;Q501L4;Q8BMQ2-2,"General transcription factor 3C polypeptide 4;Transcription factor IIIC subunit delta;TF3C-delta;TFIIIC 90 kDa subunit;General transcription factor IIIC, polypeptide 4;Putative uncharacterized protein"
IPI00757312;IPI00515398,0.13,-0.1,-0.07,0.04,0.04,0.05,0.04,-0.18,,0.06,-0.01,96,84,2,58.3,0.00E+00,233.45,11,+,68505417,Myh10;RP23-396M19.2-008;mKIAA3005,Q3UH59;Q61879;Q4KMN4;Q6PB65;Q80T68;Q8BLI1;Q8BLI3;Q8BWI3,"Myosin, heavy polypeptide 10, non-muscle;Putative uncharacterized protein;Myosin-10;Myosin heavy chain 10;Myosin heavy chain, non-muscle IIb;Non-muscle myosin heavy chain IIb;Cellular myosin heavy chain, type B;Non-muscle myosin heavy chain B;Myh10 protein;MKIAA3005 protein"
IPI00649267;IPI00929837;IPI00649259;IPI00648995,0.1,-0.03,0,-0.04,0.02,-0.01,0.06,-0.02,,0.06,0.01,12,12,12,19.2,1.62E-38,86.014,11,+,120328949,Hgs;Hrs;RP23-82I5.13-001;RP23-82I5.13-002;RP23-82I5.13-004,Q99LI8;B1ATZ0;Q3TLL4;B1ATZ1;Q3UMA3;B1ATY9,Hepatocyte growth factor-regulated tyrosine kinase substrate;HGF-regulated tyrosine kinase substrate;Putative uncharacterized protein
IPI00458777;IPI00282748,-0.05,-0.14,0,-0.04,-0.02,0.04,-0.23,0.03,,0.06,0.01,22,1,1,62.5,0.00E+00,52.763,18,+,32536911,Bin1;Amphl;Sh3p9,Q6P1B9;O08539-2;O08539;Q8C5M9,Bin1 protein;Myc box-dependent-interacting protein 1;Bridging integrator 1;Amphiphysin-like protein;SH3 domain-containing protein 9;Putative uncharacterized protein
IPI00153340,0.16,-0.15,-0.33,-0.01,-0.25,0.29,0.15,-0.68,,0.06,-0.04,7,7,7,63.3,3.04E-241,17.585,9,-,57449183,Cplx3,Q8R1B5,Complexin-3;Complexin III
IPI00130409;IPI00229813,0.18,-0.02,0.01,0.65,0.74,-0.07,0.01,0.29,,0.05,0.04,7,7,7,8.8,3.92E-31,106.72,2,+,181336073,Prpf6;RP23-138J20.4-001;mCG_21541,Q91YR7-1;Q91YR7;Q3ULJ7;Q542P0,Pre-mRNA-processing factor 6;U5 snRNP-associated 102 kDa protein;PRP6 homolog;Putative uncharacterized protein;PRP6 pre-mRNA splicing factor 6 homolog (Yeast)
IPI00420725;IPI00621806;IPI00754301;IPI00874363;IPI00230096;IPI00830424;IPI00749647,0.19,-0.15,-0.2,0.03,-0.03,0.2,0.21,-0.41,,0.05,0.03,17,9,9,39.5,0.00E+00,55.347,18,+,61085286,Camk2a;mKIAA0968,Q80TN1;P11798-1;P11798,MKIAA0968 protein;Calcium/calmodulin-dependent protein kinase type II alpha chain
IPI00459353;IPI00849108;IPI00850093;IPI00880241;IPI00849024;IPI00849620;IPI00850607;IPI00468135;IPI00668516,-0.57,0.28,0.23,0.09,-0.1,0.08,-0.12,0.32,,0.05,0.04,3,3,3,75,5.72E-13,7.3184,3,+,146162854,Gng5;Gngt5;mCG_11806,Q80SZ7;Q3UKC8,"Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5;Putative uncharacterized protein;Guanine nucleotide binding protein (G protein), gamma 5 subunit, isoform CRA_a"
IPI00128432;IPI00876276,0.09,-0.4,-0.01,-0.1,-0.09,-0.23,0.13,-0.33,,0.05,-0.02,15,15,15,23.8,8.54E-60,78.117,17,+,85427716,Slc3a1;mCG_15593,O55093;Q91WV7,"NBAT;Putative uncharacterized protein;Solute carrier family 3, member 1"
IPI00116192,-0.38,-0.04,0.02,-0.1,-0.17,-0.26,-0.21,0.06,,0.05,-0.02,10,10,10,69.3,0.00E+00,28.127,19,-,60939995,Prdx3;Aop1;Mer5,P20108;Q8K4K8,"Thioredoxin-dependent peroxide reductase, mitochondrial;Perioredoxin-3;PRX III;Antioxidant protein 1;Protein MER5;Antioxidant protein"
IPI00453792;IPI00895415,-0.04,-0.09,0.39,0.31,0.19,-0.04,0.28,0.23,,0.05,0.02,6,6,6,7.2,1.58E-36,99.229,8,+,113618541,Pdpr;Kiaa1990,Q7TSQ8,"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial"
IPI00323971;IPI00624746,0.09,0.15,-0.11,,-0.03,0.12,0.1,0.03,,0.05,0.01,7,7,7,20.8,5.40E-50,55.814,9,+,108462800,Impdh2;Impdh;mCG_16503,P24547;O89058;Q3U9N8;Q3UAT9;Q3UPJ2,Inosine-5'-monophosphate dehydrogenase 2;IMPDH-II;IMPD 2;Inosine-5'-monophosphate dehydrogenase
IPI00404189,,0.29,0.19,0.1,0.11,0.15,0.02,0.44,,0.05,-0.02,2,2,2,2.7,1.18E-04,100.72,18,-,60845632,Ndst1,Q3UHN9-1;Q3UHN9,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1;Glucosaminyl N-deacetylase/N-sulfotransferase 1;[Heparan sulfate]-glucosamine N-sulfotransferase 1;N-heparan sulfate sulfotransferase 1;Heparan sulfate N-deacetylase 1;Heparan sulfate N-sulfotransferase 1
IPI00127450;IPI00918242;IPI00918881;IPI00918085;IPI00918321;IPI00918957;IPI00918633,-0.11,0.68,0.49,0.17,-0.06,,-0.15,0.94,,0.05,-0.06,3,3,3,4.1,4.81E-14,115.69,9,+,56978564,Man2c1;mCG_141875,Q91W89;Q3ZCX9;Q8BWY6;Q80XU4;Q9CTD5;Q3TBQ3,"Alpha-mannosidase 2C1;Alpha-D-mannoside mannohydrolase;Mannosidase alpha class 2C member 1;Putative uncharacterized protein;Cytosolic alpha-D-mannosidase;Mannosidase, alpha, class 2C, member 1;Man2c1 protein"
IPI00407499;IPI00227445;IPI00856229;IPI00606168;IPI00857129,-0.42,0.07,0.07,-0.13,-0.32,-0.23,-0.23,0.26,,0.05,-0.03,19,19,19,58,0.00E+00,56.451,16,+,8513573,Abat;Gabat,P61922-1;P61922;Q3V1S0;P61922-2;Q3U0M2,"4-aminobutyrate aminotransferase, mitochondrial;Gamma-amino-N-butyrate transaminase;GABA aminotransferase;L-AIBAT;(S)-3-amino-2-methylpropionate transaminase;Putative uncharacterized protein"
IPI00224070;IPI00404970,0.2,0.18,0.07,-0.03,0.03,0.04,0.14,0.17,,0.05,-0.01,13,13,13,34,3.52E-204,54.437,2,+,91490017,Arhgap1;RP23-12H6.1-001,A2AGT9;Q8BQW4;Q5FWK3;Q8C5A0;Q91Z04,Rho GTPase activating protein 1;Putative uncharacterized protein;Rho GTPase-activating protein 1;Rho-type GTPase-activating protein 1;Arhgap1 protein
IPI00119842;IPI00880948,-0.16,-0.07,-0.14,-0.15,-0.13,-0.06,-0.14,-0.17,,0.05,0.01,9,9,9,26.9,0.00E+00,47.874,7,+,138554173,Acadsb,Q9DBL1;Q3V2R9;Q7TMY2,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial;2-methyl branched chain acyl-CoA dehydrogenase;2-methylbutyryl-coenzyme A dehydrogenase;Putative uncharacterized protein;Acyl-Coenzyme A dehydrogenase, short/branched chain"
IPI00551411;IPI00473340;IPI00661059;IPI00761666;IPI00674321;IPI00828324;IPI00874778,0.03,-0.06,-0.08,-0.06,-0.04,0.07,0.02,-0.26,,0.05,-0.01,39,39,38,12.8,4.56E-163,420.08,9,+,67688203,Vps13c;Kiaa3021;Vps13c 3' variant II;Vps13c 3' variant I,Q8BX70-1;Q8BX70;A1ILG8;A1ILH3;Q8BX70-3;Q8BX70-2;A1ILH2,Vacuolar protein sorting-associated protein 13C;Chorein
IPI00929911;IPI00122251,-0.07,-0.28,-0.1,-0.23,-0.1,-0.09,-0.14,-0.3,,0.05,0.01,12,12,11,39.8,2.07E-148,46.04,11,-,94887575,Pdk2;RP23-112C19.5-001;mCG_13652,Q8VC63;Q9JK42,"Pyruvate dehydrogenase kinase, isoenzyme 2;Pyruvate dehydrogenase kinase, isoenzyme 2, isoform CRA_a;[Pyruvate dehydrogenase [lipoamide]] kinase isozyme 2, mitochondrial;Pyruvate dehydrogenase kinase isoform 2"
IPI00154047;IPI00885424,-0.16,0.04,0,-0.04,-0.13,-0.03,-0.1,0.14,,0.05,0.01,15,15,15,53.5,1.09E-284,43.037,1,+,52901892,Hibch,Q8QZS1,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial;3-hydroxyisobutyryl-coenzyme A hydrolase"
IPI00153742,-0.03,-0.06,0,-0.03,-0.03,-0.1,-0.12,0.16,,0.05,0.01,7,7,7,31.2,5.69E-42,24.48,14,+,66456139,Ccdc25;mCG_2509,Q78PG9;A0PK78,Coiled-coil domain-containing protein 25;Coiled-coil domain containing 25
IPI00223216;IPI00762128,0.09,0.22,0.25,0.33,0.17,0.21,0.12,0.42,,0.05,0.01,5,5,5,21.5,4.05E-109,33.466,15,-,78229695,Tst;mCG_13351,P52196;Q545S0,"Thiosulfate sulfurtransferase;Rhodanese;Putative uncharacterized protein;Thiosulfate sulfurtransferase, mitochondrial, isoform CRA_a;Tst protein"
IPI00120716,-0.01,-0.08,-0.11,-0.05,-0.03,-0.05,-0.12,-0.06,,0.05,0,7,7,5,49.7,3.04E-108,37.377,4,+,154865479,Gnb1;RP23-183D11.1-001;mCG_23363,P62874;Q3TQ70;Q3U1B1;Q61621,"Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1;Transducin beta chain 1;Beta1 subnuit of GTP-binding protein;Beta1 subunit of GTP-binding protein;Guanine nucleotide binding protein, beta 1;Putative uncharacterized protein;Guanine nucleotide binding protein, beta 1, isoform CRA_b;G-protein beta subunit"
IPI00132020;IPI00652403,,0.2,0.05,-0.09,0.05,-0.05,0.38,-0.27,,0.05,-0.02,4,4,4,12,4.96E-64,55.026,7,+,100023807,Prcp,Q7TMR0;Q3TLW3;Q9D049,Lysosomal Pro-X carboxypeptidase;Prolylcarboxypeptidase;Proline carboxypeptidase;Putative uncharacterized protein
IPI00114209;IPI00606398;REV__IPI00137018,-0.02,0.22,0.16,0.1,-0.01,0.07,0.05,0.3,,0.05,-0.01,22,22,19,54.3,0.00E+00,61.336,14,+,35124011,Glud1;Glud,P26443;Q3TSQ7,"Glutamate dehydrogenase 1, mitochondrial;Putative uncharacterized protein"
IPI00403536;IPI00338880;IPI00395042;IPI00850384;IPI00395043,0.1,-0.13,-0.11,-0.01,-0.01,0.05,0,-0.23,,0.05,-0.01,28,28,6,29.1,0.00E+00,138.52,12,+,45429971,Nrcam;Kiaa0343,Q810U4-1;Q810U4;Q6QRP1;Q810U4-2;Q6P9Y5;Q810U4-3,Neuronal cell adhesion molecule;NgCAM-related cell adhesion molecule;Neuronal cell adhesion molecule short isoform;Nrcam protein
IPI00136246;IPI00858063,0.07,-0.13,0.01,0.03,0.01,-0.09,0.03,0.06,,0.05,0.01,6,6,6,8.4,2.55E-47,134.94,19,+,4100046,Pitpnm1;Dres9;Mpt1;Nir2;Pitpnm,O35954,"Membrane-associated phosphatidylinositol transfer protein 1;Phosphatidylinositol transfer protein, membrane-associated 1;Mpt-1;Pyk2 N-terminal domain-interacting receptor 2;Drosophila retinal degeneration B homolog 1"
IPI00113738;IPI00355382,0.03,0.26,0.21,0.13,0.15,0.12,0.14,0.26,,0.05,0.01,20,20,20,48.6,0.00E+00,54.357,12,-,110098244,Wars;Wrs,P32921-1;P32921;Q3UDG2;Q4FJZ4;P32921-2;Q3U6U7,"Tryptophanyl-tRNA synthetase, cytoplasmic;Tryptophan--tRNA ligase;Putative uncharacterized protein;Wars protein"
IPI00850133;IPI00929874;IPI00762463;IPI00900458;IPI00652710,-0.01,0.07,0.2,0.04,0.04,-0.12,0.07,0.25,,0.05,-0.01,44,44,44,28.8,4.75E-298,213.42,14,+,79409002,Kiaa0564,Q8CC88-1;Q8CC88;Q8CC88-2,Uncharacterized protein KIAA0564 homolog
IPI00127596,-0.03,0.29,0.29,0.12,-0.13,0.26,0.12,0.34,,0.05,-0.02,24,24,23,81.9,0.00E+00,43.044,7,+,19996443,Ckm;Ckmm;mCG_4878,P07310;A2RTA0;Q9D6U7,"Creatine kinase M-type;Creatine kinase M chain;M-CK;Creatine kinase, muscle;Putative uncharacterized protein"
IPI00420870;IPI00845528,0.14,-0.11,-0.1,-0.05,-0.04,0.08,0.09,-0.2,,0.05,0.01,19,19,19,30.5,2.67E-223,116.95,X,+,98835399,Ogt,Q8CGY8-1;Q8CGY8;Q3TQV0;Q8C676;Q8CGY8-2;Q80XU6,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit;O-linked N-acetylglucosamine transferase 110 kDa subunit;O-GlcNAc transferase subunit p110;Putative uncharacterized protein;Ogt protein
IPI00221754;IPI00461958,-0.07,-0.34,-0.45,-0.24,-0.19,-0.12,-0.17,-0.55,,0.05,0.02,14,14,13,29.6,6.46E-243,63.377,12,+,70994256,Atl1;Gbp3;Spg3a,Q8BH66;Q6PGE9,Atlastin-1;Guanine nucleotide-binding protein 3;GTP-binding protein 3;Atl1 protein
IPI00118986;IPI00461407;IPI00919068,-0.18,-0.08,-0.06,-0.07,-0.11,-0.12,-0.11,-0.02,,0.05,0.01,11,11,11,50.2,3.16E-177,23.363,16,-,91925468,Atp5o;D12Wsu28e,Q9DB20;Q3TF25;Q3THG0,"ATP synthase subunit O, mitochondrial;Oligomycin sensitivity conferral protein;ATP synthase"
IPI00928064;IPI00128363,0.18,-0.12,0.05,0.27,-0.03,0.2,0.14,0,,0.05,-0.01,15,7,7,21.6,7.82E-139,88.402,1,-,186721482,Mark1;Emk3;Kiaa1477,C9K101;Q14DQ3;Q8VHJ5,Mark1 protein;Serine/threonine-protein kinase MARK1;MAP/microtubule affinity-regulating kinase 1;ELKL motif serine/threonine-protein kinase 3
