Accession,Significance,-10lgP,Intensity Young,Intensity Aged,Ratio Young,Ratio Aged,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description
Q9CQR6|PPP6_MOUSE,6.83,112.44,53.31,67.662,1,1.27,11,7,3,TMT6plex,35159,Serine/threonine-protein phosphatase 6 catalytic subunit OS=Mus musculus GN=Ppp6c PE=1 SV=1
Q9D8W5|PSD12_MOUSE,0.93,112.43,24.183,23.179,1,0.96,4,4,2,TMT6plex,52895,26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus GN=Psmd12 PE=1 SV=4
Q9DCT1|AKCL2_MOUSE,3.23,112.38,34.535,31.179,1,0.90,15,6,3,Carbamidomethylation; TMT6plex,34461,1 5-anhydro-D-fructose reductase OS=Mus musculus GN=Akr1e2 PE=1 SV=1
P97492|RGS14_MOUSE,6.51,112.32,6.748,5.26,1,0.78,2,1,1,TMT6plex,59847,Regulator of G-protein signaling 14 OS=Mus musculus GN=Rgs14 PE=1 SV=2
Q60692|PSB6_MOUSE,2.04,112.17,118.074,104.38,1,0.88,29,4,4,TMT6plex,25379,Proteasome subunit beta type-6 OS=Mus musculus GN=Psmb6 PE=1 SV=3
A2A690|TANC2_MOUSE,2.79,111.91,19.477,24.908,1,1.28,1,8,2,TMT6plex,220261,Protein TANC2 OS=Mus musculus GN=Tanc2 PE=1 SV=1
P0C0A3|CHMP6_MOUSE,0.78,111.88,21.327,21.025,1,0.99,14,5,2,Carbamidomethylation; TMT6plex,23416,Charged multivesicular body protein 6 OS=Mus musculus GN=Chmp6 PE=1 SV=2
P27600|GNA12_MOUSE,2.19,111.85,20.992,21.568,1,1.03,4,6,2,TMT6plex,44095,Guanine nucleotide-binding protein subunit alpha-12 OS=Mus musculus GN=Gna12 PE=1 SV=3
Q920N7|SYT12_MOUSE,6.34,111.73,22.556,14.549,1,0.65,6,2,2,TMT6plex,46680,Synaptotagmin-12 OS=Mus musculus GN=Syt12 PE=1 SV=1
Q8BMJ2|SYLC_MOUSE,0.9,111.58,19.557,19.839,1,1.01,1,2,2,TMT6plex,134192,Leucine--tRNA ligase  cytoplasmic OS=Mus musculus GN=Lars PE=1 SV=2
tr|B1AX95|B1AX95_MOUSE,2.64,111.52,118.696,102.314,1,0.86,13,2,2,TMT6plex,23064,Transformation-related protein 63-regulated-like OS=Mus musculus GN=Tprgl PE=1 SV=1
P84244|H33_MOUSE,7.86,111.35,1.53E+03,1.47E+03,1,0.96,33,5,3,Carbamidomethylation; TMT6plex,15328,Histone H3.3 OS=Mus musculus GN=H3f3a PE=1 SV=2
Q8R2Y8|PTH2_MOUSE,1.7,111.26,22.189,20.058,1,0.90,20,2,2,TMT6plex,19527,Peptidyl-tRNA hydrolase 2  mitochondrial OS=Mus musculus GN=Ptrh2 PE=1 SV=1
tr|Q91V55|Q91V55_MOUSE,1.35,111.25,30.069,29.128,1,0.97,12,2,2,Carbamidomethylation; TMT6plex,22876,40S ribosomal protein S5 OS=Mus musculus GN=Rps5 PE=1 SV=1
tr|F6UHS3|F6UHS3_MOUSE,2,111.15,19.142,18.051,1,0.94,14,2,2,TMT6plex,20632,Vesicle transport through interaction with t-SNAREs homolog 1B (Fragment) OS=Mus musculus GN=Vti1b PE=1 SV=1
O88384|VTI1B_MOUSE,2,111.15,19.142,18.051,1,0.94,11,2,2,TMT6plex,26713,Vesicle transport through interaction with t-SNAREs homolog 1B OS=Mus musculus GN=Vti1b PE=1 SV=1
tr|Q91XH6|Q91XH6_MOUSE,2,111.15,19.142,18.051,1,0.94,11,2,2,TMT6plex,26728,Vesicle transport through interaction with t-SNAREs 1B homolog OS=Mus musculus GN=Vti1b PE=1 SV=1
Q9DBR7|MYPT1_MOUSE,1.72,111.14,23.959,21.172,1,0.88,3,3,3,Carbamidomethylation; TMT6plex,114996,Protein phosphatase 1 regulatory subunit 12A OS=Mus musculus GN=Ppp1r12a PE=1 SV=2
Q61191|HCFC1_MOUSE,1.56,111.13,15.521,17.758,1,1.14,1,3,2,TMT6plex,210435,Host cell factor 1 OS=Mus musculus GN=Hcfc1 PE=1 SV=2
tr|B1AUX2|B1AUX2_MOUSE,1.56,111.13,15.521,17.758,1,1.14,1,3,2,TMT6plex,215049,Host cell factor 1 OS=Mus musculus GN=Hcfc1 PE=1 SV=1
P11438|LAMP1_MOUSE,1.71,111.06,16.366,16.923,1,1.03,6,3,2,TMT6plex,43865,Lysosome-associated membrane glycoprotein 1 OS=Mus musculus GN=Lamp1 PE=1 SV=2
O54988|SLK_MOUSE,1.22,111.05,56.373,51.487,1,0.91,5,8,6,Carbamidomethylation; TMT6plex,141457,STE20-like serine/threonine-protein kinase OS=Mus musculus GN=Slk PE=1 SV=2
tr|A2AU61|A2AU61_MOUSE,3.55,111.03,35.397,36.102,1,1.02,23,4,4,TMT6plex,23120,RNA-binding protein Raly (Fragment) OS=Mus musculus GN=Raly PE=1 SV=1
tr|A2AU62|A2AU62_MOUSE,3.55,111.03,35.397,36.102,1,1.02,16,4,4,TMT6plex,31690,RNA-binding protein Raly (Fragment) OS=Mus musculus GN=Raly PE=1 SV=1
Q64012|RALY_MOUSE,3.55,111.03,35.397,36.102,1,1.02,16,4,4,TMT6plex,33188,RNA-binding protein Raly OS=Mus musculus GN=Raly PE=1 SV=3
tr|A2AU60|A2AU60_MOUSE,3.55,111.03,35.397,36.102,1,1.02,35,4,4,TMT6plex,15570,RNA-binding protein Raly (Fragment) OS=Mus musculus GN=Raly PE=1 SV=1
tr|A2AP32|A2AP32_MOUSE,20.27,110.93,88.866,126.094,1,1.42,36,3,3,TMT6plex,11742,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Mus musculus GN=Ndufb6 PE=1 SV=1
Q3UIU2|NDUB6_MOUSE,20.27,110.93,88.866,126.094,1,1.42,27,3,3,TMT6plex,15515,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 6 OS=Mus musculus GN=Ndufb6 PE=1 SV=3
Q9JJU8|SH3L1_MOUSE,3.28,110.82,55.097,46.388,1,0.84,21,3,3,TMT6plex,12811,SH3 domain-binding glutamic acid-rich-like protein OS=Mus musculus GN=Sh3bgrl PE=1 SV=1
Q8BGN8|SYNPR_MOUSE,3.06,110.65,80.651,83.34,1,1.03,14,4,4,Carbamidomethylation; TMT6plex; Deamidation (NQ),29228,Synaptoporin OS=Mus musculus GN=Synpr PE=1 SV=1
tr|H3BIW6|H3BIW6_MOUSE,2.14,110.29,27.469,29.729,1,1.08,3,4,3,TMT6plex; Oxidation (M); Deamidation (NQ),125778,Phosphoinositide phospholipase C OS=Mus musculus GN=Plch2 PE=1 SV=1
tr|F7C3A0|F7C3A0_MOUSE,2.14,110.29,27.469,29.729,1,1.08,3,4,3,TMT6plex; Oxidation (M); Deamidation (NQ),136293,Phosphoinositide phospholipase C OS=Mus musculus GN=Plch2 PE=1 SV=2
tr|D3YWT1|D3YWT1_MOUSE,1.65,110.23,45.717,40.791,1,0.89,12,5,3,TMT6plex,35182,Heterogeneous nuclear ribonucleoprotein H3 OS=Mus musculus GN=Hnrnph3 PE=1 SV=1
tr|D3Z3N4|D3Z3N4_MOUSE,1.65,110.23,45.717,40.791,1,0.89,12,5,3,TMT6plex,36869,Heterogeneous nuclear ribonucleoprotein H3 OS=Mus musculus GN=Hnrnph3 PE=1 SV=1
Q8C729|F126B_MOUSE,2.91,110.2,82.725,93.362,1,1.13,11,6,5,TMT6plex,58587,Protein FAM126B OS=Mus musculus GN=Fam126b PE=1 SV=1
tr|E9PXB9|E9PXB9_MOUSE,0.73,110.13,17.738,16.703,1,0.94,17,1,1,TMT6plex,9230,Mitochondrial import inner membrane translocase subunit Tim22 OS=Mus musculus GN=Timm22 PE=1 SV=1
tr|Z4YN86|Z4YN86_MOUSE,0.73,110.13,17.738,16.703,1,0.94,13,1,1,TMT6plex,12689,Mitochondrial import inner membrane translocase subunit Tim22 (Fragment) OS=Mus musculus GN=Timm22 PE=1 SV=1
Q9CQ85|TIM22_MOUSE,0.73,110.13,17.738,16.703,1,0.94,8,1,1,TMT6plex,20114,Mitochondrial import inner membrane translocase subunit Tim22 OS=Mus musculus GN=Timm22 PE=1 SV=1
P62858|RS28_MOUSE,1.32,110.03,58.989,58.9,1,1.00,30,2,2,TMT6plex,7841,40S ribosomal protein S28 OS=Mus musculus GN=Rps28 PE=1 SV=1
tr|G3UYV7|G3UYV7_MOUSE,1.32,110.03,58.989,58.9,1,1.00,38,2,2,TMT6plex,6344,40S ribosomal protein S28 (Fragment) OS=Mus musculus GN=Rps28 PE=1 SV=1
Q80VD1|FA98B_MOUSE,1.69,109.94,6.253,6.974,1,1.12,3,1,1,TMT6plex,45349,Protein FAM98B OS=Mus musculus GN=Fam98b PE=1 SV=1
Q8BH04|PCKGM_MOUSE,1.15,109.84,51.348,54.021,1,1.05,11,7,6,Carbamidomethylation; TMT6plex; Deamidation (NQ),70528,Phosphoenolpyruvate carboxykinase [GTP]  mitochondrial OS=Mus musculus GN=Pck2 PE=1 SV=1
tr|A0A0R4J0G0|A0A0R4J0G0_MOUSE,1.15,109.84,51.348,54.021,1,1.05,10,7,6,Carbamidomethylation; TMT6plex; Deamidation (NQ),73418,Phosphoenolpyruvate carboxykinase [GTP]  mitochondrial OS=Mus musculus GN=Pck2 PE=1 SV=1
O54734|OST48_MOUSE,0.91,109.67,49.354,52.395,1,1.06,12,5,4,TMT6plex,49028,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus musculus GN=Ddost PE=1 SV=2
Q924M7|MPI_MOUSE,0.93,109.46,60.999,60.278,1,0.99,8,3,3,TMT6plex,46575,Mannose-6-phosphate isomerase OS=Mus musculus GN=Mpi PE=1 SV=1
Q8BHC1|RB39B_MOUSE,2.37,109.29,34.774,32.791,1,0.94,8,4,2,TMT6plex,24636,Ras-related protein Rab-39B OS=Mus musculus GN=Rab39b PE=1 SV=1
tr|F6T1Y2|F6T1Y2_MOUSE,2.52,109.21,36.258,37.333,1,1.03,4,2,2,TMT6plex,69924,Rho GTPase-activating protein 44 (Fragment) OS=Mus musculus GN=Arhgap44 PE=1 SV=1
Q8VH51|RBM39_MOUSE,1.79,109.02,33.004,29.597,1,0.90,4,2,2,TMT6plex,59407,RNA-binding protein 39 OS=Mus musculus GN=Rbm39 PE=1 SV=2
tr|Q3UEE2|Q3UEE2_MOUSE,0.75,108.81,10.241,11.487,1,1.12,2,2,1,TMT6plex,44792,Glutathione synthetase OS=Mus musculus GN=Gss PE=1 SV=1
P51855|GSHB_MOUSE,0.75,108.81,10.241,11.487,1,1.12,2,2,1,TMT6plex,52247,Glutathione synthetase OS=Mus musculus GN=Gss PE=1 SV=1
tr|G3UWE1|G3UWE1_MOUSE,6.58,108.76,130.675,103.735,1,0.79,13,4,4,Carbamidomethylation; TMT6plex,34244,MCG11048  isoform CRA_c OS=Mus musculus GN=Tecr PE=1 SV=1
Q9CY27|TECR_MOUSE,6.58,108.76,130.675,103.735,1,0.79,13,4,4,Carbamidomethylation; TMT6plex,36090,Very-long-chain enoyl-CoA reductase OS=Mus musculus GN=Tecr PE=1 SV=1
tr|Q52L67|Q52L67_MOUSE,6.58,108.76,130.675,103.735,1,0.79,11,4,4,Carbamidomethylation; TMT6plex,41896,Gpsn2 protein OS=Mus musculus GN=Tecr PE=1 SV=1
tr|E9Q616|E9Q616_MOUSE,3.02,108.6,53.725,64.835,1,1.21,1,12,7,TMT6plex,604264,AHNAK nucleoprotein (desmoyokin) OS=Mus musculus GN=Ahnak PE=1 SV=1
Q3TDK6|ROGDI_MOUSE,0.53,108.47,79.04,80.468,1,1.02,14,4,4,TMT6plex,32100,Protein rogdi homolog OS=Mus musculus GN=Rogdi PE=1 SV=2
Q923D2|BLVRB_MOUSE,7.05,108.25,43.229,59.721,1,1.38,17,3,3,TMT6plex,22197,Flavin reductase (NADPH) OS=Mus musculus GN=Blvrb PE=1 SV=3
tr|E9PZC3|E9PZC3_MOUSE,7.05,108.25,43.229,59.721,1,1.38,15,3,3,TMT6plex,26647,Flavin reductase (NADPH) OS=Mus musculus GN=Blvrb PE=1 SV=1
O54724|CAVN1_MOUSE,1.13,108.19,29.128,31.121,1,1.07,11,3,3,TMT6plex,43954,Caveolae-associated protein 1 OS=Mus musculus GN=Cavin1 PE=1 SV=1
Q923Z0|GPC5B_MOUSE,3.4,108.03,10.975,10.725,1,0.98,3,1,1,TMT6plex,45899,G-protein coupled receptor family C group 5 member B OS=Mus musculus GN=Gprc5b PE=1 SV=1
tr|D2DFA9|D2DFA9_MOUSE,3.4,108.03,10.975,10.725,1,0.98,3,1,1,TMT6plex,45983,G protein-coupled receptor family C group 5 member B variant 2 OS=Mus musculus GN=Gprc5b PE=1 SV=1
tr|A0A1L1SQA8|A0A1L1SQA8_MOUSE,0.86,107.91,237.009,223.236,1,0.94,39,5,5,TMT6plex,10309,40S ribosomal protein S25 OS=Mus musculus GN=Rps25 PE=1 SV=1
P62852|RS25_MOUSE,0.86,107.91,237.009,223.236,1,0.94,29,5,5,TMT6plex,13742,40S ribosomal protein S25 OS=Mus musculus GN=Rps25 PE=1 SV=1
O70492|SNX3_MOUSE,0.83,107.77,105.392,113.992,1,1.08,10,5,2,TMT6plex,18757,Sorting nexin-3 OS=Mus musculus GN=Snx3 PE=1 SV=3
tr|Q78ZM0|Q78ZM0_MOUSE,0.83,107.77,105.392,113.992,1,1.08,10,5,2,TMT6plex,18762,Putative uncharacterized protein OS=Mus musculus GN=Snx3 PE=1 SV=1
Q7TNF0|DOC2A_MOUSE,0.99,107.67,14.787,15.355,1,1.04,4,4,2,Carbamidomethylation; TMT6plex,44609,Double C2-like domain-containing protein alpha OS=Mus musculus GN=Doc2a PE=2 SV=1
P70362|UFD1_MOUSE,2.09,107.54,13.974,14.842,1,1.06,8,3,2,TMT6plex,34481,Ubiquitin recognition factor in ER-associated degradation protein 1 OS=Mus musculus GN=Ufd1 PE=1 SV=2
Q99P58|RB27B_MOUSE,9.74,107.32,8.741,19.751,1,2.26,6,3,1,TMT6plex,24560,Ras-related protein Rab-27B OS=Mus musculus GN=Rab27b PE=1 SV=3
tr|E9Q6R7|E9Q6R7_MOUSE,5.18,107.31,62.61,50.021,1,0.80,1,13,4,TMT6plex; Deamidation (NQ),392707,Utrophin OS=Mus musculus GN=Utrn PE=1 SV=1
Q6Y685|TACC1_MOUSE,2.1,107.16,49.609,42.315,1,0.85,3,4,3,TMT6plex,83952,Transforming acidic coiled-coil-containing protein 1 OS=Mus musculus GN=Tacc1 PE=1 SV=1
E9Q557|DESP_MOUSE,1.99,107.09,6.556,6.418,1,0.98,0,14,1,TMT6plex; Oxidation (M),332913,Desmoplakin OS=Mus musculus GN=Dsp PE=1 SV=1
P35285|RB22A_MOUSE,2.1,107.08,9.316,7.37,1,0.79,11,5,1,TMT6plex,21802,Ras-related protein Rab-22A OS=Mus musculus GN=Rab22a PE=1 SV=2
Q9D020|5NT3A_MOUSE,1.19,106.97,7.992,7.048,1,0.88,3,3,1,TMT6plex,37252,Cytosolic 5'-nucleotidase 3A OS=Mus musculus GN=Nt5c3a PE=1 SV=4
P17809|GTR1_MOUSE,0.41,106.9,87.287,88.468,1,1.01,4,4,2,TMT6plex,53985,Solute carrier family 2  facilitated glucose transporter member 1 OS=Mus musculus GN=Slc2a1 PE=1 SV=4
tr|F2Z3U3|F2Z3U3_MOUSE,3.52,106.87,5.886,5.084,1,0.86,2,1,1,TMT6plex,136739,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 OS=Mus musculus GN=Raph1 PE=1 SV=2
tr|E9PU87|E9PU87_MOUSE,4.7,106.82,38.108,32.278,1,0.85,3,4,3,TMT6plex,150659,Serine/threonine-protein kinase SIK3 OS=Mus musculus GN=Sik3 PE=1 SV=1
Q8K0D5|EFGM_MOUSE,2.24,106.57,19.413,23.795,1,1.23,2,2,2,TMT6plex,83550,Elongation factor G  mitochondrial OS=Mus musculus GN=Gfm1 PE=1 SV=1
O09114|PTGDS_MOUSE,1.48,106.35,91.307,86.373,1,0.95,17,4,3,Carbamidomethylation; TMT6plex,21066,Prostaglandin-H2 D-isomerase OS=Mus musculus GN=Ptgds PE=1 SV=1
P43406|ITAV_MOUSE,1.12,106.3,35.604,35.882,1,1.01,4,7,5,TMT6plex,115360,Integrin alpha-V OS=Mus musculus GN=Itgav PE=1 SV=2
Q9JK42|PDK2_MOUSE,5.84,106.27,44.648,49.391,1,1.11,7,4,3,TMT6plex,46041,[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2  mitochondrial OS=Mus musculus GN=Pdk2 PE=1 SV=2
P28658|ATX10_MOUSE,2.83,106.27,55.527,46.754,1,0.84,8,4,3,TMT6plex,53707,Ataxin-10 OS=Mus musculus GN=Atxn10 PE=1 SV=2
tr|A1L3P4|A1L3P4_MOUSE,2,106.18,10.145,9.846,1,0.97,1,1,1,TMT6plex,77953,Sodium/hydrogen exchanger OS=Mus musculus GN=Slc9a6 PE=1 SV=1
tr|Q3V2H3|Q3V2H3_MOUSE,1.31,105.89,149.339,148.482,1,0.99,29,6,3,TMT6plex,19808,Putative uncharacterized protein OS=Mus musculus GN=Snx12 PE=1 SV=1
Q9R226|KHDR3_MOUSE,1.04,105.78,49.578,45.743,1,0.92,11,8,4,TMT6plex,38808,KH domain-containing  RNA-binding  signal transduction-associated protein 3 OS=Mus musculus GN=Khdrbs3 PE=1 SV=1
Q8BHL5|ELMO2_MOUSE,1,105.64,17.18,15.56,1,0.91,2,6,2,TMT6plex,83887,Engulfment and cell motility protein 2 OS=Mus musculus GN=Elmo2 PE=1 SV=1
Q8CH72|TRI32_MOUSE,1.96,105.53,6.763,5.568,1,0.82,2,2,1,TMT6plex; Deamidation (NQ),72057,E3 ubiquitin-protein ligase TRIM32 OS=Mus musculus GN=Trim32 PE=1 SV=2
tr|Q3UGN9|Q3UGN9_MOUSE,1.52,105.46,55.671,52.395,1,0.94,5,5,3,TMT6plex,51145,Putative uncharacterized protein OS=Mus musculus GN=Stam PE=1 SV=1
P70297|STAM1_MOUSE,1.52,105.46,55.671,52.395,1,0.94,5,5,3,TMT6plex,59771,Signal transducing adapter molecule 1 OS=Mus musculus GN=Stam PE=1 SV=3
Q9CPQ3|TOM22_MOUSE,3.55,105.45,33.195,34.52,1,1.04,33,3,3,TMT6plex,15537,Mitochondrial import receptor subunit TOM22 homolog OS=Mus musculus GN=Tomm22 PE=1 SV=3
P61967|AP1S1_MOUSE,2.41,105.28,36.752,40.615,1,1.11,16,3,2,TMT6plex,18733,AP-1 complex subunit sigma-1A OS=Mus musculus GN=Ap1s1 PE=1 SV=1
Q9QZB9|DCTN5_MOUSE,1.37,105.22,11.007,11.839,1,1.08,5,3,1,Carbamidomethylation; TMT6plex,20141,Dynactin subunit 5 OS=Mus musculus GN=Dctn5 PE=1 SV=1
P48771|CX7A2_MOUSE,1.85,105.18,1.61E+03,1.64E+03,1,1.02,37,3,3,TMT6plex; Oxidation (M); Deamidation (NQ),9291,Cytochrome c oxidase subunit 7A2  mitochondrial OS=Mus musculus GN=Cox7a2 PE=1 SV=2
Q91WA3|HDA11_MOUSE,2.59,104.97,19.461,20.176,1,1.04,6,2,2,TMT6plex,39157,Histone deacetylase 11 OS=Mus musculus GN=Hdac11 PE=1 SV=1
tr|Q8JZZ5|Q8JZZ5_MOUSE,1.49,104.82,6.939,7.619,1,1.10,8,5,1,Carbamidomethylation; TMT6plex,31616,Phosphatidylinositol transfer protein beta isoform OS=Mus musculus GN=Pitpnb PE=1 SV=1
P53811|PIPNB_MOUSE,1.49,104.82,6.939,7.619,1,1.10,8,5,1,Carbamidomethylation; TMT6plex,31487,Phosphatidylinositol transfer protein beta isoform OS=Mus musculus GN=Pitpnb PE=1 SV=2
Q6PNC0|DMXL1_MOUSE,1.56,104.51,9.029,11.135,1,1.23,0,8,1,TMT6plex,336009,DmX-like protein 1 OS=Mus musculus GN=Dmxl1 PE=1 SV=1
tr|F8WGX5|F8WGX5_MOUSE,1.56,104.51,9.029,11.135,1,1.23,0,8,1,TMT6plex,337395,DmX-like protein 1 OS=Mus musculus GN=Dmxl1 PE=1 SV=1
tr|Q3UJB0|Q3UJB0_MOUSE,0.36,103.83,55.097,53.948,1,0.98,3,5,4,TMT6plex,98199,Putative uncharacterized protein OS=Mus musculus GN=Sf3b2 PE=1 SV=1
Q9JL56|GDE1_MOUSE,1.55,103.7,23.034,21.861,1,0.95,7,2,2,TMT6plex,37629,Glycerophosphodiester phosphodiesterase 1 OS=Mus musculus GN=Gde1 PE=1 SV=1
Q61029|LAP2B_MOUSE,4.47,103.68,65.465,63.882,1,0.98,8,4,3,TMT6plex,50373,Lamina-associated polypeptide 2  isoforms beta/delta/epsilon/gamma OS=Mus musculus GN=Tmpo PE=1 SV=4
A2A5R2|BIG2_MOUSE,4.54,103.45,21.917,18.974,1,0.87,1,5,2,TMT6plex,202238,Brefeldin A-inhibited guanine nucleotide-exchange protein 2 OS=Mus musculus GN=Arfgef2 PE=1 SV=1
Q68ED2|GRM7_MOUSE,1.44,103.31,10.113,11.399,1,1.13,2,3,1,TMT6plex,102219,Metabotropic glutamate receptor 7 OS=Mus musculus GN=Grm7 PE=1 SV=1
tr|G5E8D5|G5E8D5_MOUSE,1.44,103.31,10.113,11.399,1,1.13,2,3,1,TMT6plex,103038,Metabotropic glutamate receptor 7 OS=Mus musculus GN=Grm7 PE=1 SV=1
Q9WTX6|CUL1_MOUSE,2,103.31,52.848,60.747,1,1.15,6,8,5,TMT6plex,89691,Cullin-1 OS=Mus musculus GN=Cul1 PE=1 SV=1
P54754|EPHB3_MOUSE,2.04,103.07,15.824,19.047,1,1.20,1,3,1,TMT6plex,109662,Ephrin type-B receptor 3 OS=Mus musculus GN=Ephb3 PE=1 SV=2
Q99MR0|ACL6B_MOUSE,2.66,103.07,13.702,14.784,1,1.08,9,2,2,Carbamidomethylation; TMT6plex,46892,Actin-like protein 6B OS=Mus musculus GN=Actl6b PE=1 SV=1
tr|F8WI57|F8WI57_MOUSE,2.66,103.07,13.702,14.784,1,1.08,10,2,2,Carbamidomethylation; TMT6plex,41689,Actin-like protein 6B OS=Mus musculus GN=Actl6b PE=1 SV=1
Q922Q4|P5CR2_MOUSE,6.18,102.97,31.568,36.175,1,1.15,12,3,3,TMT6plex,33659,Pyrroline-5-carboxylate reductase 2 OS=Mus musculus GN=Pycr2 PE=1 SV=1
tr|E9Q4G7|E9Q4G7_MOUSE,1.36,102.82,27.692,26.549,1,0.96,6,2,2,TMT6plex,38768,Casein kinase I isoform alpha OS=Mus musculus GN=Csnk1a1 PE=1 SV=1
tr|E9Q3W1|E9Q3W1_MOUSE,1.36,102.82,27.692,26.549,1,0.96,6,2,2,TMT6plex,41933,Casein kinase I isoform alpha OS=Mus musculus GN=Csnk1a1 PE=1 SV=1
tr|E9PWB2|E9PWB2_MOUSE,1.36,102.82,27.692,26.549,1,0.96,6,2,2,TMT6plex,43402,Casein kinase I isoform alpha OS=Mus musculus GN=Csnk1a1 PE=1 SV=1
P97855|G3BP1_MOUSE,1.74,102.8,11.581,12.571,1,1.09,3,1,1,TMT6plex,51829,Ras GTPase-activating protein-binding protein 1 OS=Mus musculus GN=G3bp1 PE=1 SV=1
P61957|SUMO2_MOUSE,1.9,102.73,55.161,51.78,1,0.94,23,2,2,TMT6plex,10871,Small ubiquitin-related modifier 2 OS=Mus musculus GN=Sumo2 PE=1 SV=1
tr|H7BWX9|H7BWX9_MOUSE,1.9,102.73,55.161,51.78,1,0.94,42,2,2,TMT6plex,6014,Small ubiquitin-related modifier 2 OS=Mus musculus GN=Sumo2 PE=1 SV=1
tr|D3Z794|D3Z794_MOUSE,1.9,102.73,55.161,51.78,1,0.94,31,2,2,TMT6plex,8111,Small ubiquitin-related modifier 2 OS=Mus musculus GN=Sumo2 PE=1 SV=1
Q8R5J9|PRAF3_MOUSE,0.71,102.67,105.041,105.347,1,1.00,10,2,2,TMT6plex,21558,PRA1 family protein 3 OS=Mus musculus GN=Arl6ip5 PE=1 SV=2
Q9CQR2|RS21_MOUSE,2.51,102.64,166.63,157.566,1,0.95,48,5,5,Carbamidomethylation; TMT6plex,9141,40S ribosomal protein S21 OS=Mus musculus GN=Rps21 PE=1 SV=1
Q8VBZ3|CLPT1_MOUSE,3.56,102.58,7.625,11.839,1,1.55,2,1,1,Carbamidomethylation; TMT6plex,75291,Cleft lip and palate transmembrane protein 1 homolog OS=Mus musculus GN=Clptm1 PE=1 SV=1
Q8JZR0|ACSL5_MOUSE,3.06,102.51,28.202,27.282,1,0.97,3,4,2,TMT6plex,76206,Long-chain-fatty-acid--CoA ligase 5 OS=Mus musculus GN=Acsl5 PE=1 SV=1
Q8VEJ9|VPS4A_MOUSE,1.29,102.37,36.912,37.86,1,1.03,9,4,4,TMT6plex,48907,Vacuolar protein sorting-associated protein 4A OS=Mus musculus GN=Vps4a PE=1 SV=1
Q0GNC1|INF2_MOUSE,1.06,102.36,10.432,9.524,1,0.91,1,2,1,TMT6plex,138560,Inverted formin-2 OS=Mus musculus GN=Inf2 PE=1 SV=1
tr|E9QLA5|E9QLA5_MOUSE,1.06,102.36,10.432,9.524,1,0.91,1,2,1,TMT6plex,138364,Inverted formin-2 OS=Mus musculus GN=Inf2 PE=1 SV=1
Q8BK08|TMM11_MOUSE,1.68,102.27,34.599,32.864,1,0.95,18,3,3,Carbamidomethylation; TMT6plex,21312,Transmembrane protein 11  mitochondrial OS=Mus musculus GN=Tmem11 PE=1 SV=1
tr|E9Q933|E9Q933_MOUSE,1.68,102.27,34.599,32.864,1,0.95,19,3,3,Carbamidomethylation; TMT6plex,19808,Transmembrane protein 11  mitochondrial OS=Mus musculus GN=Tmem11 PE=1 SV=1
Q8C4X2|KC1G3_MOUSE,2.89,102.1,7.8,10.11,1,1.30,3,3,1,TMT6plex,48938,Casein kinase I isoform gamma-3 OS=Mus musculus GN=Csnk1g3 PE=1 SV=2
P12961|7B2_MOUSE,1.5,101.96,27.261,23.824,1,0.87,17,3,2,Carbamidomethylation; TMT6plex,23866,Neuroendocrine protein 7B2 OS=Mus musculus GN=Scg5 PE=1 SV=1
Q9CXW4|RL11_MOUSE,1.58,101.96,82.278,75.97,1,0.92,13,4,2,TMT6plex,20252,60S ribosomal protein L11 OS=Mus musculus GN=Rpl11 PE=1 SV=4
tr|E9PYL9|E9PYL9_MOUSE,1.58,101.96,82.278,75.97,1,0.92,13,4,2,TMT6plex,20266,Uncharacterized protein OS=Mus musculus GN=Gm10036 PE=3 SV=1
tr|E9PZB3|E9PZB3_MOUSE,1.58,101.96,82.278,75.97,1,0.92,13,4,2,TMT6plex,19876,Uncharacterized protein OS=Mus musculus GN=Gm5093 PE=1 SV=1
A2RSJ4|UH1BL_MOUSE,2.74,101.72,5.663,5.377,1,0.95,1,3,1,TMT6plex,161939,UHRF1-binding protein 1-like OS=Mus musculus GN=Uhrf1bp1l PE=1 SV=2
P46061|RAGP1_MOUSE,2.41,101.66,26.575,26.388,1,0.99,5,4,3,Carbamidomethylation; TMT6plex,63531,Ran GTPase-activating protein 1 OS=Mus musculus GN=Rangap1 PE=1 SV=2
Q14BB9|MA6D1_MOUSE,5.84,101.53,27.58,22.945,1,0.83,19,3,3,Carbamidomethylation; TMT6plex,20433,MAP6 domain-containing protein 1 OS=Mus musculus GN=Map6d1 PE=1 SV=1
Q91WK1|SPRY4_MOUSE,1.53,101.52,17.993,18.139,1,1.01,16,3,2,TMT6plex,23275,SPRY domain-containing protein 4 OS=Mus musculus GN=Spryd4 PE=1 SV=1
Q61024|ASNS_MOUSE,1.75,101.39,40.597,35.824,1,0.88,5,3,3,TMT6plex,64283,Asparagine synthetase [glutamine-hydrolyzing] OS=Mus musculus GN=Asns PE=1 SV=3
