Protein IDs,Frontal Cortex Expression Change,Hippocampus Expression Change,Cerebellum Expression Change,Heart Expression Change,Kidney Expression Change,Identified Peptides,Razor and Unique Peptides,Unique Peptides,Sequence Coverage [%],PEP,Mol. Weight [kDa],Chromosome,Strand,Chromosomal Position,Gene Names,Uniprot,Protein Names
IPI00830853;IPI00467507;IPI00411097,-0.35,-0.13,-0.08,-0.08,-0.13,5,5,5,5.2,2.38E-14,118.2,9,-,95360840,Sr140,Q6NV83-1;Q6NV83;Q6NV83-2;Q6NV83-3,U2-associated protein SR140;140 kDa Ser/Arg-rich domain protein
IPI00830899;IPI00118101,,-0.09,,,,2,1,1,2.8,7.02E-15,75.2,6,-,115568587,Raf1;Craf;cRAF,Q99N57-2;Q99N57;Q99N57-1;Q8VI85;Q99N73;Q9CU36,RAF proto-oncogene serine/threonine-protein kinase;C-RAF;Raf-1;CRAF protein;Protein kinase raf 1;Putative uncharacterized protein
IPI00830976;IPI00130959;IPI00115987;IPI00136708,-0.18,0.14,,-0.3,0.02,5,5,5,7.1,1.00E-14,84,4,-,116273657,Nasp;RP23-233B9.9-001;mCG_19661;RP23-233B9.9-002;RP23-233B9.9-003,B1AU75;Q3TTH5;Q99MD9-1;Q99MD9;B1AU76;Q99MD9-2;B1AU77,"Nuclear autoantigenic sperm protein (Histone-binding);Nuclear autoantigenic sperm protein (Histone-binding), isoform CRA_c;Putative uncharacterized protein;Nuclear autoantigenic sperm protein;Nuclear autoantigenic sperm protein (Histone-binding), isoform CRA_d"
IPI00830989,,,,,,14,1,1,93.2,2.32E-198,21.9,,,,,,
IPI00830990;IPI00262114;IPI00411094;IPI00831284;IPI00831303,-0.09,-0.05,-0.07,0.09,-0.03,14,6,6,27.8,1.48E-145,64.6,X,+,139953134,Pak3;RP23-45O6.1-009;Pak-3;Pakb;Stk4;RP23-45O6.1-001;RP23-45O6.1-002;mCG_140194,A3KGC5;B1GX80;B1GX81;Q61036-1;Q61036;A3KGC0;Q61036-2;A3KGC1,p21 (CDKN1A)-activated kinase 3;PAK3c protein;PAK3cb protein;Serine/threonine-protein kinase PAK 3;p21-activated kinase 3;Beta-PAK;CDC42/RAC effector kinase PAK-B
IPI00831040;IPI00930829;IPI00831266;IPI00914699;IPI00831176;IPI00856910;IPI00830230;IPI00225348,0.13,,,,,2,2,2,9.8,1.02E-14,50.2,X,+,71669943,Ikbkg;RP23-15J3.1-001;RP23-15J3.1-007;RP23-15J3.1-002;Nemo;RP23-15J3.1-004;RP23-15J3.1-005;mCG_21233;RP23-15J3.1-006;RP23-15J3.1-014;RP23-15J3.1-012;RP23-15J3.1-009,Q7TSS3;A3KG32;A3KG33;O88522;A3KG38;Q3UG24;Q924H4;Q8VC91;A3KG41;A3KG44;A3KG40,"Inhibitor of kappaB kinase gamma;NF-kappa-B essential modulator;NF-kappa-B essential modifier;Inhibitor of nuclear factor kappa-B kinase subunit gamma;IkB kinase-associated protein 1;Putative uncharacterized protein;NFkB essential modulator;Inhibitor of kappaB kinase gamma, isoform CRA_b;KappaB kinase gamma inhibitor;Ikbkg protein;Inhibitor of kappaB kinase gamma, isoform CRA_a"
IPI00831049,-0.27,0,-0.41,,-0.07,6,6,6,6,3.09E-12,136.4,10,+,83006686,Kiaa1033,Q3UMB9,UPF0681 protein KIAA1033
IPI00831051;IPI00831644;IPI00831557,,0.7,,,0.76,7,1,1,37.8,1.19E-148,28,,,,,,
IPI00831055,-0.2,0.01,0.62,-1.29,-2.14,11,11,4,78.2,0.00E+00,15.7,7,-,110975048,Hbb-b1;Hbbt1,A8DUK7,Beta-globin
IPI00831079,-0.02,-0.03,-0.2,0.01,0.21,7,6,1,90.4,3.24E-128,6.2,9,-,66870397,Tpm1,A2RRI1,Tpm1 protein
IPI00831180;IPI00127713;IPI00463671,0.09,-0.1,-0.12,-0.07,-0.08,36,36,24,40.8,0.00E+00,136.8,6,-,113695663,Atp2b2;Pmca2;mCG_132957,Q9R0K7;Q3UHH0;Q3UHJ3,"Plasma membrane calcium-transporting ATPase 2;Plasma membrane calcium ATPase isoform 2;Plasma membrane calcium pump isoform 2;Putative uncharacterized protein;ATPase, Ca++ transporting, plasma membrane 2, isoform CRA_a"
IPI00831223;IPI00129356;IPI00755029;IPI00830729;IPI00463606;IPI00403676;IPI00831555;IPI00604935;IPI00762918;IPI00229936,-0.02,-0.03,-0.06,-0.12,-0.01,42,42,8,28.3,0.00E+00,194.9,16,+,91729526,Itsn1;Ese1;Itsn,Q9Z0R4-1;Q9Z0R4;Q6J1F0;Q8C4B5,Intersectin-1;EH and SH3 domains protein 1;Intersectin 1 long isoform;Putative uncharacterized protein
IPI00831256;IPI00754269,-0.04,0.12,0.1,0.07,0.01,21,17,16,11.1,2.20E-128,249.8,9,-,73327229,Unc13c,Q8K0T7,Protein unc-13 homolog C;Munc13-3
IPI00831305;IPI00875040;IPI00229996;IPI00831619;IPI00111482;IPI00395205;IPI00830984,-0.08,,-0.24,,0.2,3,3,3,13.1,5.66E-49,32.6,16,+,96583275,Pcp4;Pep19,P63054,Purkinje cell protein 4;Brain-specific antigen PCP-4;Brain-specific polypeptide PEP-19
IPI00831310;IPI00222409;IPI00462032;IPI00831017;IPI00831697,,,,,,35,2,2,30.5,0.00E+00,137.2,16,+,91729526,Itsn1;Ese1;Itsn,Q9Z0R4-2;Q9Z0R4;Q3TUF4;Q8CGU5;Q8CJ43;Q8CJ54;Q9EPX6,Intersectin-1;EH and SH3 domains protein 1;Putative uncharacterized protein;Intersectin isoform 5;Intersectin isoform 4;Intersectin short form 2 variant 2;ITSN
IPI00831341,,,,,0.37,8,1,1,30.4,4.30E-46,32.6,,,,,,
IPI00831353;IPI00467530;IPI00831081;IPI00831178;IPI00755288;IPI00463138;IPI00356147;IPI00169851;IPI00755723;IPI00403221;IPI00480399;IPI00831442;IPI00831454;IPI00831268,0.07,-0.06,0.08,0.02,-0.02,25,25,24,49.1,2.38E-132,83.7,19,-,57107380,Ablim1;Ablim;Kiaa0059,Q8K4G5-1;Q8K4G5;Q8K4G5-2;Q8K4G5-4;B9EIV0;Q9EPW6;Q3TAG5;Q3UP03,Actin-binding LIM protein 1;Actin-binding LIM protein family member 1;Ablim1 protein;Actin-binding double zinc finger protein;Putative uncharacterized protein
IPI00831373,0.1,-0.15,-0.03,,,22,1,1,20.9,3.23E-276,131.4,5,-,68009379,Atp8a1;mKIAA4233;mCG_126626,Q5DTG0;Q8BR88,"MKIAA4233 protein;ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1, isoform CRA_b;Putative uncharacterized protein"
IPI00831435,,,,,,2,1,1,58.7,2.01E-26,5.2,,,,,,
IPI00831445;IPI00469217,-0.5,0.26,,,,3,3,3,3.7,1.79E-10,107.4,11,+,70353791,Pld2;DN-183N8.6-006;RP23-122P1.1-006;DN-183N8.6-001;RP23-122P1.1-001;mCG_21164,Q3UNY4;Q6NV49;P97813;Q5SXG5,Putative uncharacterized protein;Phospholipase D2;Pld2 protein;Choline phosphatase 2;Phosphatidylcholine-hydrolyzing phospholipase D2;PLD1C
IPI00831458;IPI00130162;IPI00830387,-0.11,-0.05,,0.09,,14,14,13,16.4,1.54E-132,135.8,3,-,122779437,Synpo2,Q91YE8-2;Q91YE8;B2RY03;Q91YE8-1,Synaptopodin-2;Myopodin;Synaptopodin 2
IPI00831484,,,,,,3,2,2,6.2,7.32E-27,62.2,,,,,,
IPI00831497;IPI00404858;IPI00314785;IPI00399624;IPI00399625;IPI00399626;IPI00831673;IPI00884554;IPI00831090;IPI00403713;IPI00830970;IPI00830429,,,,,,1,1,1,0.9,2.43E-10,163.6,17,+,5941451,Synj2;Kiaa0348,Q9D2G5-1;Q9D2G5;Q9D2G5-2;Q9D2G5-4;Q9D2G5-5;Q9D2G5-6;Q3TTB3;Q9D2G5-3,"Synaptojanin-2;Synaptic inositol-1,4,5-trisphosphate 5-phosphatase 2;Putative uncharacterized protein"
IPI00831523,0.45,0.55,0.15,,-0.62,2,1,1,19.8,1.22E-04,15.3,,,,,,
IPI00831546;IPI00222149;IPI00875454;IPI00404529,-0.23,-0.16,0.06,,,12,12,12,13.1,2.76E-76,135.1,6,+,103460870,Chl1;mCG_127336;Call,A2RRK1;P70232-1;P70232;P70232-2,"Cell adhesion molecule with homology to L1CAM;Cell adhesion molecule with homology to L1CAM, isoform CRA_a;Neural cell adhesion molecule L1-like protein;Close homolog of L1;Chl1-like protein;Processed neural cell adhesion molecule L1-like protein"
IPI00831596;IPI00808370;IPI00272104,0.12,0.02,-0.09,0.71,0.15,10,10,10,9,1.87E-28,140.4,18,-,38003255,Diap1;mKIAA4062;Diaph1,Q05CS5;Q3US76;Q5DTQ4;O08808;Q9CSJ1;Q3U104;Q3UX40;Q6NS79,Diap1 protein;Putative uncharacterized protein;MKIAA4062 protein;Protein diaphanous homolog 1;Diaphanous-related formin-1;p140mDIA
IPI00831641;IPI00464293;IPI00126677;IPI00830454;IPI00876411;IPI00885963,-0.18,,-0.25,,0.52,10,10,10,12.6,2.67E-52,144.8,8,+,12757014,Atp11a;mKIAA1021,Q69ZT0;P98197,MKIAA1021 protein;Probable phospholipid-transporting ATPase IH;ATPase class VI type 11A;ATPase IS
IPI00831693,0.18,0.35,,,,5,1,1,65.1,3.93E-49,7.2,,,,,,
IPI00844651,-0.31,-0.22,,,,12,1,1,23,1.18E-98,66.7,19,-,5107746,Klc2,O88448,Kinesin light chain 2
IPI00844716,,,,,,10,1,1,44.7,1.84E-214,30.2,19,+,12707798,Glyat,Q91XE0-2;Q91XE0,Glycine N-acyltransferase;Acyl-CoA:glycine N-acyltransferase;Aralkyl acyl-CoA N-acyltransferase;Aralkyl acyl-CoA:amino acid N-acyltransferase
IPI00844754;IPI00229312,,,,,,2,2,2,4.7,2.51E-04,57.7,4,+,106323674,Pars2;RP23-97O7.3-003;RP23-97O7.3-001,Q8CFI5;A8Y5T6;Q3U4M2;A2AVQ8,"Probable prolyl-tRNA synthetase, mitochondrial;Proline--tRNA ligase;Prolyl-tRNA synthetase (Mitochondrial)(Putative);Putative uncharacterized protein"
IPI00844763;IPI00119517;IPI00776307;IPI00776341;IPI00890202;IPI00227910;IPI00775782;IPI00775824;IPI00776380,-0.08,-0.08,-0.14,,-0.15,12,11,11,15.3,1.25E-97,105.1,X,-,13098173,Cask;RP23-278L4.1-011;RP23-278L4.1-006,O70589-1;O70589;B7ZP42;O70589-5;O70589-4;Q91VJ0;O70589-3;B9EJ23;O70589-2;B1AUI1;B1AUH5,Peripheral plasma membrane protein CASK;Calcium/calmodulin-dependent serine protein kinase;Cask protein;Calcium/calmodulin-dependent serine protein kinase (MAGUK family)
IPI00845541;IPI00133536;IPI00649698;IPI00649941;IPI00128335,-0.72,0.39,0.38,-0.19,0.11,7,7,7,44.4,7.70E-68,27.8,11,+,54716421,Gpx3,P46412,Glutathione peroxidase 3;GSHPx-3;Plasma glutathione peroxidase;GSHPx-P
IPI00845558;IPI00914694;IPI00330378,-0.24,,,,,3,3,3,5.2,1.58E-08,78.6,19,-,45891854,,Q6PD19-1;Q6PD19;Q6PD19-3,UPF0668 protein C10orf76 homolog
IPI00845596;IPI00853902;IPI00885322;IPI00885906;IPI00886126,0.01,-0.04,-0.13,0.01,0.09,19,19,15,12.3,1.35E-122,206.5,17,+,13898612,Mllt4;Af6,Q9QZQ1-3;Q9QZQ1;Q9QZQ1-2;Q3TLN8,Afadin;Protein Af-6;Putative uncharacterized protein
IPI00845604;IPI00308333;IPI00845653,-0.02,-0.04,-0.26,,-0.12,9,9,9,17.6,9.74E-105,88.3,17,+,88929577,Klraq1;Ccdc128,Q3TDD9-2;Q3TDD9;B2RPZ6;Q3TDD9-1,KLRAQ motif-containing protein 1;Coiled-coil domain-containing protein 128;KLRAQ motif containing 1
IPI00845605;IPI00226492;IPI00674104,-0.16,-0.16,,,,4,4,4,6.3,2.46E-18,92,2,+,83652885,Fam171b,Q14CH0-1;Q14CH0;Q14CH0-2,Protein FAM171B
IPI00845613;IPI00420227;IPI00467958,-0.05,-0.09,-0.33,,,3,3,3,2.3,4.42E-27,168.9,9,+,106724307,Vprbp;Kiaa0800,Q80TR8-1;Q80TR8;Q80TR8-4;Q80TR8-2,Protein VPRBP
IPI00845652;IPI00420882,0.09,0.05,-0.05,-0.07,-0.14,31,31,2,43.4,0.00E+00,118.2,11,+,6191638,Ogdh;Kiaa4192,Q60597-3;Q60597;Q60597-4,"2-oxoglutarate dehydrogenase E1 component, mitochondrial;Alpha-ketoglutarate dehydrogenase"
IPI00845689;IPI00473680,,,,,0.08,2,2,2,16.4,4.31E-13,30.9,13,+,55694523,Tmed9;Gp25l2;mCG_3193,Q9CZL0;Q99KF1;Q3TFU8;Q3U7N8;Q6PDC2;Q8BLM5,"Putative uncharacterized protein;Transmembrane emp24 domain-containing protein 9;Glycoprotein 25L2;Tmed9 protein;Transmembrane emp24 protein transport domain containing 9, isoform CRA_b;Transmembrane emp24 protein transport domain containing 9, isoform CRA_a"
IPI00845690;IPI00454201;IPI00857487,0.27,0.21,0.49,0.11,0.2,15,15,15,46.8,1.01E-270,51.1,3,+,142364015,Ccbl2;Kat3,Q71RI9-1;Q71RI9;Q71RI9-2,Kynurenine--oxoglutarate transaminase 3;Kynurenine--oxoglutarate transaminase III;Kynurenine aminotransferase III;Cysteine-S-conjugate beta-lyase 2
IPI00845761,0.51,0.38,0.69,0.4,0.28,5,5,5,3.2,2.19E-08,210.8,7,-,80596715,Chd2,Q3V0V7,Putative uncharacterized protein
IPI00845776;IPI00808312;IPI00554848,0.11,-0.04,-0.02,0.17,-0.17,19,19,3,67.4,5.18E-270,40,15,+,82105365,Sept3;Sep3;mKIAA4169,Q9Z1S5-1;Q9Z1S5;Q9Z1S5-2;Q5DTK0,Neuronal-specific septin-3;MKIAA4169 protein
IPI00845795;IPI00515576;IPI00515260,-0.11,-0.05,-0.16,0.09,0.04,13,13,13,13.6,1.24E-152,139.1,11,-,21905831,Ehbp1;Kiaa0903,Q69ZW3-1;Q69ZW3;Q69ZW3-2,EH domain-binding protein 1
IPI00845802;IPI00110658,-0.2,-0.03,0.61,-1.11,-2.09,13,13,2,98.6,0.00E+00,15.1,11,+,32196524,Hba-a1;Hbat1;Hba-a2;haemaglobin alpha 1;haemaglobin alpha 2;RP23-375M9.2-001;RP23-375M9.3-001,A8DUV1;Q61287;Q61649;Q8BPF4;Q91VB8;Q9CWS5;Q9CY06;Q9QWJ3;Q9CY10,"Alpha-globin;Alpha-globin mRNA.;Putative uncharacterized protein;Hemoglobin alpha, adult chain 1;Hemoglobin alpha, adult chain 2;Alpha globin 1;Alpha globin 2;Alpha-1-globin"
IPI00845851;IPI00785400;IPI00882273;IPI00919041;IPI00919289;IPI00918857;IPI00668284;IPI00918181;IPI00918401,-0.05,0,0.26,-0.05,0.15,35,34,33,5.9,5.87E-118,782.7,12,+,77132601,Syne2,Q640M5;Q6PI66,Syne2 protein
IPI00848437,0.14,0,0.14,-0.12,-0.22,4,2,1,29.4,2.10E-37,17.8,,,,,,
IPI00848443;IPI00474783;IPI00649984;IPI00756922,0.01,-0.07,-0.09,0.05,-0.65,15,15,12,6.8,2.01E-101,270,11,+,83943592,Acaca;Acac;Gm738,Q5SWU9-2;Q5SWU9;Q5SWU9-1;Q9ESZ5,Acetyl-CoA carboxylase 1;ACC-alpha;Acetyl-CoA carboxylase 265;Biotin carboxylase;Acetyl-CoA carboxylase
IPI00848449;IPI00848964;IPI00876305;IPI00121828;IPI00316248,,,,,-1.57,5,5,5,21.7,5.79E-115,47.3,1,+,135247214,Ren1;Ren;Ren-1;Ren2;Ren-2,P06281;P00796;Q91X66,Renin-1;Angiotensinogenase;Kidney renin;Renin-2;Submandibular gland renin;Renin-2 heavy chain;Renin-2 light chain;Ren2 protein
IPI00848519;IPI00137296;IPI00754783,-0.08,0.11,3.49,,0.13,6,6,6,19.6,1.67E-40,38.5,NT_166310,-,133194,Tsnax;Trax,Q9QZE7;Q3TXK6,Translin-associated protein X;Translin-associated factor X;Putative uncharacterized protein
IPI00848536;IPI00605254,,-0.17,,,,8,2,2,28.8,1.06E-94,33.8,,,,,,
IPI00848600;IPI00454035;IPI00750677,,,,,,2,2,2,3.3,4.68E-11,78.5,2,-,33585476,Fam125b;mCG_11257;RP23-421L7.1;RP23-421L7.1-002,Q6KAU4;Q8BT99;Q8C2W4;A2ARF0,"Multivesicular body subunit 12B;ESCRT-I complex subunit MVB12B;Protein FAM125B;Putative uncharacterized protein;RIKEN cDNA 2610528K11, isoform CRA_b;Novel protein"
IPI00848612;IPI00453962;IPI00605807;IPI00669018;IPI00648381;IPI00649207,,-0.07,,,,5,5,5,9.4,3.25E-15,101.4,11,-,3603737,Osbp2;RP23-309E11.7-001;RP23-309E11.7-003;RP23-309E11.7-002,Q5QNQ6;Q6PE09;Q5QNQ4;Q8K005;Q8K0C7,Oxysterol-binding protein 2;Oxysterol-binding protein;Osbp2 protein
IPI00848616,-0.03,-0.05,-0.01,-0.04,0.12,4,4,4,21.5,6.85E-18,31.4,,,,,,
IPI00848627;IPI00556735;IPI00323969;IPI00831457;IPI00831633;IPI00831325,0.06,0.01,-0.11,-0.53,,5,3,3,9.2,1.37E-12,56.4,12,-,113892039,Akt1;mCG_15405;Akt;Rac,A4FUQ9;Q6GSA6;Q8BS26;P31750,"Akt1 protein;Putative uncharacterized protein;Thymoma viral proto-oncogene 1;Protein kinase B-alpha;Thymoma viral proto-oncogene 1, isoform CRA_a;RAC-alpha serine/threonine-protein kinase;RAC-PK-alpha;AKT1 kinase;C-AKT;Protein kinase B;Thymoma viral proto-oncogene"
IPI00848707;IPI00420572,-0.16,,,,-0.16,2,2,2,1.6,6.12E-11,237.8,17,+,4994939,Arid1b;mKIAA1235,Q3UT39;Q6ZPV5;Q6ZWS9,Putative uncharacterized protein;MKIAA1235 protein
IPI00848765,0.29,,,0.07,-0.01,9,1,1,20.2,8.92E-51,59.6,,,,,,
IPI00848775;IPI00462605,0.04,-0.03,,,,12,3,3,35.4,7.29E-259,43.8,,,,,,
IPI00848805;IPI00923090;IPI00918251;IPI00658248;IPI00880899,-0.07,-0.03,0.01,0.07,0.01,4,4,4,4.2,1.09E-06,115.5,16,+,43890012,RP23-393E22.2-006;RP23-393E22.2-001;2610015P09Rik,B8JJH0;A9C443;Q8VDH8,Novel protein;2610015P09Rik protein
IPI00848841,,1,,0.17,,3,1,1,11.7,5.82E-27,28.1,,,,,,
IPI00848970;IPI00226387;IPI00461730,-0.18,-0.54,-0.59,,,3,3,3,21.2,2.50E-11,32,5,-,110688149,Pgam5;mCG_23692,Q8BX10-1;Q8BX10;A1A4A7;B7ZNW0;Q8BX10-2,"Phosphoglycerate mutase family member 5;Pgam5 protein;Phosphoglycerate mutase family member 5, isoform CRA_b"
IPI00848992;IPI00153813;IPI00876325;IPI00751036;IPI00880813,-0.05,-0.06,0.01,0.02,0.06,16,16,16,22,2.22E-82,107.7,5,+,76958348,Exoc1;Sec3l1;Sec3,Q6P1Y9;Q8R3S6;Q3U1G4;Q5PPR2,Exocyst complex component 1;Exocyst complex component Sec3;Putative uncharacterized protein
IPI00849031;IPI00849050,0.09,-0.04,,,0.04,21,1,1,95.2,0.00E+00,33.9,,,,,,
IPI00849044;IPI00313558;IPI00605394;IPI00755258,0.01,-0.04,0.14,0.08,0.14,11,11,11,29.9,1.21E-86,57.2,9,-,44550224,Arcn1;mCG_1539;Copd,Q3TDU1;Q3U4S9;Q8C0G7;Q8R1S6;Q91W48;Q5XJY5,Putative uncharacterized protein;Arcn1 protein;Archain 1;MCG1539;Coatomer subunit delta;Delta-coat protein
IPI00849047,-0.38,-0.04,-0.06,,,20,1,1,35.6,5.21E-187,84.9,,,,,,
IPI00849113;IPI00399483,0.01,0.06,-0.11,0.25,-0.04,2,2,2,8.3,1.99E-05,14.4,19,+,6057951,Fau,P62862,40S ribosomal protein S30
IPI00849206;IPI00850709;IPI00753446;IPI00850071,,,,,,2,1,1,19,6.17E-32,17.8,,,,,,
IPI00849279;IPI00719895;IPI00378020;IPI00756092,0.07,0.16,-0.3,,,8,8,8,10.5,7.52E-24,140.9,5,+,18732864,Magi2;Acvrinp1;Aip1;Arip1;mKIAA0705,Q9WVQ1-1;Q9WVQ1;Q9WVQ1-2;Q80TU0;Q9WVQ1-4;Q9WVQ1-3,"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2;Membrane-associated guanylate kinase inverted 2;Atrophin-1-interacting protein 1;Activin receptor-interacting protein 1;MKIAA0705 protein"
IPI00849448;IPI00115850,0.07,-0.03,-0.26,-0.01,-0.11,7,7,7,25.8,7.65E-43,32.5,13,+,8885214,Idi1,P58044,Isopentenyl-diphosphate Delta-isomerase 1;Isopentenyl pyrophosphate isomerase 1
IPI00849506;IPI00130483;IPI00759885;IPI00136596;IPI00759871;IPI00759892;IPI00759906;IPI00760097,-0.09,0.3,-0.07,0.23,0.17,5,5,1,17.9,2.02E-33,44.1,17,-,10401473,Qki;Qk;Qk1;Qka1,Q9QYS9-7;Q9QYS9;Q9QYS9-1;Q9QYS9-2;Q9QYS9-6;Q9QYS9-3;Q3UQQ1;Q9QYS9-8;Q9QYS9-4,Protein quaking;Putative uncharacterized protein
IPI00849526;IPI00467109;IPI00750270,,,,,0.31,1,1,1,3.3,1.35E-03,68.6,2,+,27532721,Rxra;Nr2b1;RP23-413I12.1-001;RXR alpha;RP23-413I12.1-002,P28700;A2AJP1;Q3UMU4;Q6LC96,Retinoic acid receptor RXR-alpha;Retinoid X receptor alpha;Nuclear receptor subfamily 2 group B member 1;Putative uncharacterized protein;RXR alpha 2;RXR alpha 3
IPI00849542,,,,,,6,1,1,30.5,6.24E-13,17.1,,,,,,
IPI00849568;IPI00340123,-0.08,-0.11,0.02,-0.59,,8,8,8,3.1,9.99E-46,328.3,11,+,72609756,Zzef1;Kiaa0399,Q5SSH7-1;Q5SSH7;Q5SSH7-2,Zinc finger ZZ-type and EF-hand domain-containing protein 1
IPI00849604;IPI00752092;IPI00316951;IPI00785543;IPI00881847;IPI00880537;IPI00882278,0,-0.04,-0.27,-0.26,0.13,5,5,5,18.5,4.41E-48,33,3,-,35791906,Dcun1d1;Dcun1l1;Rp42;Tes3,Q9QZ73;Q3TMV8;Q3UT23,DCN1-like protein 1;Defective in cullin neddylation protein 1-like protein 1;DCUN1 domain-containing protein 1;Testis-specific protein 3;Putative uncharacterized protein
IPI00849613;IPI00264559;IPI00229368,0.16,0,0.21,0,0.3,6,6,6,12.7,3.14E-20,62.7,8,+,96561130,Ogfod1;Kiaa1612,Q3U0K8-1;Q3U0K8;Q3U0K8-3;Q3U0K8-2,2-oxoglutarate and iron-dependent oxygenase domain-containing protein 1
IPI00849638;IPI00349032;IPI00874740;IPI00134544;IPI00349033;IPI00468726;IPI00849524;REV__IPI00876436;REV__IPI00672525,0.07,0.03,0.04,-0.01,-0.2,22,22,18,26.3,5.62E-164,120.7,15,-,63920103,Asap1;Ddef1;Kiaa1249;Shag1,Q9QWY8-3;Q9QWY8;Q505F0;Q9QWY8-1;Q9QWY8-4;Q9QWY8-2;Q3TXY1;Q3UJA5,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1;130 kDa phosphatidylinositol 4,5-biphosphate-dependent ARF1 GTPase-activating protein;PIP2-dependent ARF1 GAP;ADP-ribosylation factor-directed GTPase-activating protein 1;Development and differentiation-enhancing factor 1;ArfGAP with SH# domain, ankyrin repeat and PH domain1;Putative uncharacterized protein"
IPI00849661;IPI00129175;IPI00458025;IPI00650001;IPI00648288;IPI00458023;IPI00649891;IPI00648033;IPI00480277;IPI00648758,0.32,0.18,-0.09,,,10,10,10,18,2.71E-98,96.7,1,+,63492465,Adam23;Mdc3;RP23-341P11.1-005;DN-74E14.1-002;RP23-341P11.1-002;DN-74E14.1-001;DN-74E14.1-005,Q9R1V7-1;Q9R1V7;Q9R1V7-2;Q5SVE1;Q5SRA0;Q9R1V7-3;Q5SRA4;Q5SRA3;Q9R1V7-4,"Disintegrin and metalloproteinase domain-containing protein 23;Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 3;A disintegrin and metalloprotease domain 23"
IPI00849670;IPI00848943;IPI00464223;IPI00850630;IPI00677130,0.05,0.67,0.16,-0.38,0.54,13,12,12,8.8,5.96E-99,234.8,19,-,37973723,Myof;Fer1l3;Kiaa1207,B9EK95;Q69ZN7-1;Q69ZN7;Q69ZN7-4,Myof protein;Myoferlin;Fer-1-like protein 3
IPI00849688;IPI00227168;IPI00953764;IPI00885337;IPI00886041,0.02,-0.22,-0.16,,,7,7,7,9.7,1.82E-88,92.7,X,+,98494507,Nlgn3;RP23-440J15.4-004;Med12;mKIAA1480;RP23-440J15.4-001;RP23-440J15.4-002,Q8BYM5;A2AGI2;B2RWZ9;Q69ZI4;A2AGI1;A2AGI3,Neuroligin-3;Gliotactin homolog;Neuroligin 3;MKIAA1480 protein
IPI00849730,,,,,,7,1,1,27.9,3.08E-93,45.3,,,,Wipf3;Cr16,P0C7L0-2;P0C7L0,WAS/WASL-interacting protein family member 3;Corticosteroids and regional expression protein 16 homolog
IPI00849786;IPI00120886;IPI00330591;IPI00121311;IPI00753114;IPI00274739;IPI00474439;IPI00896734;IPI00849342;IPI00647981;IPI00623394,,,,-0.02,0.09,5,5,3,26.8,4.45E-211,36.6,4;6,-,118950591,Ybx1;Msy-1;Msy1;Nsep1;Yb1;RP24-363D14.2-001;Csda;Msy4;Ybx3;oxyR,P62960;Q3UBT1;Q60950;Q60951;Q71V06;Q810K5;Q8BRJ5;Q9JKB3-1;Q9JKB3;Q8BPG0;Q61478;Q68G78;Q9JKB3-2;Q64369,Nuclease-sensitive element-binding protein 1;Y-box-binding protein 1;Y-box transcription factor;YB-1;CCAAT-binding transcription factor I subunit A;Enhancer factor I subunit A;DNA-binding protein B;Putative uncharacterized protein;Y box protein 1;MYB-1a;MYB-1b;Y box transcription factor;DNA-binding protein A;Cold shock domain-containing protein A;Y-box protein 3;DbpA murine homologue;Csda protein;Y-box binding protein
IPI00849792,0,-1.12,,,,14,1,1,61.3,0.00E+00,34.3,6,-,125111872,Gapdh;AK190093;ENSMUSG00000071343;Gapd,Q2VWQ4,GAPDH
IPI00849793;IPI00463634;IPI00670378;IPI00339474;IPI00606029,0,-0.07,0,0.03,0.06,6,6,6,74.5,5.86E-29,17.8,2,+,32817239,Rpl12;RP23-365F1.2-001;mCG_18564;mCG_20026,P35979;Q3TIQ2;Q5BLK0;Q8C2K0;Q6DI58,"60S ribosomal protein L12;Putative uncharacterized protein;Ribosomal protein L12;MCG18564, isoform CRA_a;MCG20026;Rpl12 protein"
IPI00849818;IPI00848693,-0.01,0.18,0.53,,0.34,12,12,12,6.7,2.47E-26,414,6,+,40578830,Mgam,B5THE2;Q6XK23;Q6XK24,Maltase-glucoamylase;Soluble maltase-glucoamylase;Membrane-bound maltase-glucoamylase
IPI00849836;IPI00850675,,,,,,12,2,2,52.8,1.76E-249,41.7,,,,,,
IPI00849869;IPI00750069,,0.02,,-0.14,,3,1,1,2.1,4.79E-06,192.9,X,+,147632683,Wnk3,Q80XP9,"Serine/threonine-protein kinase WNK3;Protein kinase with no lysine 3;Protein kinase, lysine-deficient 3"
IPI00849879,0.07,0.05,-0.14,-0.07,-0.11,18,1,1,65.2,0.00E+00,40,,,,,,
IPI00849912;IPI00170092;IPI00263516;IPI00126712;IPI00274737,,,,,,1,1,1,2.6,1.94E-03,58.5,6,+,8209444,Glcci1;Gig18;Tssn1,Q8K3I9-1;Q8K3I9;Q8K3I9-2;Q8K3I9-3,Glucocorticoid-induced transcript 1 protein;Thymocyte/spermatocyte selection protein 1;Testhymin;Glucocorticoid-induced gene 18 protein
