Accession,Significance (-10lgP),Coverage (%),#Peptides,#Unique,PTM,Adult_1 Area,Adult_2 Area,Adult_3 Area,Adult_4 Area,Old_1 Area,Old_2 Area,Old_3 Area,Old_4 Area,Sample Profile (Ratio),Adult Area,Old Area,Group Profile (Ratio),Avg. Mass,Description
Q60597|ODO1_MOUSE,1.17,3,3,3,,3.42E+05,2.95E+05,2.70E+05,3.52E+05,1.39E+05,2.33E+05,4.57E+05,1.99E+05,0.97:0.84:0.77:1.00:0.39:0.66:1.30:0.57,3.15E+05,2.68E+05,1.00:0.85,116449,2-oxoglutarate dehydrogenase  mitochondrial OS=Mus musculus GN=Ogdh PE=1 SV=3
Q61548|AP180_MOUSE,1.16,1,1,1,,1.92E+05,2.78E+05,1.95E+05,3.04E+05,3.00E+05,2.63E+05,2.54E+05,2.68E+05,0.63:0.91:0.64:1.00:0.99:0.86:0.84:0.88,2.42E+05,2.71E+05,1.00:1.12,91851,Clathrin coat assembly protein AP180 OS=Mus musculus GN=Snap91 PE=1 SV=1
P15379|CD44_MOUSE,1.16,1,1,1,,6.49E+04,6.19E+04,7.05E+04,0,0,1.09E+05,2.47E+05,0,1.00:0.95:1.09:0:0:1.69:3.81:0,4.93E+04,8.92E+04,1.00:1.81,85617,CD44 antigen OS=Mus musculus GN=Cd44 PE=1 SV=3
Q6X893|CTL1_MOUSE,1.15,4,2,2,D5 N-ethylmaleimide on cysteines,5.30E+05,5.64E+05,3.19E+05,5.95E+05,4.97E+05,3.69E+05,3.17E+05,4.08E+05,0.89:0.95:0.54:1.00:0.84:0.62:0.53:0.68,5.02E+05,3.98E+05,1.00:0.79,73083,Choline transporter-like protein 1 OS=Mus musculus GN=Slc44a1 PE=1 SV=2
P62806|H4_MOUSE,1.15,52,6,6,NEM_LysineArginine,1.78E+06,2.68E+06,1.64E+06,3.12E+06,1.15E+06,1.78E+06,4.54E+06,1.45E+06,0.57:0.86:0.53:1.00:0.37:0.57:1.45:0.47,2.30E+06,2.23E+06,1.00:0.97,11367,Histone H4 OS=Mus musculus GN=Hist1h4a PE=1 SV=2
P56480|ATPB_MOUSE,1.11,44,16,16,Oxidation (M); NEM_LysineArginine,1.14E+07,1.11E+07,9.05E+06,1.32E+07,8.62E+06,9.74E+06,1.42E+07,9.37E+06,0.86:0.84:0.68:1.00:0.65:0.74:1.08:0.71,1.12E+07,1.05E+07,1.00:0.94,56301,ATP synthase subunit beta  mitochondrial OS=Mus musculus GN=Atp5b PE=1 SV=2
Q07076|ANXA7_MOUSE,1.1,7,3,3,NEM_LysineArginine,2.29E+05,2.44E+05,2.41E+05,2.56E+05,1.88E+05,2.14E+05,3.19E+05,1.87E+05,0.89:0.96:0.94:1.00:0.73:0.84:1.25:0.73,2.41E+05,2.27E+05,1.00:0.94,49939,Annexin A7 OS=Mus musculus GN=Anxa7 PE=2 SV=1
P63005|LIS1_MOUSE,1.09,2,1,1,,-,2.30E+05,2.19E+05,2.14E+05,1.56E+05,1.67E+05,2.35E+05,1.37E+05,-:1.08:1.02:1.00:0.73:0.78:1.10:0.64,2.21E+05,1.74E+05,1.00:0.79,46670,Platelet-activating factor acetylhydrolase IB subunit alpha OS=Mus musculus GN=Pafah1b1 PE=1 SV=2
P19157|GSTP1_MOUSE,1.09,20,3,3,,7.02E+05,7.49E+05,1.06E+06,7.88E+05,7.13E+05,7.81E+05,1.05E+06,7.45E+05,0.89:0.95:1.35:1.00:0.91:0.99:1.34:0.95,8.04E+05,8.24E+05,1.00:1.02,23609,Glutathione S-transferase P 1 OS=Mus musculus GN=Gstp1 PE=1 SV=2
Q80ZJ8|EFC4A_MOUSE,1.09,2,1,1,,5.24E+05,3.49E+05,3.85E+05,3.18E+05,5.46E+05,2.37E+05,1.42E+05,4.90E+05,1.65:1.10:1.21:1.00:1.72:0.74:0.45:1.54,3.94E+05,3.54E+05,1.00:0.90,44438,EF-hand calcium-binding domain-containing protein 4A OS=Mus musculus GN=Efcab4a PE=2 SV=2
Q05186|RCN1_MOUSE,1.06,4,1,1,,7.01E+04,0,0,0,0,0,1.40E+05,0,1.00:0:0:0:0:0:1.99:0,1.75E+04,3.49E+04,1.00:1.99,38113,Reticulocalbin-1 OS=Mus musculus GN=Rcn1 PE=1 SV=1
Q8BPB5|FBLN3_MOUSE,1.05,2,1,1,D5 N-ethylmaleimide on cysteines,2.14E+05,3.47E+05,3.23E+05,1.41E+05,2.52E+05,2.46E+05,4.40E+05,3.77E+05,1.52:2.46:2.29:1.00:1.79:1.75:3.12:2.68,2.56E+05,3.29E+05,1.00:1.28,54953,EGF-containing fibulin-like extracellular matrix protein 1 OS=Mus musculus GN=Efemp1 PE=2 SV=1
O70591|PFD2_MOUSE,1.02,6,1,1,,3.29E+05,4.45E+05,0,3.11E+05,0,0,5.90E+05,0,1.06:1.43:0:1.00:0:0:1.90:0,2.71E+05,1.48E+05,1.00:0.54,16534,Prefoldin subunit 2 OS=Mus musculus GN=Pfdn2 PE=2 SV=2
O35566|CD151_MOUSE,1.02,15,4,4,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,6.25E+05,6.51E+05,5.06E+05,6.12E+05,6.57E+05,4.44E+05,6.33E+05,8.05E+05,1.02:1.06:0.83:1.00:1.07:0.72:1.03:1.31,5.99E+05,6.52E+05,1.00:1.09,28246,CD151 antigen OS=Mus musculus GN=Cd151 PE=2 SV=2
P07356|ANXA2_MOUSE,1.01,66,30,28,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,1.71E+07,1.87E+07,1.82E+07,1.63E+07,1.78E+07,1.58E+07,2.05E+07,1.71E+07,1.05:1.15:1.12:1.00:1.09:0.97:1.26:1.05,1.76E+07,1.78E+07,1.00:1.01,38676,Annexin A2 OS=Mus musculus GN=Anxa2 PE=1 SV=2
Q6ZQ12|NINL_MOUSE,1.01,1,1,1,,2.13E+05,8.40E+04,1.17E+05,1.20E+05,6.11E+04,1.00E+05,-,1.37E+05,1.78:0.70:0.97:1.00:0.51:0.83:-:1.14,1.34E+05,9.95E+04,1.00:0.74,157838,Ninein-like protein OS=Mus musculus GN=Ninl PE=2 SV=3
Q8VDN2|AT1A1_MOUSE,1.01,35,32,15,Oxidation (M); N-ethylmaleimide on cysteines; D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,3.86E+06,4.73E+06,4.48E+06,4.14E+06,4.37E+06,4.00E+06,3.78E+06,4.31E+06,0.93:1.14:1.08:1.00:1.06:0.97:0.91:1.04,4.30E+06,4.11E+06,1.00:0.96,112982,Sodium/potassium-transporting ATPase subunit alpha-1 OS=Mus musculus GN=Atp1a1 PE=1 SV=1
Q9QYB8|ADDB_MOUSE,1,5,3,2,,5.17E+05,5.52E+05,4.80E+05,5.68E+05,5.49E+05,5.18E+05,5.40E+05,4.70E+05,0.91:0.97:0.84:1.00:0.97:0.91:0.95:0.83,5.29E+05,5.19E+05,1.00:0.98,80642,Beta-adducin OS=Mus musculus GN=Add2 PE=1 SV=4
Q9CQI3|GMFB_MOUSE,0.98,24,2,2,NEM_LysineArginine,9.93E+05,9.87E+05,1.31E+06,1.68E+06,1.07E+06,1.09E+06,1.99E+06,9.80E+05,0.59:0.59:0.78:1.00:0.63:0.65:1.19:0.58,1.20E+06,1.28E+06,1.00:1.07,16723,Glia maturation factor beta OS=Mus musculus GN=Gmfb PE=1 SV=3
Q61738|ITA7_MOUSE,0.98,1,1,1,,7.20E+04,0,0,0,4.88E+04,0,9.04E+04,0,1.00:0:0:0:0.68:0:1.26:0,1.80E+04,3.48E+04,1.00:1.93,129329,Integrin alpha-7 OS=Mus musculus GN=Itga7 PE=1 SV=3
P09055|ITB1_MOUSE,0.97,4,3,3,,5.21E+05,6.77E+05,5.62E+05,5.62E+05,3.35E+05,7.55E+05,1.14E+06,3.85E+05,0.93:1.20:1.00:1.00:0.60:1.34:2.03:0.69,5.81E+05,6.54E+05,1.00:1.13,88231,Integrin beta-1 OS=Mus musculus GN=Itgb1 PE=1 SV=1
Q9Z0U1|ZO2_MOUSE,0.96,3,3,3,,5.41E+04,1.08E+05,7.44E+04,9.80E+04,5.38E+04,1.22E+05,1.32E+05,1.05E+05,0.55:1.10:0.76:1.00:0.55:1.24:1.35:1.07,8.35E+04,1.03E+05,1.00:1.24,131280,Tight junction protein ZO-2 OS=Mus musculus GN=Tjp2 PE=1 SV=2
P70271|PDLI4_MOUSE,0.96,3,1,1,,9.93E+04,0,0,0,0,0,1.89E+05,0,1.00:0:0:0:0:0:1.91:0,2.48E+04,4.73E+04,1.00:1.91,35572,PDZ and LIM domain protein 4 OS=Mus musculus GN=Pdlim4 PE=1 SV=2
O88643|PAK1_MOUSE,0.94,2,1,1,,0,8.02E+04,6.83E+04,0,0,7.01E+04,8.37E+04,9.52E+04,0:1.00:0.85:0:0:0.88:1.04:1.19,3.71E+04,6.22E+04,1.00:1.68,60737,Serine/threonine-protein kinase PAK 1 OS=Mus musculus GN=Pak1 PE=1 SV=1
P97300|NPTN_MOUSE,0.94,2,1,1,,1.17E+05,1.45E+05,0,0,0,0,1.46E+05,0,1.00:1.24:0:0:0:0:1.25:0,6.55E+04,3.66E+04,1.00:0.56,44373,Neuroplastin OS=Mus musculus GN=Nptn PE=1 SV=3
Q9DCU2|PLLP_MOUSE,0.93,26,3,3,,6.29E+06,7.28E+06,6.50E+06,7.09E+06,7.82E+06,6.61E+06,7.36E+06,5.55E+06,0.89:1.03:0.92:1.00:1.10:0.93:1.04:0.78,6.79E+06,6.84E+06,1.00:1.01,19801,Plasmolipin OS=Mus musculus GN=Pllp PE=2 SV=1
Q61753|SERA_MOUSE,0.92,3,1,1,,2.70E+05,2.89E+05,4.24E+05,3.06E+05,1.61E+05,3.31E+05,3.94E+05,2.69E+05,0.88:0.94:1.39:1.00:0.53:1.08:1.28:0.88,3.23E+05,2.89E+05,1.00:0.90,56586,D-3-phosphoglycerate dehydrogenase OS=Mus musculus GN=Phgdh PE=1 SV=3
P48774|GSTM5_MOUSE,0.9,9,2,1,,3.33E+05,4.90E+05,5.24E+05,4.75E+05,4.99E+05,4.91E+05,5.52E+05,4.37E+05,0.70:1.03:1.10:1.00:1.05:1.03:1.16:0.92,4.56E+05,4.95E+05,1.00:1.09,26635,Glutathione S-transferase Mu 5 OS=Mus musculus GN=Gstm5 PE=1 SV=1
Q62000|MIME_MOUSE,0.88,30,11,10,NEM_LysineArginine,2.45E+06,2.05E+06,1.37E+06,2.33E+06,1.31E+06,1.75E+06,2.40E+06,2.59E+06,1.05:0.88:0.59:1.00:0.56:0.75:1.03:1.11,2.05E+06,2.01E+06,1.00:0.98,34012,Mimecan OS=Mus musculus GN=Ogn PE=2 SV=1
Q6P069|SORCN_MOUSE,0.88,8,2,2,,2.33E+05,3.97E+05,3.96E+05,4.30E+05,3.25E+05,3.20E+05,5.32E+05,3.39E+05,0.54:0.92:0.92:1.00:0.76:0.75:1.24:0.79,3.83E+05,3.79E+05,1.00:0.99,21627,Sorcin OS=Mus musculus GN=Sri PE=1 SV=1
P56382|ATP5E_MOUSE,0.88,15,1,1,,7.08E+05,-,5.62E+05,7.77E+05,4.02E+05,5.68E+05,7.35E+05,5.81E+05,0.91:-:0.72:1.00:0.52:0.73:0.95:0.75,6.83E+05,5.72E+05,1.00:0.84,5838,ATP synthase subunit epsilon  mitochondrial OS=Mus musculus GN=Atp5e PE=2 SV=2
Q9Z127|LAT1_MOUSE,0.87,4,2,2,,2.45E+05,2.07E+05,2.06E+05,2.54E+05,1.44E+05,2.29E+05,1.14E+05,2.61E+05,0.97:0.81:0.81:1.00:0.57:0.90:0.45:1.03,2.28E+05,1.87E+05,1.00:0.82,55902,Large neutral amino acids transporter small subunit 1 OS=Mus musculus GN=Slc7a5 PE=1 SV=1
Q3UM45|PP1R7_MOUSE,0.86,18,5,5,,2.92E+05,2.54E+05,2.33E+05,2.30E+05,2.94E+05,1.93E+05,2.57E+05,3.20E+05,1.27:1.10:1.01:1.00:1.28:0.84:1.12:1.39,2.52E+05,2.66E+05,1.00:1.06,41292,Protein phosphatase 1 regulatory subunit 7 OS=Mus musculus GN=Ppp1r7 PE=1 SV=2
P09411|PGK1_MOUSE,0.86,12,6,1,NEM_LysineArginine,2.19E+05,2.89E+05,2.41E+05,2.09E+05,1.55E+05,2.42E+05,2.74E+05,1.88E+05,1.05:1.38:1.15:1.00:0.74:1.16:1.31:0.90,2.39E+05,2.15E+05,1.00:0.90,44550,Phosphoglycerate kinase 1 OS=Mus musculus GN=Pgk1 PE=1 SV=4
Q62417|SRBS1_MOUSE,0.86,2,3,3,,2.20E+05,2.17E+05,1.92E+05,2.22E+05,1.88E+05,2.03E+05,2.10E+05,1.97E+05,0.99:0.98:0.87:1.00:0.85:0.92:0.95:0.89,2.12E+05,2.00E+05,1.00:0.94,143070,Sorbin and SH3 domain-containing protein 1 OS=Mus musculus GN=Sorbs1 PE=1 SV=2
O88456|CPNS1_MOUSE,0.86,29,5,5,N-ethylmaleimide on cysteines,8.43E+05,1.02E+06,9.57E+05,9.85E+05,9.22E+05,9.87E+05,1.23E+06,7.70E+05,0.85:1.04:0.97:1.00:0.94:1.00:1.25:0.78,9.52E+05,9.77E+05,1.00:1.03,28463,Calpain small subunit 1 OS=Mus musculus GN=Capns1 PE=2 SV=1
Q02248|CTNB1_MOUSE,0.85,4,2,2,,2.99E+05,1.25E+05,9.00E+04,1.37E+05,1.69E+05,1.68E+05,1.71E+05,1.11E+05,2.17:0.91:0.65:1.00:1.23:1.22:1.24:0.81,1.73E+05,1.55E+05,1.00:0.89,85471,Catenin beta-1 OS=Mus musculus GN=Ctnnb1 PE=1 SV=1
Q4VA36|CCD84_MOUSE,0.84,2,1,1,NEM_LysineArginine,6.88E+05,6.53E+05,5.09E+05,6.16E+05,4.02E+05,5.04E+05,7.97E+05,4.15E+05,1.12:1.06:0.83:1.00:0.65:0.82:1.29:0.67,6.16E+05,5.30E+05,1.00:0.86,37701,Coiled-coil domain-containing protein 84 OS=Mus musculus GN=Ccdc84 PE=2 SV=1
P26443|DHE3_MOUSE,0.84,12,8,7,NEM_LysineArginine,5.30E+05,2.79E+05,3.25E+05,4.28E+05,2.85E+05,3.31E+05,5.97E+05,3.63E+05,1.24:0.65:0.76:1.00:0.66:0.77:1.39:0.85,3.90E+05,3.94E+05,1.00:1.01,61337,Glutamate dehydrogenase 1  mitochondrial OS=Mus musculus GN=Glud1 PE=1 SV=1
Q61206|PA1B2_MOUSE,0.84,12,2,2,,1.19E+06,1.48E+06,1.15E+06,1.20E+06,1.21E+06,1.24E+06,1.59E+06,1.23E+06,0.99:1.23:0.96:1.00:1.00:1.03:1.33:1.02,1.26E+06,1.32E+06,1.00:1.05,25581,Platelet-activating factor acetylhydrolase IB subunit beta OS=Mus musculus GN=Pafah1b2 PE=1 SV=2
Q61572|FOXC1_MOUSE,0.83,1,1,1,,2.32E+05,3.57E+05,2.77E+05,3.80E+05,3.77E+05,2.85E+05,4.12E+05,2.51E+05,0.61:0.94:0.73:1.00:0.99:0.75:1.08:0.66,3.11E+05,3.31E+05,1.00:1.06,56954,Forkhead box protein C1 OS=Mus musculus GN=Foxc1 PE=2 SV=2
Q91VR7|MLP3A_MOUSE,0.82,6,1,1,,2.47E+05,1.75E+05,1.26E+05,2.10E+05,-,1.37E+05,2.03E+05,1.37E+05,1.17:0.83:0.60:1.00:-:0.65:0.97:0.65,1.89E+05,1.59E+05,1.00:0.84,14272,Microtubule-associated proteins 1A/1B light chain 3A OS=Mus musculus GN=Map1lc3a PE=2 SV=1
Q9WVC3|CAV2_MOUSE,0.82,7,1,1,,1.59E+06,1.09E+06,1.11E+06,1.12E+06,-,9.44E+05,1.25E+06,8.72E+05,1.42:0.97:0.99:1.00:-:0.84:1.12:0.78,1.23E+06,1.02E+06,1.00:0.83,18227,Caveolin-2 OS=Mus musculus GN=Cav2 PE=1 SV=1
P09803|CADH1_MOUSE,0.79,4,2,2,,6.89E+05,4.51E+05,5.52E+05,6.60E+05,6.70E+05,6.01E+05,6.51E+05,7.97E+05,1.04:0.68:0.84:1.00:1.02:0.91:0.99:1.21,5.88E+05,6.80E+05,1.00:1.16,98256,Cadherin-1 OS=Mus musculus GN=Cdh1 PE=1 SV=1
Q8JZQ2|AFG32_MOUSE,0.79,2,1,1,,1.64E+05,1.08E+05,1.46E+05,1.25E+05,-,1.48E+05,3.32E+05,9.77E+04,1.31:0.86:1.17:1.00:-:1.18:2.65:0.78,1.36E+05,1.93E+05,1.00:1.42,89519,AFG3-like protein 2 OS=Mus musculus GN=Afg3l2 PE=1 SV=1
Q61035|SYHC_MOUSE,0.78,2,1,1,,2.55E+05,2.13E+05,2.90E+05,2.83E+05,2.29E+05,2.32E+05,4.32E+05,2.72E+05,0.90:0.75:1.02:1.00:0.81:0.82:1.53:0.96,2.60E+05,2.91E+05,1.00:1.12,57416,Histidyl-tRNA synthetase  cytoplasmic OS=Mus musculus GN=Hars PE=2 SV=1
Q8R3U1|PAG16_MOUSE,0.77,6,1,1,,7.25E+05,5.75E+05,8.08E+05,5.06E+05,8.58E+05,6.86E+05,8.66E+05,-,1.43:1.13:1.60:1.00:1.70:1.35:1.71:-,6.54E+05,8.03E+05,1.00:1.23,17872,Group XVI phospholipase A2 OS=Mus musculus GN=Pla2g16 PE=1 SV=2
P56399|UBP5_MOUSE,0.77,5,3,3,NEM_LysineArginine,3.23E+05,3.87E+05,3.67E+05,6.33E+05,3.42E+05,3.22E+05,3.69E+05,2.82E+05,0.51:0.61:0.58:1.00:0.54:0.51:0.58:0.44,3.86E+05,3.29E+05,1.00:0.85,95833,Ubiquitin carboxyl-terminal hydrolase 5 OS=Mus musculus GN=Usp5 PE=1 SV=1
Q9EQF6|DPYL5_MOUSE,0.76,6,3,2,N-ethylmaleimide on cysteines; NEM_LysineArginine,2.42E+05,3.90E+05,3.43E+05,3.12E+05,3.02E+05,2.95E+05,2.13E+05,-,0.77:1.25:1.10:1.00:0.97:0.95:0.68:-,3.22E+05,2.70E+05,1.00:0.84,61516,Dihydropyrimidinase-related protein 5 OS=Mus musculus GN=Dpysl5 PE=1 SV=1
Q61001|LAMA5_MOUSE,0.76,3,8,8,D5 N-ethylmaleimide on cysteines,1.91E+05,1.29E+05,1.17E+05,1.71E+05,6.84E+04,1.64E+05,2.41E+05,3.75E+04,1.12:0.76:0.68:1.00:0.40:0.96:1.41:0.22,1.49E+05,1.25E+05,1.00:0.84,404013,Laminin subunit alpha-5 OS=Mus musculus GN=Lama5 PE=1 SV=3
Q99LX0|PARK7_MOUSE,0.75,6,1,1,NEM_LysineArginine,6.13E+05,7.54E+05,7.60E+05,1.03E+06,7.00E+05,7.69E+05,9.40E+05,8.36E+05,0.59:0.73:0.74:1.00:0.68:0.75:0.91:0.81,7.90E+05,8.11E+05,1.00:1.03,20021,Protein DJ-1 OS=Mus musculus GN=Park7 PE=1 SV=1
P51174|ACADL_MOUSE,0.75,7,3,3,NEM_LysineArginine,6.95E+05,7.15E+05,4.51E+05,6.93E+05,6.37E+05,5.84E+05,9.76E+05,4.19E+05,1.00:1.03:0.65:1.00:0.92:0.84:1.41:0.60,6.39E+05,6.54E+05,1.00:1.02,47908,Long-chain specific acyl-CoA dehydrogenase  mitochondrial OS=Mus musculus GN=Acadl PE=2 SV=2
Q70IV5|SYNEM_MOUSE,0.75,7,10,9,N-ethylmaleimide on cysteines,4.79E+05,6.13E+05,4.46E+05,5.56E+05,3.88E+05,5.68E+05,3.44E+05,4.75E+05,0.86:1.10:0.80:1.00:0.70:1.02:0.62:0.85,5.24E+05,4.44E+05,1.00:0.85,173208,Synemin OS=Mus musculus GN=Synm PE=1 SV=2
P20108|PRDX3_MOUSE,0.75,12,3,3,,4.43E+05,4.62E+05,4.75E+05,4.81E+05,4.30E+05,4.05E+05,7.29E+05,3.71E+05,0.92:0.96:0.99:1.00:0.89:0.84:1.51:0.77,4.65E+05,4.84E+05,1.00:1.04,28127,Thioredoxin-dependent peroxide reductase  mitochondrial OS=Mus musculus GN=Prdx3 PE=1 SV=1
Q8CIB5|FERM2_MOUSE,0.74,2,1,1,,0,0,8.41E+04,9.93E+04,0,0,1.11E+05,0,0:0:0.85:1.00:0:0:1.12:0,4.59E+04,2.78E+04,1.00:0.61,77800,Fermitin family homolog 2 OS=Mus musculus GN=Fermt2 PE=1 SV=1
Q922E4|PCY2_MOUSE,0.74,3,1,1,,0,7.60E+04,8.65E+04,1.13E+05,0,0,4.46E+05,0,0:0.67:0.76:1.00:0:0:3.93:0,6.90E+04,1.12E+05,1.00:1.62,45235,Ethanolamine-phosphate cytidylyltransferase OS=Mus musculus GN=Pcyt2 PE=1 SV=1
Q01149|CO1A2_MOUSE,0.73,3,3,3,,3.70E+05,2.71E+05,3.10E+05,2.08E+05,4.15E+05,1.43E+05,2.05E+05,4.13E+05,1.78:1.31:1.49:1.00:2.00:0.69:0.98:1.99,2.90E+05,2.94E+05,1.00:1.01,129557,Collagen alpha-2(I) chain OS=Mus musculus GN=Col1a2 PE=2 SV=2
Q91V61|SFXN3_MOUSE,0.72,4,1,1,,-,2.28E+05,1.73E+05,2.17E+05,1.08E+05,1.64E+05,3.21E+05,1.11E+05,-:1.05:0.80:1.00:0.50:0.76:1.48:0.51,2.06E+05,1.76E+05,1.00:0.86,35406,Sideroflexin-3 OS=Mus musculus GN=Sfxn3 PE=1 SV=1
Q60598|SRC8_MOUSE,0.71,2,1,1,,5.46E+05,6.83E+05,-,3.75E+05,9.03E+05,4.69E+05,6.85E+05,4.34E+05,1.46:1.82:-:1.00:2.41:1.25:1.83:1.16,5.35E+05,6.23E+05,1.00:1.16,61260,Src substrate cortactin OS=Mus musculus GN=Cttn PE=1 SV=1
Q62418|DBNL_MOUSE,0.7,6,2,2,,3.82E+04,7.66E+04,0,1.27E+05,6.78E+04,3.40E+04,7.33E+04,4.84E+04,0.30:0.60:0:1.00:0.53:0.27:0.58:0.38,6.04E+04,5.59E+04,1.00:0.92,48700,Drebrin-like protein OS=Mus musculus GN=Dbnl PE=1 SV=2
Q61820|RANT_MOUSE,0.7,4,1,1,,5.00E+04,0,0,5.83E+04,0,0,1.69E+05,0,0.86:0:0:1.00:0:0:2.90:0,2.71E+04,4.23E+04,1.00:1.56,24452,GTP-binding nuclear protein Ran  testis-specific isoform OS=Mus musculus GN=Rasl2-9 PE=2 SV=1
O08788|DCTN1_MOUSE,0.66,1,1,1,,1.48E+05,2.89E+05,1.63E+05,1.51E+05,1.56E+05,1.37E+05,1.27E+05,-,0.99:1.92:1.09:1.00:1.04:0.91:0.84:-,1.88E+05,1.40E+05,1.00:0.75,141691,Dynactin subunit 1 OS=Mus musculus GN=Dctn1 PE=1 SV=2
Q9D1K2|VATF_MOUSE,0.66,7,1,1,,0,4.55E+04,3.35E+04,3.37E+04,3.91E+04,4.50E+04,6.52E+04,0,0:1.35:0.99:1.00:1.16:1.33:1.93:0,2.82E+04,3.73E+04,1.00:1.32,13370,V-type proton ATPase subunit F OS=Mus musculus GN=Atp6v1f PE=1 SV=2
Q9Z2B5|E2AK3_MOUSE,0.66,1,1,1,,1.45E+05,0,0,1.98E+05,9.33E+04,1.24E+05,1.45E+05,1.12E+05,0.73:0:0:1.00:0.47:0.63:0.73:0.56,8.57E+04,1.19E+05,1.00:1.38,124682,Eukaryotic translation initiation factor 2-alpha kinase 3 OS=Mus musculus GN=Eif2ak3 PE=1 SV=1
Q8BY89|CTL2_MOUSE,0.66,13,7,7,D5 N-ethylmaleimide on cysteines; NEM_LysineArginine,1.15E+06,1.24E+06,1.10E+06,1.19E+06,1.24E+06,1.14E+06,1.16E+06,1.12E+06,0.96:1.04:0.93:1.00:1.04:0.95:0.97:0.93,1.17E+06,1.16E+06,1.00:0.99,79924,Choline transporter-like protein 2 OS=Mus musculus GN=Slc44a2 PE=1 SV=1
P54254|ATX1_MOUSE,0.65,1,1,1,,1.02E+05,7.95E+04,1.12E+05,1.19E+05,1.23E+05,1.16E+05,1.10E+05,1.15E+05,0.85:0.67:0.94:1.00:1.04:0.97:0.92:0.96,1.03E+05,1.16E+05,1.00:1.12,83793,Ataxin-1 OS=Mus musculus GN=Atxn1 PE=1 SV=2
O54834|RHG06_MOUSE,0.64,1,1,1,,8.28E+04,5.64E+04,5.57E+04,8.50E+04,3.93E+04,6.70E+04,1.23E+05,8.19E+04,0.97:0.66:0.66:1.00:0.46:0.79:1.45:0.96,7.00E+04,7.78E+04,1.00:1.11,108844,Rho GTPase-activating protein 6 OS=Mus musculus GN=Arhgap6 PE=1 SV=3
P18572|BASI_MOUSE,0.64,8,3,3,D5 N-ethylmaleimide on cysteines,6.75E+05,8.41E+05,6.16E+05,8.23E+05,5.74E+05,7.13E+05,9.45E+05,6.38E+05,0.82:1.02:0.75:1.00:0.70:0.87:1.15:0.78,7.39E+05,7.18E+05,1.00:0.97,42445,Basigin OS=Mus musculus GN=Bsg PE=1 SV=2
Q08331|CALB2_MOUSE,0.64,17,4,4,N-ethylmaleimide on cysteines; NEM_LysineArginine,2.21E+05,2.72E+05,6.80E+04,5.86E+04,9.73E+04,1.24E+05,1.95E+05,1.69E+05,3.78:4.64:1.16:1.00:1.66:2.12:3.33:2.89,1.55E+05,1.46E+05,1.00:0.95,31373,Calretinin OS=Mus musculus GN=Calb2 PE=1 SV=3
Q9DBG9|TX1B3_MOUSE,0.62,19,2,1,,2.15E+05,0,6.92E+04,1.17E+05,0,0,3.24E+05,2.31E+05,1.83:0:0.59:1.00:0:0:2.76:1.97,1.00E+05,1.39E+05,1.00:1.38,13723,Tax1-binding protein 3 OS=Mus musculus GN=Tax1bp3 PE=1 SV=1
Q9DCD0|6PGD_MOUSE,0.61,3,1,1,,7.43E+05,7.23E+05,6.68E+05,1.05E+06,-,6.59E+05,7.55E+05,4.62E+05,0.71:0.69:0.64:1.00:-:0.63:0.72:0.44,7.95E+05,6.25E+05,1.00:0.79,53247,6-phosphogluconate dehydrogenase  decarboxylating OS=Mus musculus GN=Pgd PE=2 SV=3
P63321|RALA_MOUSE,0.6,34,8,7,NEM_LysineArginine,1.73E+06,1.71E+06,1.73E+06,1.54E+06,1.48E+06,1.37E+06,1.32E+06,1.54E+06,1.12:1.11:1.12:1.00:0.96:0.89:0.86:1.00,1.67E+06,1.43E+06,1.00:0.85,23553,Ras-related protein Ral-A OS=Mus musculus GN=Rala PE=1 SV=1
P97352|S10AD_MOUSE,0.6,10,1,1,NEM_LysineArginine,3.41E+05,3.81E+05,3.03E+05,3.61E+05,3.71E+05,3.20E+05,4.15E+05,1.95E+05,0.94:1.05:0.84:1.00:1.03:0.89:1.15:0.54,3.46E+05,3.25E+05,1.00:0.94,11158,Protein S100-A13 OS=Mus musculus GN=S100a13 PE=1 SV=1
Q63918|SDPR_MOUSE,0.58,7,3,3,,1.84E+05,1.62E+05,1.83E+05,1.46E+05,1.56E+05,1.25E+05,2.25E+05,1.54E+05,1.26:1.11:1.25:1.00:1.07:0.86:1.54:1.05,1.69E+05,1.65E+05,1.00:0.98,46764,Serum deprivation-response protein OS=Mus musculus GN=Sdpr PE=1 SV=3
Q99L88|SNTB1_MOUSE,0.58,2,1,1,,1.59E+05,2.28E+05,2.04E+05,1.91E+05,1.66E+05,3.15E+05,2.05E+05,1.97E+05,0.83:1.20:1.07:1.00:0.87:1.65:1.08:1.03,1.95E+05,2.21E+05,1.00:1.13,58081,Beta-1-syntrophin OS=Mus musculus GN=Sntb1 PE=1 SV=4
