Accession,Description,Entry Name,Gene names,Y1_OG  (Spec count),Y2_OG (Spec count),Y3_OG (Spec count),Y4_OG (Spec count),Y5_OG (Spec count),Y6_OG (Spec count),Y1_HP (Spec count),Y2_HP (Spec count),Y3_HP (Spec count),Y4_HP (Spec count),Y5_HP (Spec count),Y6_HP (Spec count),O1_OG (Spec count),O2_OG (Spec count),O3_OG (Spec count),O4_OG (Spec count),O5_OG (Spec count),O6_OG (Spec count),O1_HP (Spec count),O2_HP (Spec count),O3_HP (Spec count),O4_HP (Spec count),O5_HP (Spec count),O6_HP (Spec count),G_value OG,SAM (D) OG,OG_Fold Change (Old/Young),G_value HP,SAM (D) HP,HP_Fold Change (Old/Young),G-val OG_HP,SAM (D) OG_HP
P28310,Alpha-defensin 17 (Fragment) OS=Mus musculus GN=Defa17 PE=2 SV=1,DEFA3_MOUSE,Defa3 Defcr3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
P36368,Kallikrein 1-related peptidase b8 OS=Mus musculus GN=Klk1b8 PE=2 SV=1,EGFB2_MOUSE,Egfbp2 Egfbp-2 Klk-13 Klk13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
P54823,Probable ATP-dependent RNA helicase DDX6 OS=Mus musculus GN=Ddx6 PE=1 SV=1,DDX6_MOUSE,Ddx6 Hlr2 Rck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
P61406,Telomerase-binding protein EST1A OS=Mus musculus GN=Smg6 PE=1 SV=1,EST1A_MOUSE,Smg6 Est1a Kiaa0732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q02257,Junction plakoglobin OS=Mus musculus GN=Jup PE=1 SV=3,PLAK_MOUSE,Jup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q08857,Platelet glycoprotein 4 OS=Mus musculus GN=Cd36 PE=1 SV=2,CD36_MOUSE,Cd36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q3TLR7,Isoform 3 of Denticleless protein homolog OS=Mus musculus GN=Dtl,DTL_MOUSE,Dtl Cdt2 L2dtl Ramp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q5SUF2,Isoform 3 of Luc7-like protein 3 OS=Mus musculus GN=Luc7l3,LC7L3_MOUSE,Luc7l3 Crop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q60654,Isoform Ly-49G.2 of Killer cell lectin-like receptor 7 OS=Mus musculus GN=Klra7,KLRA7_MOUSE,Klra7 Ly-49g Ly49-g Ly49g Ly49g4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q6NXM3,Transmembrane protein 130 OS=Mus musculus GN=Tmem130 PE=2 SV=1,TM130_MOUSE,Tmem130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q6P1E8,Isoform 3 of EF-hand calcium-binding domain-containing protein 6 OS=Mus musculus GN=Efcab6,EFCB6_MOUSE,Efcab6 Djbp Kiaa1672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q6P549,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2 OS=Mus musculus GN=Inppl1 PE=1 SV=1",SHIP2_MOUSE,Inppl1 Ship2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q80WQ4,Isoform 2 of Putative methyltransferase KIAA1456 OS=Mus musculus GN=Kiaa1456,K1456_MOUSE,Kiaa1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q80X32,UPF0461 protein C5orf24 homolog OS=Mus musculus PE=2 SV=1,CE024_MOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q810N5,Uncharacterized protein C12orf60 homolog OS=Mus musculus PE=2 SV=1,CL060_MOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q8BG60,Isoform 2 of Thioredoxin-interacting protein OS=Mus musculus GN=Txnip,TXNIP_MOUSE,Txnip Vdup1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q8BI06,Isoform 2 of Cell migration-inducing and hyaluronan-binding protein OS=Mus musculus GN=Cemip,CEMIP_MOUSE,Cemip Kiaa1199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q8BIQ3,Zinc finger protein 2 OS=Mus musculus GN=Znf2 PE=2 SV=1,ZNF2_MOUSE,Znf2 Zfp661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q8BX13,E3 ubiquitin-protein ligase E3D OS=Mus musculus GN=Ube3d PE=2 SV=1,UBE3D_MOUSE,Ube3d H10bh Ube2cbp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q8K1C9,Leucine-rich repeat-containing protein 41 OS=Mus musculus GN=Lrrc41 PE=1 SV=3,LRC41_MOUSE,Lrrc41 Muf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q8K284,Isoform 2 of General transcription factor 3C polypeptide 1 OS=Mus musculus GN=Gtf3c1,TF3C1_MOUSE,Gtf3c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q8K4N2,Isoform 2 of Sperm-associated antigen 11 OS=Mus musculus GN=Spag11,SPG11_MOUSE,Spag11 Bin1b Ep2e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q8R2R1,Protein O-mannosyl-transferase 1 OS=Mus musculus GN=Pomt1 PE=2 SV=1,POMT1_MOUSE,Pomt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q8VCE6,"5'(3')-deoxyribonucleotidase, mitochondrial OS=Mus musculus GN=Nt5m PE=2 SV=1",NT5M_MOUSE,Nt5m Dnt2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q8VCQ3,Nuclear receptor-binding factor 2 OS=Mus musculus GN=Nrbf2 PE=1 SV=1,NRBF2_MOUSE,Nrbf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q91V81,Isoform 2 of RNA-binding protein 42 OS=Mus musculus GN=Rbm42,RBM42_MOUSE,Rbm42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q91W86,Vacuolar protein sorting-associated protein 11 homolog OS=Mus musculus GN=Vps11 PE=1 SV=3,VPS11_MOUSE,Vps11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q91XA8,Kelch domain-containing protein 8A OS=Mus musculus GN=Klhdc8a PE=2 SV=1,KLD8A_MOUSE,Klhdc8a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q91ZD4,Vang-like protein 2 OS=Mus musculus GN=Vangl2 PE=1 SV=3,VANG2_MOUSE,Vangl2 Lpp1 Ltap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q99PH1,Leucine-rich repeat-containing protein 4 OS=Mus musculus GN=Lrrc4 PE=1 SV=2,LRRC4_MOUSE,Lrrc4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9CXT8,Mitochondrial-processing peptidase subunit beta OS=Mus musculus GN=Pmpcb PE=2 SV=1,MPPB_MOUSE,Pmpcb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9D2G5,Isoform 6 of Synaptojanin-2 OS=Mus musculus GN=Synj2,SYNJ2_MOUSE,Synj2 Kiaa0348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9D498,IQ domain-containing protein F3 OS=Mus musculus GN=Iqcf3 PE=2 SV=1,IQCF3_MOUSE,Iqcf3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9D4B2,Tetratricopeptide repeat protein 25 OS=Mus musculus GN=Ttc25 PE=2 SV=3,TTC25_MOUSE,Ttc25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9D5W8,Uncharacterized protein C7orf62 homolog OS=Mus musculus PE=2 SV=1,CG062_MOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9D6T1,Tubulin epsilon chain OS=Mus musculus GN=Tube1 PE=2 SV=1,TBE_MOUSE,Tube1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9D9B0,Coiled-coil domain-containing protein 70 OS=Mus musculus GN=Ccdc70 PE=2 SV=1,CCD70_MOUSE,Ccdc70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9DA01,Eppin OS=Mus musculus GN=Eppin PE=1 SV=1,EPPI_MOUSE,Eppin Spinlw1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9ESF1,Isoform 3 of Otoferlin OS=Mus musculus GN=Otof,OTOF_MOUSE,Otof Fer1l2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9EST5-2,Isoform 2 of Acidic leucine-rich nuclear phosphoprotein 32 family member B OS=Mus musculus GN=Anp32b,AN32B_MOUSE,Anp32b Pal31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9JJH7,Isoform 3 of Transient receptor potential cation channel subfamily M member 5 OS=Mus musculus GN=Trpm5,TRPM5_MOUSE,Trpm5 Ltrpc5 Mtr1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9JJR9,Nuclear receptor-interacting protein 3 OS=Mus musculus GN=Nrip3 PE=2 SV=1,NRIP3_MOUSE,Nrip3 D7H11orf14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9JKX3,Isoform 3 of Transferrin receptor protein 2 OS=Mus musculus GN=Tfr2,TFR2_MOUSE,Tfr2 Trfr2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9QXL1,Kinesin-like protein KIF21B OS=Mus musculus GN=Kif21b PE=1 SV=2,KI21B_MOUSE,Kif21b Kif6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9QYM9,Tomoregulin-2 OS=Mus musculus GN=Tmeff2 PE=2 SV=1,TEFF2_MOUSE,Tmeff2 MNCb-1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9R118,Serine protease HTRA1 OS=Mus musculus GN=Htra1 PE=1 SV=2,HTRA1_MOUSE,Htra1 Htra Prss11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9WVJ5,Beta-crystallin B1 OS=Mus musculus GN=Crybb1 PE=1 SV=3,CRBB1_MOUSE,Crybb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9Z100,Probable carboxypeptidase X1 OS=Mus musculus GN=Cpxm1 PE=2 SV=2,CPXM1_MOUSE,Cpxm1 Cpx1 Cpxm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9Z1M8,Protein Red OS=Mus musculus GN=Ik PE=1 SV=2,RED_MOUSE,Ik Red Rer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9Z2A0,3-phosphoinositide-dependent protein kinase 1 OS=Mus musculus GN=Pdpk1 PE=1 SV=2,PDPK1_MOUSE,Pdpk1 Pdk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
Q9Z2C6,Uroplakin-1b OS=Mus musculus GN=Upk1b PE=2 SV=3,UPK1B_MOUSE,Upk1b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.004148679,0.629,#DIV/0!,0.166666667,0.000,#DIV/0!,0.002,0.986
A6H5X4,Isoform 3 of PHD finger protein 11 OS=Mus musculus GN=Phf11,PHF11_MOUSE,Phf11 D14Ertd668e Phf11d Phf11l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
D3YZP9,Coiled-coil domain-containing protein 6 OS=Mus musculus GN=Ccdc6 PE=1 SV=1,CCDC6_MOUSE,Ccdc6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
O08808,Protein diaphanous homolog 1 OS=Mus musculus GN=Diaph1 PE=1 SV=1,DIAP1_MOUSE,Diaph1 Diap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
O35305,Tumor necrosis factor receptor superfamily member 11A OS=Mus musculus GN=Tnfrsf11a PE=1 SV=1,TNR11_MOUSE,Tnfrsf11a Rank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
P35383,P2Y purinoceptor 2 OS=Mus musculus GN=P2ry2 PE=1 SV=1,P2RY2_MOUSE,P2ry2 P2ru1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
P48542,Isoform GIRK2C of G protein-activated inward rectifier potassium channel 2 OS=Mus musculus GN=Kcnj6,KCNJ6_MOUSE,Kcnj6 Girk2 Kcnj7 W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
P58854,Gamma-tubulin complex component 3 OS=Mus musculus GN=Tubgcp3 PE=2 SV=2,GCP3_MOUSE,Tubgcp3 Gcp3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
P60853,Leucine zipper putative tumor suppressor 1 OS=Mus musculus GN=Lzts1 PE=2 SV=3,LZTS1_MOUSE,Lzts1 Fez1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
P61458,Pterin-4-alpha-carbinolamine dehydratase OS=Mus musculus GN=Pcbd1 PE=1 SV=2,PHS_MOUSE,Pcbd1 Dcoh Pcbd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q01237,3-hydroxy-3-methylglutaryl-coenzyme A reductase OS=Mus musculus GN=Hmgcr PE=2 SV=3,HMDH_MOUSE,Hmgcr,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q08024-2,Isoform 2 of Core-binding factor subunit beta OS=Mus musculus GN=Cbfb,PEBB_MOUSE,Cbfb Pebp2b Pebpb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q1WG82,GATA-type zinc finger protein 1 OS=Mus musculus GN=Zglp1 PE=2 SV=1,ZGLP1_MOUSE,Zglp1 Glp1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q2EG98,Isoform 8 of Polycystic kidney disease protein 1-like 3 OS=Mus musculus GN=Pkd1l3,PK1L3_MOUSE,Pkd1l3 71B10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q2VWQ2,Protein kinase C-binding protein NELL1 OS=Mus musculus GN=Nell1 PE=2 SV=1,NELL1_MOUSE,Nell1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q32M26,Uncharacterized protein C11orf87 homolog OS=Mus musculus PE=2 SV=1,CK087_MOUSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q3U7U3,F-box only protein 7 OS=Mus musculus GN=Fbxo7 PE=2 SV=2,FBX7_MOUSE,Fbxo7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q3UQ44,Ras GTPase-activating-like protein IQGAP2 OS=Mus musculus GN=Iqgap2 PE=1 SV=2,IQGA2_MOUSE,Iqgap2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q3V0J4,Ankyrin repeat domain-containing protein 53 OS=Mus musculus GN=Ankrd53 PE=2 SV=2,ANR53_MOUSE,Ankrd53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q5F2E8,Serine/threonine-protein kinase TAO3 OS=Mus musculus GN=Taok3 PE=1 SV=2,TAOK1_MOUSE,Taok1 Kiaa1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q5SP85,Isoform 3 of Coiled-coil domain-containing protein 85A OS=Mus musculus GN=Ccdc85a,CC85A_MOUSE,Ccdc85a Kiaa1912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q61603,Glycine receptor subunit alpha-4 OS=Mus musculus GN=Glra4 PE=2 SV=3,GLRA4_MOUSE,Glra4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q62231,Homeobox protein SIX2 OS=Mus musculus GN=Six2 PE=1 SV=2,SIX1_MOUSE,Six1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q62520,Zinc finger protein ZIC 2 OS=Mus musculus GN=Zic2 PE=1 SV=2,ZIC2_MOUSE,Zic2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q69ZU6,Thrombospondin type-1 domain-containing protein 7A OS=Mus musculus GN=Thsd7a PE=2 SV=2,THS7A_MOUSE,Thsd7a Gm837 Kiaa0960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q6NZG4,Nitric oxide-inducible gene protein OS=Mus musculus GN=Noxin PE=2 SV=1,DDIAS_MOUSE,Ddias Noxin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q6NZN0,Isoform 5 of RNA-binding protein 26 OS=Mus musculus GN=Rbm26,RBM26_MOUSE,Rbm26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q78PY7,Staphylococcal nuclease domain-containing protein 1 OS=Mus musculus GN=Snd1 PE=1 SV=1,SND1_MOUSE,Snd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q7TMV1,E3 ubiquitin-protein ligase RNF139 OS=Mus musculus GN=Rnf139 PE=1 SV=1,RN139_MOUSE,Rnf139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q8BL43,Ras association domain-containing protein 10 OS=Mus musculus GN=Rassf10 PE=2 SV=2,RASFA_MOUSE,Rassf10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q8BUZ3,Tigger transposable element-derived protein 4 OS=Mus musculus GN=Tigd4 PE=2 SV=1,TIGD4_MOUSE,Tigd4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q8CAS9,Isoform 3 of Poly [ADP-ribose] polymerase 9 OS=Mus musculus GN=Parp9,PARP9_MOUSE,Parp9 Bal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
Q8K348,Activin receptor type-1C OS=Mus musculus GN=Acvr1c PE=2 SV=3,ACV1C_MOUSE,Acvr1c Alk7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666667,0.000,#DIV/0!,0.009139206,0.643,#DIV/0!,0.005,0.997
